code,minutes,points_per_game,web_name,team_code,element_type,season
498016,0,0.0,Roefs,56,1,2025-26
184254,2160,2.8,Vicario,6,1,2025-26
214572,90,1.0,Austin,6,1,2025-26
485055,540,2.8,Kinsky,6,1,2025-26
441164,2606,3.0,Pedro Porro,6,2,2025-26
221632,1416,2.7,Romero,6,2,2025-26
135720,842,1.6,Danso,6,2,2025-26
115556,1329,1.6,Davies,6,2,2025-26
493125,1250,1.5,Dragusin,6,2,2025-26
232859,1790,2.0,Spence,6,2,2025-26
487053,1923,1.7,Udogie,6,2,2025-26
491279,1014,2.5,Van de Ven,6,2,2025-26
548308,0,0.0,Phillips,6,2,2025-26
553299,0,0.0,Takai,6,2,2025-26
610799,0,0.0,Vuskovic,6,2,2025-26
85971,2106,4.3,Son,6,3,2025-26
242898,2171,4.2,Johnson,6,3,2025-26
172780,1799,4.3,Maddison,6,3,2025-26
460842,2589,3.3,Kudus,6,3,2025-26
445044,2386,3.7,Kulusevski,6,3,2025-26
511499,908,3.2,Tel,6,3,2025-26
202993,1640,1.9,Bentancur,6,3,2025-26
570526,1200,1.6,Bergvall,6,3,2025-26
227127,1396,1.8,Bissouma,6,3,2025-26
550839,843,2.1,Odobert,6,3,2025-26
235674,0,0.0,Solomon,6,3,2025-26
436234,0,0.0,Bryan,6,3,2025-26
547701,1750,1.6,Gray,6,3,2025-26
499721,359,1.9,Moore,6,3,2025-26
482442,1901,2.0,P.M.Sarr,6,3,2025-26
623095,0,0.0,Min-hyeok,6,3,2025-26
499726,0,0.0,Olusesi,6,3,2025-26
154566,2199,4.0,Solanke,6,4,2025-26
212319,497,2.3,Richarlison,6,4,2025-26
552427,10,1.0,Lankshear,6,4,2025-26
490145,31,2.0,Scarlett,6,4,2025-26
154296,0,0.0,J.Palhinha,6,3,2025-26
84182,2259,2.7,Areola,21,1,2025-26
82143,0,0.0,Foderingham,21,1,2025-26
483364,0,0.0,Hegyi,21,1,2025-26
613804,0,0.0,Diouf,21,2,2025-26
109533,2108,2.5,Emerson,21,2,2025-26
214048,3348,2.2,Kilman,21,2,2025-26
233963,2035,1.4,Mavropanos,21,2,2025-26
210494,0,0.0,N.Aguerd,21,2,2025-26
536109,659,1.9,Scarles,21,2,2025-26
462116,1824,2.0,Todibo,21,2,2025-26
214590,3154,3.3,Wan-Bissaka,21,2,2025-26
518438,1,1.0,Casey,21,2,2025-26
224024,2374,2.4,L.Paquetá,21,3,2025-26
215439,2563,3.6,Souček,21,3,2025-26
101178,1433,2.1,Ward-Prowse,21,3,2025-26
450070,776,1.7,Summerville,21,3,2025-26
213999,1769,1.4,Álvarez,21,3,2025-26
149519,71,0.5,Cornet,21,3,2025-26
197024,1147,1.6,G.Rodriguez,21,3,2025-26
577114,139,1.0,L.Guilherme,21,3,2025-26
490885,0,0.0,Earthy,21,3,2025-26
229384,161,0.9,Irving,21,3,2025-26
518442,47,1.0,Orford,21,3,2025-26
490142,0,0.0,Potts,21,3,2025-26
178186,2974,5.7,Bowen,21,4,2025-26
91889,783,2.3,Füllkrug,21,4,2025-26
565431,0,0.0,Marshall,21,4,2025-26
158534,0,0.0,Walker-Peters,21,2,2025-26
75115,0,0.0,Wilson,21,4,2025-26
101982,630,1.7,Johnstone,39,1,2025-26
149065,2610,3.2,José Sá,39,1,2025-26
79602,180,4.5,Bentley,39,1,2025-26
138001,1,1.0,King,39,1,2025-26
516939,1410,2.8,Agbadou,39,2,2025-26
87835,2105,2.5,Doherty,39,2,2025-26
490721,0,0.0,H.Bueno,39,2,2025-26
501837,441,0.6,Mosquera,39,2,2025-26
483081,794,1.7,R.Gomes,39,2,2025-26
231480,1678,1.8,S.Bueno,39,2,2025-26
510362,2613,2.5,Toti,39,2,2025-26
441271,0,0.0,Hoever,39,2,2025-26
560248,0,0.0,Meupiyou,39,2,2025-26
641221,69,0.7,Pedro Lima,39,2,2025-26
517179,1,1.0,Pond,39,2,2025-26
184754,646,1.8,Hee Chan,39,3,2025-26
509291,2472,1.8,André,39,3,2025-26
231057,1666,2.6,Bellegarde,39,3,2025-26
643135,0,0.0,Fer López,39,3,2025-26
448089,2975,2.4,Gomes,39,3,2025-26
181284,979,2.1,Guedes,39,3,2025-26
433312,1077,3.6,Munetsi,39,3,2025-26
476502,1,1.0,B.Traore,39,3,2025-26
497606,0,0.0,Chirewa,39,3,2025-26
596054,0,0.0,Edozie,39,3,2025-26
593001,0,0.0,Gonzalez,39,3,2025-26
240299,0,0.0,Hodge,39,3,2025-26
247412,2587,4.1,Strand Larsen,39,4,2025-26
449988,0,0.0,Fábio Silva,39,4,2025-26
429414,0,0.0,Kalajdžić,39,4,2025-26
589507,0,0.0,Chiwome,39,4,2025-26
531363,0,0.0,Fraser,39,4,2025-26
230376,0,0.0,J.Arias,39,3,2025-26
