"ID","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"283","Salah","MID","3","Liverpool","13","a","0","0","0.1","265","7.6","20.38","0","0","0.00","2758","23","14","17","22","0","0","1","1","0","0","29","756","1241.0","875.9","2230","434.8"
"428","Son","MID","3","Tottenham","12","a","0","0","0.1","258","7.4","21.50","0","0","0.00","3009","23","10","18","30","0","0","0","2","0","0","27","819","1201.8","1051.5","1296","355.4"
"285","Alexander-Arnold","DEF","2","Liverpool","7.5","a","0","1","0.2","208","6.5","27.73","0","0","0.00","2853","2","12","18","22","0","0","0","2","0","0","32","864","865.2","1449.1","515","283.2"
"465","Bowen","MID","3","West Ham","8.5","a","0","0","0","206","5.7","24.24","0","0","0.00","2987","12","17","8","46","0","0","0","6","0","0","24","586","822.2","627.2","1223","267.4"
"306","Cancelo","DEF","2","Man City","7","a","0","1","0.4","201","5.6","28.71","0","0","0.00","3227","1","11","19","25","0","0","0","7","0","0","27","829","796.0","786.9","851","243.6"
"301","De Bruyne","MID","3","Man City","12","a","0","0","0","196","6.5","16.33","0","0","0.00","2196","15","8","13","22","0","0","0","2","0","0","33","732","1005.8","1222.0","880","311.0"
"427","Kane","STR","4","Tottenham","11.5","a","0","0","0","192","5.2","16.70","0","0","0.00","3231","17","11","14","40","0","0","0","5","0","0","23","684","1036.4","674.0","1798","350.4"
"284","Robertson","DEF","2","Liverpool","7","a","0","0","0.3","186","6.4","26.57","0","0","0.00","2537","3","11","17","20","0","0","0","5","1","0","23","770","708.2","900.7","372","198.3"
"280","Van Dijk","DEF","2","Liverpool","6.5","a","0","0","0.1","183","5.4","28.15","0","0","0.00","3060","3","3","21","21","0","0","0","3","0","0","13","803","726.4","150.3","455","133.1"
"261","Maddison","MID","3","Leicester City","8","a","0","0","0","181","5.2","22.63","0","0","0.00","2454","12","11","5","41","0","0","0","3","0","0","24","637","827.4","706.2","770","230.2"
"13","Saka","MID","3","Arsenal","8","a","0","0","0","179","4.7","22.38","0","0","0.00","2978","11","9","13","39","0","0","0","6","0","0","18","566","790.4","977.8","1434","320.0"
"281","Alisson","GK","1","Liverpool","5.5","a","0","0","0","176","4.9","32.00","0","0","0.00","3240","0","1","20","24","1","0","0","0","0","75","15","782","721.4","10.0","0","73.1"
"288","Diogo Jota","STR","4","Liverpool","9","a","0","4","1.8","175","5","19.44","0","0","0.00","2357","15","7","14","19","0","0","0","3","0","0","8","483","736.8","538.2","1379","264.5"
"276","Matip","DEF","2","Liverpool","6","a","0","0","0","170","5.5","28.33","0","0","0.00","2790","3","3","17","21","0","0","0","2","0","0","20","763","711.4","195.3","509","141.7"
"142","Mount","MID","3","Chelsea","8","a","0","0","1.2","169","5.3","21.13","0","0","0.00","2358","11","11","11","25","0","0","0","4","0","0","16","597","823.8","944.9","995","276.3"
"304","Sterling","MID","3","Man City","10","a","0","1","0.5","163","5.4","16.30","0","0","0.00","2121","13","7","13","17","0","0","1","1","0","0","15","468","730.8","613.2","1188","253.4"
"309","Laporte","DEF","2","Man City","6","a","0","0","0.1","160","4.8","26.67","0","0","0.00","2830","4","2","18","24","0","0","0","5","1","0","8","714","660.0","201.0","348","120.7"
"407","Ward-Prowse","MID","3","Southampton","6.5","a","0","0","0","159","4.4","24.46","0","0","0.00","3215","10","5","7","65","0","0","0","3","1","0","21","769","970.0","1170.6","413","255.5"
"579","Ronaldo","STR","4","Man United","12.2","a","18.1","62","58.1","159","5.3","13.03","0","5","0.00","2454","18","3","8","41","0","0","0","8","0","0","29","608","800.4","421.9","1535","274.6"
"326","Ronaldo","STR","4","Man United","10.5","a","0","0","0.6","159","5.3","15.14","0","0","0.00","2454","18","3","8","41","0","0","0","8","0","0","29","608","800.4","421.9","1535","274.6"
"425","Lloris","GK","1","Tottenham","5.5","a","0","3","1.8","158","4.2","28.73","0","0","0.00","3420","0","0","16","40","0","0","0","2","0","97","11","703","746.2","23.0","0","76.9"
"307","Ederson","GK","1","Man City","5.5","a","0","2","3.6","155","4.2","28.18","0","0","0.00","3330","0","0","20","26","0","0","0","3","0","60","4","701","561.2","0.0","0","56.1"
"311","Bernardo","MID","3","Man City","7","a","0","0","0","155","4.4","22.14","0","0","0.00","2856","8","8","16","23","0","0","0","6","0","0","15","663","739.4","876.1","958","257.9"
"333","Fernandes","MID","3","Man United","10","a","0","0","1.1","151","4.2","15.10","0","0","0.00","3110","10","7","8","54","0","0","2","10","0","0","15","626","906.6","1291.9","910","311.2"
"160","Zaha","MID","3","Crystal Palace","7","a","0","0","0","150","4.5","21.43","0","0","0.00","2759","14","2","11","34","0","0","2","4","1","0","11","422","777.2","660.5","1001","243.8"
"43","Cash","DEF","2","Aston Villa","5","a","0","0","3.5","147","3.9","29.40","0","0","0.00","3377","4","3","13","50","0","0","0","8","0","0","11","623","754.8","432.1","534","172.1"
"478","Sá","GK","1","Wolverhampton","5","a","0","0","0.2","146","3.9","29.20","0","0","0.00","3285","0","1","11","40","1","0","0","3","0","121","11","722","947.0","30.0","0","97.5"
"16","Gabriel","DEF","2","Arsenal","5","a","0","3","2.6","146","4.2","29.20","0","0","0.00","3063","5","0","13","38","0","0","0","6","1","0","16","682","746.8","131.6","470","134.7"
"232","Raphinha","MID","3","Leeds United","7","a","0","0","0.1","145","4.1","20.71","0","0","0.00","2916","11","4","5","68","0","0","0","7","0","0","14","457","770.8","928.6","915","261.6"
"146","James","DEF","2","Chelsea","6","a","0","2","2.3","141","5.4","23.50","0","0","0.00","1863","5","9","7","22","1","0","0","4","1","0","26","573","605.2","733.4","440","178.0"
"312","Dias","DEF","2","Man City","6","a","0","0","0","141","4.9","23.50","0","0","0.00","2401","2","5","14","18","0","0","0","5","0","0","12","622","581.2","225.2","268","107.6"
"111","Trossard","MID","3","B & H Albion","6.5","a","0","0","0","141","4.1","21.69","0","0","0.00","2803","8","4","11","33","0","0","0","2","0","0","16","465","627.6","708.3","1020","235.4"
"148","Gallagher","MID","3","Chelsea","6","a","0","0","0.2","140","4.1","23.33","0","0","0.00","2843","8","6","11","38","0","0","0","10","0","0","16","469","673.8","635.9","672","197.9"
"458","Antonio","STR","4","West Ham","7.5","a","0","0","0","140","3.9","18.67","0","0","0.00","2975","10","10","7","43","0","0","1","6","1","0","14","441","649.2","615.6","1274","252.7"
"80","Toney","STR","4","Brentford","7","a","0","3","5.6","139","4.2","19.86","0","0","0.00","2908","12","5","8","47","0","0","0","8","0","0","19","502","717.8","573.6","1320","260.7"
"475","Coady","DEF","2","Wolverhampton","5","a","0","0","0.2","138","3.6","27.60","0","0","0.00","3361","4","0","11","43","0","0","0","4","0","0","10","688","781.0","45.4","202","103.2"
"464","Benrahma","MID","3","West Ham","6","a","0","0","0","138","4.3","23.00","0","0","0.00","2162","8","6","9","27","0","0","0","0","0","0","15","441","561.0","476.4","737","177.6"
"264","Barnes","MID","3","Leicester City","7","a","0","1","0.4","137","4.3","19.57","0","0","0.00","2095","6","12","8","30","0","0","0","2","0","0","10","377","546.2","425.3","1000","196.8"
"314","Foden","MID","3","Man City","8","a","0","0","0.3","137","4.9","17.13","0","0","0.00","2125","9","6","13","16","0","0","0","1","0","0","11","483","580.8","716.4","954","225.5"
"455","Fabianski","GK","1","West Ham","5","a","0","0","0.2","136","3.7","27.20","0","0","0.00","3330","0","0","8","50","0","3","0","2","0","114","9","661","918.6","0.0","0","91.8"
"15","Ramsdale","GK","1","Arsenal","5","a","0","0","0","135","4","27.00","0","0","0.00","3060","0","0","12","39","0","0","0","1","0","90","14","641","690.2","1.0","0","69.0"
"559","Ramsdale","GK","1","Arsenal","5.1","a","17.1","68","74.4","135","4","26.47","0","8","0.00","3060","0","0","12","39","0","0","0","1","0","90","14","641","680.0","1.0","0","68.0"
"303","Mahrez","MID","3","Man City","8","a","0","0","0.1","135","4.8","16.88","0","0","0.00","1485","11","7","7","14","0","0","1","0","0","0","12","477","616.8","631.6","842","208.7"
"255","Vardy","STR","4","Leicester City","9.5","a","0","2","0.8","133","5.3","14.00","0","0","0.00","1801","15","3","4","27","1","0","0","2","0","0","24","480","599.8","229.5","775","159.6"
"327","De Gea","GK","1","Man United","5","a","0","0","0.1","132","3.5","26.40","0","0","0.00","3420","0","0","8","57","0","2","0","0","0","127","7","667","965.8","0.3","0","96.1"
"430","Dier","DEF","2","Tottenham","5","a","0","0","0.5","132","3.8","26.40","0","0","0.00","3071","0","1","16","30","1","0","0","1","0","0","7","680","727.4","117.1","195","104.0"
"248","Schmeichel","GK","1","Leicester City","5","a","0","0","0","131","3.5","26.20","0","0","0.00","3330","0","0","7","58","0","2","0","1","0","131","12","706","1076.6","11.2","0","109.1"
"7","Ødegaard","MID","3","Arsenal","6.5","a","0","0","0.3","131","3.6","20.15","0","0","0.00","2782","7","4","11","39","0","0","0","4","0","0","9","541","676.6","1073.2","639","238.2"
"558","Ødegaard","MID","3","Arsenal","5.6","a","6","0","0","131","3.6","23.39","0","8","0.00","2782","7","4","11","39","0","0","0","4","0","0","9","541","625.6","1012.4","572","220.3"
"40","Watkins","STR","4","Aston Villa","7.5","a","0","0","0.3","131","3.7","17.47","0","0","0.00","2950","11","3","10","48","0","0","0","7","0","0","17","441","613.8","469.6","1345","242.9"
"376","Pope","GK","1","Newcastle United","5","a","0","33","39.7","130","3.6","26.00","0","0","0.00","3240","0","0","9","47","0","0","0","1","0","120","12","683","902.8","20.0","0","92.4"
"147","Mendy","GK","1","Chelsea","5","a","0","0","0","130","3.8","26.00","0","0","0.00","3060","0","0","14","31","0","0","0","3","0","73","3","573","585.8","0.0","0","58.2"
"128","Thiago Silva","DEF","2","Chelsea","5.5","a","0","0","0","130","4.1","23.64","0","0","0.00","2649","3","1","11","28","0","0","0","2","0","0","14","667","829.4","133.9","229","119.4"
"31","Martínez","GK","1","Aston Villa","5","a","0","0","0","129","3.6","25.80","0","0","0.00","3240","0","0","11","48","0","1","0","4","0","95","7","651","755.8","0.0","0","75.4"
"129","Alonso","DEF","2","Chelsea","5.5","a","0","0","0","128","4.6","23.27","0","0","0.00","2164","4","5","9","22","0","0","0","8","0","0","14","528","560.2","677.3","566","180.6"
"315","Rodri","MID","3","Man City","6","a","0","1","2.6","127","3.8","21.17","0","0","0.00","2884","7","2","17","22","0","0","0","5","0","0","9","618","758.2","541.4","444","174.8"
"113","Sánchez","GK","1","B & H Albion","4.5","a","0","0","0.3","126","3.4","28.00","0","0","0.00","3330","0","0","11","42","0","0","0","3","1","101","8","679","811.0","30.0","0","84.0"
"584","Cucurella","DEF","2","B & H Albion","4.9","a","4.1","0","0.2","126","3.6","25.71","0","7","0.00","3089","1","1","11","39","0","0","0","6","0","0","21","673","659.6","671.9","181","151.6"
"112","Cucurella","DEF","2","B & H Albion","5","a","0","2","1.1","126","3.6","25.20","0","0","0.00","3089","1","1","11","39","0","0","0","6","0","0","21","673","679.8","700.8","207","159.1"
"12","Smith Rowe","MID","3","Arsenal","6","a","0","3","0.8","125","3.8","20.83","0","0","0.00","1909","10","2","8","28","0","0","0","1","0","0","9","435","555.8","453.3","576","158.4"
"454","Richarlison","STR","4","Tottenham","8.5","a","0","1","0.4","125","4.2","14.71","0","0","0.00","2522","10","6","7","46","0","0","0","9","0","0","19","413","651.4","383.7","1010","203.9"
"165","Andersen","DEF","2","Crystal Palace","4.5","a","0","1","0.5","124","3.6","27.56","0","0","0.00","2914","0","4","12","37","1","0","0","4","0","0","14","619","630.6","234.0","142","100.7"
"300","Gündogan","MID","3","Man City","7.5","a","0","0","0.2","124","4.6","16.53","0","0","0.00","1851","8","5","14","10","0","0","0","1","0","0","10","488","549.2","613.8","798","196.3"
"167","Guéhi","DEF","2","Crystal Palace","4.5","a","0","0","0","123","3.4","27.33","0","0","0.00","3222","2","1","11","43","0","0","0","4","0","0","8","676","720.6","98.5","290","111.1"
"78","Jansson","DEF","2","Brentford","4.5","a","0","24","28.6","122","3.3","27.11","0","0","0.00","3321","3","4","8","56","0","0","0","7","0","0","13","616","782.0","67.2","476","133.0"
"259","Tielemans","MID","3","Leicester City","6.5","a","0","0","0.3","120","3.8","18.46","0","0","0.00","2629","6","4","6","42","0","0","0","3","0","0","14","532","723.8","578.9","460","175.8"
"28","Jesus","STR","4","Arsenal","8","a","0","1","2","120","4.3","15.00","0","0","0.00","1871","8","8","11","15","0","0","0","1","0","0","16","488","567.4","530.9","1126","222.3"
"152","Guaita","GK","1","Crystal Palace","4.5","a","0","0","0.1","119","4","26.44","0","0","0.00","2655","0","0","11","33","0","0","0","2","0","83","11","567","614.6","0.0","0","61.4"
"95","Mbeumo","STR","4","Brentford","6","a","0","0","0","119","3.4","19.83","0","0","0.00","2905","4","7","9","47","0","0","0","4","0","0","6","310","459.8","520.6","967","193.7"
"39","Mings","DEF","2","Aston Villa","4.5","a","0","4","6.4","118","3.3","26.22","0","0","0.00","3188","1","4","11","49","0","0","0","11","0","0","12","596","667.2","130.9","309","110.6"
"469","Fornals","MID","3","West Ham","5.5","a","0","0","0.2","117","3.2","21.27","0","0","0.00","2795","6","4","8","38","0","0","0","4","0","0","5","480","574.8","719.5","532","182.7"
"233","Harrison","MID","3","Leeds United","6","a","0","97","92.6","117","3.3","19.50","0","0","0.00","2638","8","1","3","68","0","0","0","3","0","0","12","408","614.6","591.8","687","188.5"
"182","Pickford","GK","1","Everton","4.5","a","0","0","0","116","3.3","25.78","0","0","0.00","3150","0","0","7","58","0","0","0","2","0","117","12","624","863.2","43.0","0","90.5"
"368","Saint-Maximin","MID","3","Newcastle United","6.5","a","0","0","0","116","3.3","17.85","0","0","0.00","2804","5","7","9","54","0","0","0","6","0","0","15","394","575.8","671.5","862","211.3"
"457","Cresswell","DEF","2","West Ham","5","a","0","0","0.1","115","3.7","23.00","0","0","0.00","2726","2","4","7","38","0","0","0","3","0","0","17","578","589.2","545.7","187","132.4"
"468","Soucek","MID","3","West Ham","5.5","a","0","0","0","114","3.3","20.73","0","0","0.00","3061","5","1","6","46","0","0","0","3","0","0","14","485","662.0","300.1","690","165.6"
"145","Havertz","STR","4","Chelsea","8","a","0","4","8.6","112","3.9","14.00","0","0","0.00","1802","8","4","10","18","0","0","0","3","0","0","5","271","461.2","329.5","939","171.9"
"37","McGinn","MID","3","Aston Villa","5.5","a","0","0","0","110","3.1","20.00","0","0","0.00","3090","3","4","10","48","0","0","0","8","0","0","12","495","700.2","777.8","307","178.6"
"275","Henderson","MID","3","Liverpool","5.5","a","0","59","65.5","110","3.1","20.00","0","0","0.00","2592","2","5","15","22","0","0","0","3","0","0","9","507","487.4","659.5","247","139.2"
"19","Martinelli","MID","3","Arsenal","6","a","0","1","0.7","110","3.8","18.33","0","0","0.00","1855","6","7","7","25","0","0","0","1","1","0","6","345","475.8","483.3","786","174.7"
"170","Mitchell","DEF","2","Crystal Palace","4.5","a","0","3","2.3","109","3","24.22","0","0","0.00","3101","0","2","10","43","0","0","0","1","0","0","6","561","619.2","380.5","111","111.1"
"433","Højbjerg","MID","3","Tottenham","5.5","a","0","0","0","109","3","19.82","0","0","0.00","3196","2","3","16","34","0","0","0","3","0","0","6","616","716.0","439.2","323","147.9"
"47","Ramsey","MID","3","Aston Villa","5.5","a","0","0","0","109","3.2","19.82","0","0","0.00","2465","6","1","12","35","0","0","0","6","0","0","9","402","538.2","334.0","432","130.7"
"85","Henry","DEF","2","Brentford","4.5","a","0","0","0","108","3.2","24.00","0","0","0.00","2775","3","0","9","41","0","0","0","2","0","0","4","453","451.0","325.4","235","101.0"
"10","White","DEF","2","Arsenal","4.5","a","0","0","0.3","107","3.3","23.78","0","0","0.00","2880","0","0","13","35","1","0","0","3","0","0","9","557","592.8","182.3","150","92.5"
"42","Buendía","MID","3","Aston Villa","6","a","0","2","1.2","107","3.1","17.83","0","0","0.00","1887","4","6","7","32","0","0","0","1","0","0","8","378","482.8","660.5","531","167.8"
"238","Meslier","GK","1","Leeds United","4.5","a","0","0","0","106","2.8","23.56","0","0","0.00","3384","0","0","5","79","0","0","0","2","0","143","8","713","1090.6","0.0","0","108.9"
"8","Tierney","DEF","2","Arsenal","5","a","0","0","0.1","106","4.8","21.20","0","0","0.00","1916","1","3","11","21","0","0","0","0","0","0","11","454","365.2","335.9","198","90.1"
"484","Kilman","DEF","2","Wolverhampton","4.5","a","0","0","0.7","106","3.5","23.56","0","0","0.00","2688","1","1","10","25","0","0","0","3","0","0","5","536","587.8","68.8","207","86.5"
"130","Jorginho","MID","3","Chelsea","6","a","0","2","1.4","106","3.7","17.67","0","0","0.00","2271","6","2","12","16","0","0","1","5","0","0","11","519","605.8","429.3","214","125.1"
"189","Gray","MID","3","Everton","5.5","a","0","2","1.9","106","3.1","19.27","0","0","0.00","2336","5","5","6","39","0","0","0","3","0","0","3","397","486.2","644.2","758","189.0"
"30","Ings","STR","4","Aston Villa","7","a","0","13","14.8","106","3.5","15.14","0","0","0.00","1891","7","6","10","26","0","0","0","4","0","0","12","344","448.6","210.9","749","140.3"
"432","Davies","DEF","2","Tottenham","5","a","0","0","0","105","3.6","21.00","0","0","0.00","2537","1","2","12","30","0","0","0","6","0","0","3","490","501.4","203.5","254","96.2"
"438","Reguilón","DEF","2","Tottenham","4.5","a","0","0","0","104","4.2","23.11","0","0","0.00","1914","2","4","9","25","0","0","0","4","0","0","9","438","468.8","459.9","362","129.3"
"578","Cornet","MID","3","Burnley","5.8","a","0.8","0","0","104","4","17.93","0","6","0.00","1764","9","2","5","24","0","0","1","2","0","0","9","242","390.2","246.9","547","118.4"
"411","Adams","STR","4","Southampton","6.5","a","0","16","19.6","103","3.4","15.85","0","0","0.00","2034","7","4","5","40","0","0","0","0","0","0","11","333","425.8","337.7","804","156.8"
"588","Emerson Royal","DEF","2","Tottenham","4.6","a","2.5","0","0.3","102","3.3","22.17","0","7","0.00","2282","1","1","10","26","0","0","0","5","0","0","8","489","454.6","446.1","298","120.0"
"180","Keane","DEF","2","Everton","4.5","a","0","25","21.9","102","3.2","22.67","0","0","0.00","2791","3","2","8","54","2","0","0","2","1","0","11","518","697.0","97.0","231","102.7"
"445","Emerson Royal","DEF","2","Tottenham","5","a","0","0","0.2","102","3.3","20.40","0","0","0.00","2282","1","1","10","26","0","0","0","5","0","0","8","489","463.0","448.9","298","121.1"
"367","Targett","DEF","2","Newcastle United","5","a","0","0","0.7","101","3.1","20.20","0","0","0.00","2871","1","2","9","47","1","0","0","3","0","0","7","530","587.4","635.1","184","140.7"
"79","Nørgaard","MID","3","Brentford","5.5","a","0","0","0","101","2.9","18.36","0","0","0.00","3054","3","4","8","51","0","0","0","8","0","0","5","502","694.8","409.8","434","154.3"
"476","Jiménez","STR","4","Wolverhampton","7","a","0","0","0","101","3","14.43","0","0","0.00","2630","6","5","11","32","0","0","0","5","2","0","11","266","470.8","506.7","746","171.2"
"195","Gordon","MID","3","Everton","5.5","a","0","1","0.3","100","2.9","18.18","0","0","0.00","2277","4","3","7","40","0","0","0","4","0","0","9","325","460.4","523.0","632","161.6"
"503","Gordon","MID","3","Everton","4.7","a","5.7","0","0","100","2.9","21.28","0","8","0.00","2277","4","3","7","40","0","0","0","4","0","0","9","325","456.8","512.2","632","160.2"
"527","Chalobah","DEF","2","Chelsea","4.7","a","2.4","5","3.7","99","5","21.06","0","3","0.00","1447","3","1","9","9","0","0","0","2","0","0","11","396","405.8","105.8","151","66.1"
"141","Chalobah","DEF","2","Chelsea","5","a","0","1","1.2","99","5","19.80","0","0","0.00","1447","3","1","9","9","0","0","0","2","0","0","11","396","405.8","105.8","151","66.1"
"446","Kulusevski","MID","3","Tottenham","8","a","0","0","0","99","5.5","12.38","0","0","0.00","1259","5","9","9","11","0","0","0","3","0","0","8","343","425.2","368.7","442","123.3"
"701","Kulusevski","MID","3","Tottenham","6.3","a","10.9","0","0","99","5.5","15.71","0","7","0.00","1259","5","9","9","11","0","0","0","3","0","0","8","343","346.6","343.6","382","106.9"
"110","Maupay","STR","4","B & H Albion","6.5","a","0","3","1.5","98","3.1","15.08","0","0","0.00","2269","8","3","7","31","0","0","1","7","0","0","11","295","370.4","366.0","721","143.5"
"282","Fabinho","MID","3","Liverpool","5.5","a","0","0","0","97","3.3","17.64","0","0","0.00","2311","5","1","15","18","0","0","0","7","0","0","7","438","501.8","282.2","310","109.4"
"355","Dubravka","GK","1","Newcastle United","4.5","a","0","0","0.1","96","3.7","21.33","0","0","0.00","2340","0","0","8","35","0","0","0","1","0","73","9","465","590.8","20.0","0","61.1"
"81","Raya","GK","1","Brentford","4.5","a","0","3","1.6","95","4","21.11","0","0","0.00","2160","0","0","8","27","0","0","0","1","0","78","5","496","593.4","10.0","0","60.1"
"109","Veltman","DEF","2","B & H Albion","4.5","a","0","1","0.3","95","2.8","21.11","0","0","0.00","2874","1","1","8","39","0","0","0","6","0","0","5","545","582.2","275.8","183","104.4"
"480","Neves","MID","3","Wolverhampton","5.5","a","0","0","0","95","2.9","17.27","0","0","0.00","2659","4","2","9","34","0","0","0","9","0","0","7","509","629.6","436.7","237","130.4"
"467","Rice","MID","3","West Ham","5","a","0","0","0.5","95","2.6","19.00","0","0","0.00","3178","1","4","8","49","0","0","0","8","0","0","7","595","773.4","401.8","288","146.8"
"410","Bednarek","DEF","2","Southampton","4.5","a","0","2","1.7","94","3","20.89","0","0","0.00","2629","4","0","7","52","1","0","0","10","0","0","15","499","699.6","88.1","321","111.2"
"482","Semedo","DEF","2","Wolverhampton","5","a","0","2","1.5","94","3.8","18.80","0","0","0.00","2131","0","1","9","18","0","0","0","1","0","0","9","412","346.2","289.3","266","90.3"
"435","Sánchez","DEF","2","Tottenham","4.5","a","0","0","0.3","93","4","20.67","0","0","0.00","1626","2","1","10","16","0","0","0","4","0","0","8","417","421.4","94.3","186","70.2"
"116","Mac Allister","MID","3","B & H Albion","5.5","a","0","0","0","93","2.8","16.91","0","0","0.00","2112","5","2","6","29","0","0","1","4","0","0","8","398","509.6","490.7","550","154.9"
"331","Fred","MID","3","Man United","5.5","a","0","4","5.3","93","3.3","16.91","0","0","0.00","2026","4","5","7","31","1","0","0","5","0","0","8","426","587.4","409.1","201","119.8"
"358","Burn","DEF","2","Newcastle United","4.5","a","0","0","0.1","92","3.2","20.44","0","0","0.00","2461","1","1","9","30","0","0","0","8","0","0","6","454","594.0","83.8","264","94.0"
"106","Dunk","DEF","2","B & H Albion","4.5","a","0","2","0.3","92","3.2","20.44","0","0","0.00","2573","1","0","10","33","0","0","0","3","1","0","7","537","570.0","63.5","327","96.1"
"460","Lanzini","MID","3","West Ham","5.5","a","0","0","0","92","3.1","16.73","0","0","0.00","1777","5","3","4","29","0","0","0","2","0","0","8","440","425.4","373.5","201","100.3"
"524","Wissa","MID","3","Brentford","5.7","a","0.3","0","0","92","3.1","16.14","0","6","0.00","1268","7","2","3","22","0","0","0","0","0","0","6","277","318.8","105.6","379","79.6"
"89","Wissa","MID","3","Brentford","5.5","a","0","0","0","92","3.1","16.73","0","0","0.00","1268","7","2","3","22","0","0","0","0","0","0","6","277","348.0","133.1","402","87.6"
"518","Broja","STR","4","Southampton","5.3","a","7.9","0","0.4","92","2.9","17.36","0","6","0.00","1969","6","2","5","37","0","0","0","2","0","0","11","234","280.2","159.2","720","115.6"
"340","Sancho","MID","3","Man United","7.5","a","0","0","0.3","91","3.1","12.13","0","0","0.00","1894","3","4","6","28","0","0","0","0","0","0","9","362","363.2","596.7","549","150.9"
"231","James","MID","3","Leeds United","6","a","0","2","3","91","2.7","15.17","0","0","0.00","2489","4","5","5","51","0","0","0","7","1","0","2","221","336.4","348.1","810","148.1"
"354","Wood","STR","4","Newcastle United","6","a","0","1","1","91","2.7","15.17","0","0","0.00","2694","5","0","6","41","0","0","0","1","0","0","8","228","274.8","265.4","784","130.5"
"459","Dawson","DEF","2","West Ham","5","a","0","0","0","90","2.6","18.00","0","0","0.00","2752","2","3","6","43","0","0","0","4","1","0","1","466","712.0","62.4","389","116.6"
"92","Pinnock","DEF","2","Brentford","4.5","a","0","0","0","90","2.8","20.00","0","0","0.00","2694","1","1","7","43","0","0","0","1","0","0","7","517","648.8","151.7","335","113.5"
"185","Doucouré","MID","3","Everton","5.5","a","0","20","19.6","90","3","16.36","0","0","0.00","2536","2","5","5","47","0","0","0","6","0","0","8","387","481.8","285.8","441","121.1"
"517","Elyounoussi","MID","3","Southampton","5.4","a","0.2","0","0","90","3","16.67","0","6","0.00","2039","4","3","8","35","0","0","0","4","0","0","6","243","379.8","331.1","719","142.8"
"86","Janelt","MID","3","Brentford","5.5","a","0","0","0","90","2.9","16.36","0","0","0.00","2295","4","0","9","37","0","0","0","3","0","0","8","343","460.6","331.1","400","119.0"
"406","Elyounoussi","MID","3","Southampton","5.5","a","0","1","0.6","90","3","16.36","0","0","0.00","2039","4","3","8","35","0","0","0","4","0","0","6","243","393.4","373.0","719","148.4"
"46","Douglas Luiz","MID","3","Aston Villa","5","a","0","0","0","89","2.6","17.80","0","0","0.00","2715","2","3","10","38","0","0","0","7","0","0","3","468","503.2","547.9","199","125.1"
"103","Welbeck","STR","4","B & H Albion","6.5","a","0","0","0.1","89","3.6","13.69","0","0","0.00","1469","6","4","5","16","0","0","0","0","0","0","13","247","361.8","228.9","598","117.8"
"366","Schär","DEF","2","Newcastle United","4.5","a","0","0","0.8","88","3.5","19.56","0","0","0.00","2158","2","2","6","32","0","0","0","4","0","0","10","383","465.2","115.9","234","81.7"
"402","Romeu","MID","3","Southampton","5","a","0","0","0","88","2.4","17.60","0","0","0.00","2890","2","2","7","52","0","0","0","9","0","0","6","487","540.6","525.2","247","131.5"
"104","Gross","MID","3","B & H Albion","5.5","a","0","1","0.5","88","3","16.00","0","0","0.00","2033","2","5","8","24","0","0","1","1","0","0","7","405","475.2","961.8","370","180.9"
"487","Aït-Nouri","DEF","2","Wolverhampton","4.5","a","0","0","0","87","3.8","19.33","0","0","0.00","1826","1","4","7","26","0","0","0","4","0","0","10","367","390.8","323.2","174","89.1"
"127","Azpilicueta","DEF","2","Chelsea","5","a","0","11","7.1","87","3.2","17.40","0","0","0.00","2067","1","3","7","23","0","0","0","3","0","0","2","453","476.4","310.0","212","100.0"
"431","Lucas Moura","MID","3","Tottenham","6","a","0","0","0.2","87","2.6","14.50","0","0","0.00","1763","2","6","8","21","0","0","0","4","0","0","4","324","390.8","490.0","431","131.1"
"166","Edouard","STR","4","Crystal Palace","5.5","a","0","1","0.3","87","3.1","15.82","0","0","0.00","1554","6","4","9","19","0","0","0","4","0","0","9","280","389.8","265.7","618","127.6"
"586","Edouard","STR","4","Crystal Palace","6","a","2.9","0","0.1","87","3.1","14.50","0","4","0.00","1554","6","4","9","19","0","0","0","4","0","0","9","280","385.2","252.4","610","125.0"
"529","Lukaku","STR","4","Chelsea","11.4","a","7.7","2","2","87","3.3","7.63","0","6","0.00","1583","8","1","7","14","0","0","0","1","0","0","12","310","367.0","303.3","704","137.2"
"161","Schlupp","MID","3","Crystal Palace","5","a","0","0","0","86","2.7","17.20","0","0","0.00","1840","4","2","8","19","0","0","0","1","0","0","2","297","412.0","249.8","486","114.9"
"305","Grealish","MID","3","Man City","7","a","0","0","0.1","86","3.3","12.29","0","0","0.00","1910","3","3","15","8","0","0","0","3","0","0","2","359","394.4","730.6","923","204.8"
"299","Walker","DEF","2","Man City","5","a","0","0","0.1","85","4.2","17.00","0","0","0.00","1755","0","2","10","14","0","0","0","1","0","0","5","403","274.2","247.8","110","63.2"
"225","Rodrigo","MID","3","Leeds United","6","a","0","0","0.2","85","2.7","14.17","0","0","0.00","2263","6","2","5","37","0","0","0","9","0","0","11","351","430.2","558.3","602","159.0"
