"ID","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"52","Davis","STR","4","Aston Villa","5.5","a","0","1","0.5","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"391","Surridge","STR","4","17","5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"97","Forss","STR","4","Brentford","4.5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"9999998","Haaland","STR","4","Man City","0","","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0",""
"725","Forde","STR","4","Watford","4.5","a","0.2","0","1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"649","Dickson-Peters","STR","4","Norwich","4.5","u","0","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"297","Darwin","STR","4","Liverpool","9","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"9999997","Perisic","STR","4","Tottenham","0","","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0",""
"218","Muniz","STR","4","Fulham","5.5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"9999999","Nunez","STR","4","Liverpool","0","","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0",""
"694","Biereth","STR","4","Arsenal","4.5","a","0.2","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"715","Kamara","STR","4","Norwich","4.5","a","0.3","2","1.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"318","Haaland","STR","4","Man City","11.5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"734","Grieves","STR","4","Watford","4.5","a","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"732","Çukur","STR","4","Watford","4.5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"735","McGlynn","STR","4","Burnley","4.5","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"123","Undav","STR","4","B & H Albion","5.5","a","0","0","0.9","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"600","Kenneh","MID","3","Leeds United","4.4","a","0","0","0","-1","0","-0.23","0","0","0.00","0","0","0","0","0","0","0","0","1","0","0","0","-3","0.0","0.0","0","0.0"
