"Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"202993","Bentancur","MID","3","Tottenham","5.3","i","0.3","1","0.4","71","3.9","13.40","0","0","0.00","1501","5","2","6","24","0","0","0","8","0","0","7","342","489.6","180.2","236","90.7"
"128295","Nørgaard","MID","3","Brentford","5.3","i","0.2","0","0","71","3.2","13.40","0","0","0.00","1763","1","6","6","23","0","0","0","6","0","0","6","309","379.2","173.7","269","82.3"
"80226","Aurier","DEF","2","Nottingham Forest","4.3","a","0.3","0","0","70","2.9","16.28","0","6","0.00","1943","1","0","6","31","0","0","0","2","0","0","8","336","431.0","164.1","112","70.9"
"172850","Chilwell","DEF","2","Chelsea","5.6","d","3.1","0","0.1","70","3","12.50","0","3","0.00","1402","2","3","4","19","0","0","0","3","0","0","4","302","283.4","382.6","178","84.2"
"116643","Fabinho","MID","3","Liverpool","5.2","a","0.8","0","0.4","70","1.9","13.46","0","7","0.00","2666","0","2","11","34","0","0","0","11","0","0","0","394","379.2","302.0","109","79.0"
"106617","Bamford","STR","4","Leeds United","7.1","d","0.4","1","1.2","70","2.5","9.86","0","5","0.00","1510","4","5","1","31","0","0","2","3","0","0","3","157","252.2","171.6","588","99.6"
"245419","Daka","STR","4","Leicester City","5.6","a","0.8","0","0","70","2.3","12.50","0","5","0.00","1169","4","4","5","24","0","0","0","2","0","0","3","231","295.2","223.6","440","95.1"
"221466","Senesi","DEF","2","Bournemouth","4.4","a","0.2","0","0","69","2.2","15.68","0","5","0.00","2489","2","0","5","55","0","0","0","7","0","0","5","462","586.0","78.7","109","77.5"
"58621","Walker","DEF","2","Man City","4.7","a","4.5","17","19.5","69","2.6","14.68","0","8","0.00","1953","0","0","7","20","0","0","0","3","0","0","0","376","223.8","176.2","39","43.8"
"56979","Henderson","MID","3","Liverpool","5.3","a","0.5","2","0.5","69","2","13.02","0","7","0.00","2060","0","3","8","30","0","0","0","2","0","0","0","401","307.4","506.1","174","99.1"
"171287","Gomez","DEF","2","Liverpool","4.3","a","0.8","0","0.1","68","3.2","15.81","0","1","0.00","1461","0","0","8","16","0","0","0","3","0","0","8","337","297.8","43.7","27","36.9"
"232826","Gordon","MID","3","Newcastle United","5.1","a","0.9","0","0.1","68","2.1","13.33","0","7","0.00","1574","4","0","4","18","0","0","0","7","0","0","5","186","265.6","215.3","517","99.8"
"153682","Wilson","MID","3","Fulham","5.7","a","0.2","0","0","68","2.3","11.93","0","7","0.00","1085","2","5","2","15","0","0","0","1","0","0","2","215","209.2","182.1","173","56.4"
"214590","Wan-Bissaka","DEF","2","Man United","4.3","a","1.8","2","0.5","67","3.5","15.58","0","6","0.00","1432","0","0","8","10","0","0","0","2","0","0","3","308","290.4","221.9","143","65.5"
"201057","Kehrer","DEF","2","West Ham","4.3","a","0.2","0","0","67","2.5","15.58","0","4","0.00","2229","0","3","5","34","1","0","0","4","0","0","4","362","347.6","126.2","83","56.0"
"234370","Roca","MID","3","Leeds United","4.8","a","0.1","0","0","67","2.1","13.96","0","4","0.00","2316","1","3","2","60","0","0","0","7","0","0","3","357","433.6","475.8","323","123.1"
"221632","Romero","DEF","2","Tottenham","4.9","i","1.4","0","0.1","66","2.4","13.47","0","4","0.00","2363","0","2","8","41","0","0","0","9","1","0","3","447","546.2","136.2","91","77.3"
"222694","Struijk","DEF","2","Leeds United","4.5","a","0.5","0","0.1","66","2.3","14.67","0","4","0.00","2198","2","2","4","52","0","0","0","5","0","0","4","423","544.4","216.2","253","101.5"
"80801","Gueye","MID","3","Everton","4.7","a","0.1","0","0","66","2","14.04","0","6","0.00","2577","0","1","8","45","0","0","0","7","0","0","1","357","399.2","193.7","61","65.3"
"170137","Saint-Maximin","MID","3","Newcastle United","6.1","a","3.1","0","0.5","66","2.6","10.82","0","5","0.00","1109","1","6","4","14","0","0","0","1","0","0","4","240","266.4","344.1","370","98.2"
"159533","Adama","MID","3","Wolverhampton","5.3","a","0.2","0","0","66","1.9","12.45","0","6","0.00","1477","2","4","2","30","0","0","0","2","0","0","0","228","253.6","370.0","258","87.9"
"232787","Gallagher","MID","3","Chelsea","5.6","a","0.7","0","0","66","1.9","11.79","0","7","0.00","1608","3","1","4","23","0","0","0","9","1","0","7","279","379.8","343.5","321","104.3"
"148225","Martial","STR","4","Man United","6.3","a","2.9","0","0","66","3.1","10.48","0","8","0.00","970","6","3","7","8","0","0","0","0","0","0","4","230","305.2","179.0","376","85.4"
"49262","Steele","GK","1","B & H Albion","4","a","6","0","0","65","4.3","16.25","0","9","0.00","1350","0","1","6","23","1","1","0","1","0","37","8","332","347.6","13.0","0","36.1"
"179268","Cucurella","DEF","2","Chelsea","4.9","d","5","0","1.2","65","2.7","13.27","0","0","0.00","1669","0","2","6","20","0","0","0","4","0","0","1","363","354.4","232.5","72","65.9"
"487117","Ferguson","STR","4","B & H Albion","4.6","a","1.7","0","0","65","3.4","14.13","0","6","0.00","942","6","2","6","12","0","0","0","1","0","0","8","213","284.2","129.1","350","76.5"
"158499","Christie","MID","3","Bournemouth","5.3","a","0.1","0","0","64","2","12.08","0","6","0.00","1825","1","2","3","35","0","0","0","2","0","0","2","225","282.0","421.7","400","110.5"
"472713","Hickey","DEF","2","Brentford","4.9","a","0.3","0","0","63","2.4","12.86","0","6","0.00","1918","0","3","5","30","0","0","0","7","0","0","2","310","223.6","119.8","98","44.2"
"59949","Coleman","DEF","2","Everton","4.1","i","0.3","0","0","63","2.7","15.37","0","1","0.00","1654","1","0","5","25","0","0","0","1","0","0","5","314","297.8","108.7","95","50.4"
"171101","Lenglet","DEF","2","Tottenham","4.8","a","0.3","0","0","63","2.4","13.13","0","5","0.00","2018","0","2","5","35","0","0","0","4","0","0","6","387","380.8","136.1","130","64.7"
"205533","Nketiah","STR","4","Arsenal","6.3","a","1.8","0","0","63","2.1","10.00","0","5","0.00","1071","4","2","2","16","0","0","0","3","0","0","5","161","213.4","128.2","598","93.1"
"222690","Malacia","DEF","2","Man United","4.2","a","1.9","0","0.1","62","2.8","14.76","0","5","0.00","1391","0","0","7","14","0","0","0","6","0","0","8","287","206.4","125.8","77","41.1"
"444884","Elliott","MID","3","Liverpool","4.8","a","0.5","2","0.5","62","1.9","12.92","0","5","0.00","1600","1","2","5","20","0","0","0","2","0","0","2","286","257.0","372.3","363","99.4"
"244731","Luis Díaz","MID","3","Liverpool","7.8","a","6.6","18","24.9","62","3.6","7.95","0","7","0.00","991","4","2","4","11","0","0","0","2","0","0","7","166","236.2","176.7","388","80.1"
"101582","Fred","MID","3","Man United","5.1","a","0.5","0","0.6","62","1.8","12.16","0","8","0.00","1228","2","3","4","22","0","0","0","6","0","0","2","272","282.2","335.9","213","83.0"
"96787","Elyounoussi","MID","3","Southampton","5.1","a","0.1","0","0","62","1.9","12.16","0","5","0.00","2162","1","1","2","45","0","0","0","4","0","0","0","218","285.0","297.2","388","96.8"
"208912","Worrall","DEF","2","Nottingham Forest","4.2","a","0.1","0","0.2","61","2","14.52","0","6","0.00","2215","1","0","5","44","0","0","0","6","0","0","2","366","471.0","66.4","92","62.5"
"444180","Anthony","MID","3","Bournemouth","5.2","a","0.1","0","0","61","2","11.73","0","5","0.00","1241","3","1","2","29","0","0","0","2","0","0","4","193","299.4","209.1","263","77.2"
"235530","Kelly","DEF","2","Bournemouth","4.3","a","0.5","3","0.9","60","2.6","13.95","0","6","0.00","2040","0","2","5","38","0","0","0","3","0","0","5","372","394.0","97.7","26","52.1"
"184754","Hwang","MID","3","Wolverhampton","5.7","a","0.2","0","0","60","2.2","10.53","0","6","0.00","1117","3","2","3","18","0","0","0","1","0","0","3","156","194.0","138.8","242","57.5"
"66588","Ayling","DEF","2","Leeds United","4.5","a","0.3","0","0","59","2","13.11","0","6","0.00","2048","2","1","3","48","0","0","0","3","0","0","4","336","451.8","209.3","264","92.8"
"441164","Pedro Porro","DEF","2","Tottenham","4.8","a","1.1","0","0","59","3.9","12.29","0","6","0.00","1132","3","3","2","26","0","0","0","0","0","0","5","253","268.6","377.9","150","79.6"
"164555","Coufal","DEF","2","West Ham","4","a","1","0","0","58","2.1","14.50","0","5","0.00","2135","0","2","4","35","0","0","0","5","0","0","2","327","361.6","330.5","54","74.9"
"210494","Aguerd","DEF","2","West Ham","4.8","a","0.4","0","0.1","58","3.2","12.08","0","5","0.00","1594","2","0","5","28","0","0","0","4","0","0","5","320","404.4","67.5","113","58.5"
"184667","Lindelöf","DEF","2","Man United","4.1","a","1.6","0","0.1","57","2.9","13.90","0","8","0.00","1359","0","0","6","16","0","0","0","1","0","0","3","327","265.0","53.5","19","33.9"
"199796","Cash","DEF","2","Aston Villa","4.6","a","3.1","3","4.9","57","2.2","12.39","0","3","0.00","1817","0","2","4","29","0","0","0","4","0","0","3","311","298.4","178.0","67","54.4"
"514356","Lavia","MID","3","Southampton","4.5","a","0.2","0","0.4","57","2","12.67","0","6","0.00","2219","1","1","4","50","0","0","0","9","0","0","0","317","344.8","247.1","46","64.2"
"91047","S.Armstrong","MID","3","Southampton","4.7","a","0.1","0","0","57","1.8","12.13","0","6","0.00","1391","2","2","1","34","0","0","0","6","0","0","2","221","234.2","282.8","267","78.6"
"128340","Moore","STR","4","Bournemouth","4.9","a","0.7","0","1.1","57","2.1","11.63","0","5","0.00","1269","4","0","3","34","0","0","0","1","0","0","3","161","216.2","89.6","272","57.3"
"474120","Enciso","STR","4","B & H Albion","4.6","a","2.4","0","0.1","57","2.9","12.39","0","9","0.00","794","4","3","4","12","0","0","0","1","0","0","7","189","255.8","161.0","370","78.5"
"158534","Walker-Peters","DEF","2","Southampton","4.4","a","0.6","1","0.8","56","1.8","12.73","0","6","0.00","2650","1","0","3","58","0","0","0","4","0","0","2","335","403.4","277.9","198","87.9"
"233420","Renan Lodi","DEF","2","Nottingham Forest","4.3","a","0.2","0","0.1","56","2","13.02","0","6","0.00","2211","0","2","5","48","0","0","0","7","0","0","3","363","319.0","208.2","97","62.5"
"19624","Moutinho","MID","3","Wolverhampton","4.6","a","0.3","0","0.1","56","1.8","12.17","0","1","0.00","1773","0","2","6","28","0","0","0","3","0","0","0","297","309.8","537.7","142","99.2"
"193645","Koch","DEF","2","Leeds United","4.5","a","0.2","0","0","55","1.5","12.22","0","5","0.00","3175","0","0","5","74","1","0","0","7","0","0","2","447","589.2","72.9","201","86.3"
"502697","Alcaraz","MID","3","Southampton","5","a","0","0","0","55","3.1","11.00","0","6","0.00","1024","4","2","0","25","0","0","0","3","0","0","4","155","199.0","64.4","190","45.1"
"492859","Gnonto","STR","4","Leeds United","4.7","a","0.7","0","0","55","2.3","11.70","0","5","0.00","1346","2","4","4","28","0","0","0","7","0","0","6","183","264.8","323.5","253","84.3"
"215136","N.Williams","DEF","2","Nottingham Forest","3.8","i","12.1","57","58.5","54","1.7","14.21","0","1","0.00","1872","1","1","4","41","0","0","0","7","0","0","1","284","372.2","257.3","209","84.0"
"89076","Freuler","MID","3","Nottingham Forest","4.9","a","0","0","0","54","1.9","11.02","0","0","0.00","2157","0","0","6","47","0","0","0","4","0","0","0","267","272.2","174.7","54","50.3"
"212319","Richarlison","STR","4","Tottenham","8.4","a","0.8","0","0.1","54","2","6.43","0","6","0.00","995","1","5","3","18","0","0","0","3","0","0","2","165","201.6","221.0","401","82.0"
"155511","A.Armstrong","STR","4","Southampton","5.3","a","0.7","2","0.3","54","1.8","10.19","0","5","0.00","1321","2","1","1","24","0","0","0","2","0","0","3","161","142.0","148.8","275","55.6"
"204968","Yates","MID","3","Nottingham Forest","5","a","0","0","0","53","2","10.60","0","5","0.00","1833","0","3","5","36","0","0","0","5","0","0","0","177","206.8","97.3","233","53.1"
"76357","Cairney","MID","3","Fulham","4.7","a","0.1","0","0","53","1.6","11.28","0","7","0.00","968","2","1","1","13","0","0","0","2","0","0","2","217","189.2","228.2","204","62.4"
"224995","Sinisterra","MID","3","Leeds United","6.5","i","0.2","0","0.1","53","2.8","8.15","0","1","0.00","863","5","0","0","23","0","0","0","1","1","0","6","173","242.8","157.7","305","70.6"
"91651","Kovacic","MID","3","Chelsea","4.9","d","0.3","2","1","53","2","10.82","0","4","0.00","1699","1","2","4","25","0","0","0","8","0","0","2","289","294.2","363.8","114","77.5"
"60689","Wood","STR","4","Nottingham Forest","5.6","i","0.5","0","0","53","2.1","9.46","0","0","0.00","807","3","0","4","9","0","0","0","0","0","0","7","163","145.2","82.1","169","39.3"
"206915","Jones","MID","3","Liverpool","4.9","a","0.4","0","0","52","2.9","10.61","0","7","0.00","1029","3","1","4","15","0","0","0","2","0","0","4","206","266.2","214.4","236","71.6"
"450434","Undav","STR","4","B & H Albion","5","a","0.8","0","0.7","52","2.4","10.40","0","9","0.00","614","5","2","2","9","1","0","0","2","0","0","4","173","157.6","105.7","333","59.5"
"155569","Amartey","DEF","2","Leicester City","3.9","a","0.7","1","0.2","51","2.5","13.08","0","0","0.00","1608","0","0","5","27","0","0","0","1","0","0","4","328","358.4","79.8","50","48.9"
"224209","Kristensen","DEF","2","Leeds United","4.7","a","0.4","0","0.5","51","2","10.85","0","5","0.00","1957","3","1","2","53","0","0","0","4","0","0","1","322","474.4","143.6","160","78.0"
"155408","Cook","MID","3","Bournemouth","4.9","a","0.1","0","0","51","1.8","10.41","0","4","0.00","1712","0","2","3","39","0","0","0","4","0","0","1","280","313.0","352.5","45","71.2"
"101188","Digne","DEF","2","Aston Villa","4.5","a","1.2","5","6.1","50","1.8","11.11","0","5","0.00","1492","1","0","3","25","1","0","0","5","0","0","4","234","271.4","293.3","92","65.8"
"179519","Mangala","MID","3","Nottingham Forest","4.9","a","0","0","0","50","1.9","10.20","0","6","0.00","1543","1","1","5","24","0","0","0","3","0","0","0","190","191.4","61.6","75","32.8"
"477386","Bella-Kotchap","DEF","2","Southampton","4.5","i","0.2","0","0","49","2","10.89","0","2","0.00","1881","0","2","3","39","0","0","0","4","0","0","5","345","422.4","76.4","105","60.6"
"432830","Collins","DEF","2","Wolverhampton","4.2","a","0.5","0","0","49","1.9","11.67","0","5","0.00","1811","0","0","4","37","0","0","0","2","1","0","6","326","419.0","37.9","29","48.9"
"180736","Chalobah","DEF","2","Chelsea","4.4","a","0.6","0","0.1","49","2","11.14","0","7","0.00","1601","0","0","5","24","1","0","0","4","0","0","1","318","283.6","93.5","108","48.7"
"204716","Konaté","DEF","2","Liverpool","4.9","d","1.3","0","0","49","2.7","10.00","0","5","0.00","1551","0","0","7","22","1","0","0","5","0","0","0","305","285.6","39.6","144","46.8"
"109646","Tosin","DEF","2","Fulham","4.4","a","0.1","0","0","49","2","11.14","0","7","0.00","2084","1","0","3","39","0","0","0","4","0","0","1","353","495.0","89.8","128","71.4"
"20467","Walcott","MID","3","Southampton","4.8","a","0","0","0.1","49","2.5","10.21","0","6","0.00","1123","2","2","2","30","1","0","0","1","0","0","1","140","164.6","159.1","199","52.1"
"533463","Ouattara","MID","3","Bournemouth","5","a","0","1","0.3","49","2.6","9.80","0","6","0.00","1239","1","3","1","23","0","0","0","1","0","0","4","163","276.8","261.0","274","81.0"
"226956","Roerslev","DEF","2","Brentford","4.3","a","0.1","0","0","48","2.4","11.16","0","4","0.00","1101","0","0","5","12","0","0","0","0","0","0","0","201","167.6","120.6","46","33.4"
"214285","Tsimikas","DEF","2","Liverpool","4.3","a","0.4","0","0.2","48","2.4","11.16","0","4","0.00","762","0","4","4","11","0","0","0","3","0","0","2","216","177.6","281.7","124","58.5"
"513046","Danilo","MID","3","Nottingham Forest","4.5","d","0.2","0","0","48","3.7","10.67","0","5","0.00","976","3","2","1","18","0","0","0","1","0","0","5","178","253.8","108.1","113","47.1"
"447932","Zemura","DEF","2","Bournemouth","4.2","a","0.1","0","0","47","2.5","11.19","0","0","0.00","1452","0","1","5","31","0","0","0","1","0","0","1","235","269.4","232.8","71","57.1"
"39155","Lallana","MID","3","B & H Albion","4.8","i","0.1","1","0.2","47","2.9","9.79","0","0","0.00","717","2","1","5","10","0","0","0","0","0","0","4","146","144.2","186.7","152","48.5"
"200785","Adams","MID","3","Leeds United","4.9","i","0.1","0","0.3","47","2","9.59","0","0","0.00","2156","0","0","5","36","0","0","0","4","1","0","1","290","393.6","328.9","24","74.9"
"460028","Colwill","DEF","2","B & H Albion","4.4","a","0.2","0","0","46","2.7","10.45","0","7","0.00","1218","0","2","3","21","0","0","0","1","0","0","6","249","222.0","100.7","50","37.4"
"193204","Aribo","MID","3","Southampton","5","a","0.3","0","0.1","46","2.2","9.20","0","1","0.00","1219","2","0","1","24","0","0","0","2","0","0","3","161","209.6","137.1","366","71.5"
"126187","Loftus-Cheek","MID","3","Chelsea","5","a","0.1","0","0.1","46","1.8","9.20","0","5","0.00","1530","0","1","5","23","1","0","0","1","0","0","1","228","206.6","234.8","173","61.6"
"48760","Zanka","DEF","2","Brentford","3.9","a","0.9","1","0.1","45","2.5","11.54","0","4","0.00","1097","0","1","4","15","1","0","0","2","0","0","4","191","189.8","18.2","45","25.6"
"220627","Justin","DEF","2","Leicester City","4.1","i","0.4","0","0.3","45","3.2","10.98","0","0","0.00","1252","0","2","5","25","0","0","0","0","0","0","2","263","208.4","138.8","40","38.7"
"114128","Jonny","DEF","2","Wolverhampton","4.3","a","0.3","0","0.7","45","2.5","10.47","0","0","0.00","1257","1","0","5","21","0","0","0","3","1","0","0","219","233.2","118.2","83","43.7"
"41328","Azpilicueta","DEF","2","Chelsea","4.7","a","1.2","0","0.1","45","1.8","9.57","0","6","0.00","1521","0","0","3","21","1","0","0","3","0","0","4","242","259.2","206.7","93","55.8"
"200617","James","MID","3","Fulham","5.9","d","0.2","0","0","45","1.9","7.63","0","4","0.00","802","2","1","1","18","0","0","0","0","0","0","2","152","144.6","121.4","218","48.1"
"504783","Kamaldeen","MID","3","Southampton","4.9","a","0","0","0","45","2.5","9.18","0","6","0.00","959","2","1","3","20","0","0","0","1","0","0","3","133","105.2","175.5","164","44.5"
"57328","Clyne","DEF","2","Crystal Palace","4.5","a","0.1","0","0","44","2","9.78","0","0","0.00","1638","0","0","3","23","0","0","0","3","0","0","0","246","203.6","124.9","8","33.6"
"225796","James","DEF","2","Chelsea","5.8","i","10.7","77","70.6","44","2.8","7.59","0","0","0.00","1242","1","2","2","17","0","0","0","4","0","0","5","286","292.2","358.2","153","80.4"
"40669","Ogbonna","DEF","2","West Ham","4.4","a","0.1","0","0","44","2.8","10.00","0","5","0.00","1234","0","0","4","19","0","0","0","0","0","0","4","217","212.8","35.2","24","27.4"
"235674","Solomon","MID","3","Fulham","4.9","a","0.1","0","0","44","2.3","8.98","0","7","0.00","560","4","0","0","11","0","0","0","0","0","0","1","156","214.8","86.0","107","40.8"
"226944","Kamara","MID","3","Aston Villa","4.8","a","0.1","0","0","44","1.8","9.17","0","4","0.00","1773","0","1","3","30","0","0","0","4","0","0","0","235","275.8","123.4","39","43.9"
"428399","João Félix","STR","4","Chelsea","7.1","a","1.7","0","0.5","44","2.8","6.20","0","5","0.00","936","4","0","2","16","0","0","0","1","1","0","7","126","203.6","135.2","287","61.9"
"28411","Navas","GK","1","Nottingham Forest","4.5","i","0.8","0","0","43","2.5","9.56","0","5","0.00","1530","0","0","2","32","0","0","0","2","0","51","5","273","387.6","0.0","0","38.7"
"223911","Mepham","DEF","2","Bournemouth","4.3","a","0.1","1","0.1","43","1.7","10.00","0","2","0.00","2197","0","0","5","52","2","0","0","7","0","0","6","369","556.4","54.4","134","74.4"
"510362","Toti","DEF","2","Wolverhampton","3.9","a","2.9","1","0.7","43","2.5","11.03","0","6","0.00","978","1","0","4","14","0","0","0","6","0","0","4","201","225.2","74.3","65","36.5"
"209042","Skipp","MID","3","Tottenham","4.3","a","0.1","0","0.1","43","1.9","10.00","0","6","0.00","1489","1","0","4","28","0","0","0","7","0","0","1","199","198.2","146.1","52","39.8"
"15157","Milner","MID","3","Liverpool","4.4","a","0.6","2","1.4","42","1.4","9.55","0","7","0.00","889","0","1","3","12","0","0","0","2","0","0","0","187","172.8","207.2","92","47.2"
"448047","Enzo","MID","3","Chelsea","5","a","0.8","0","0.2","42","2.3","8.40","0","7","0.00","1547","0","2","3","25","0","0","0","3","0","0","1","265","298.2","307.3","64","67.1"
"200641","Nelson","MID","3","Arsenal","4.7","d","0","0","0","42","3.8","8.94","0","5","0.00","202","3","3","1","3","0","0","0","0","0","0","5","127","169.8","99.2","155","42.4"
"490721","Bueno","DEF","2","Wolverhampton","3.8","a","3.6","0","0.9","41","2","10.79","0","4","0.00","1307","0","1","3","29","0","0","0","1","0","0","3","239","221.2","254.8","74","55.3"
"448514","Aït-Nouri","DEF","2","Wolverhampton","4.1","a","0.7","2","0.9","41","2","10.00","0","1","0.00","1067","1","0","4","18","1","0","0","4","0","0","0","194","195.0","130.5","156","48.3"
"203341","Ndidi","MID","3","Leicester City","4.8","d","0.2","0","0.4","41","1.5","8.54","0","4","0.00","1672","0","0","1","39","0","0","0","4","0","0","0","257","317.6","73.0","45","43.2"
"108413","Hughes","MID","3","Crystal Palace","4.8","a","0","0","0.1","41","1.5","8.54","0","5","0.00","822","1","1","1","11","0","0","0","4","0","0","3","152","153.2","102.1","57","31.0"
"225902","Soumaré","MID","3","Leicester City","4.4","a","0.3","1","0.8","41","1.6","9.32","0","6","0.00","1624","0","0","6","30","0","0","0","9","0","0","0","238","236.6","148.7","5","39.2"
"115382","Maupay","STR","4","Everton","5.6","a","0.5","0","0","41","1.5","7.32","0","4","0.00","1104","1","0","3","19","0","0","0","4","0","0","3","86","85.8","109.9","429","62.2"
"231747","Mateta","STR","4","Crystal Palace","5.1","a","0.3","0","0","41","1.4","8.04","0","3","0.00","748","2","0","3","10","0","0","0","3","0","0","3","96","115.8","67.1","240","41.0"
"195899","Scamacca","STR","4","West Ham","6.6","i","0.6","0","0","41","2.6","6.21","0","0","0.00","921","3","0","3","12","0","0","0","3","0","0","7","110","151.8","160.7","312","62.0"
"40383","Forster","GK","1","Tottenham","3.9","a","4.4","0","0.2","40","2.9","10.26","0","6","0.00","1215","0","0","3","24","0","1","0","1","0","32","1","222","256.8","0.0","0","25.8"
"242880","Badiashile","DEF","2","Chelsea","5","d","0.4","0","0.1","40","3.6","8.00","0","2","0.00","904","1","0","4","9","0","0","0","2","0","0","2","209","219.8","49.1","81","35.1"
"168281","McKenna","DEF","2","Nottingham Forest","4.4","i","0.1","0","0.1","40","2","9.09","0","0","0.00","1570","0","0","5","32","0","0","0","4","0","0","0","275","278.8","93.9","46","41.8"
"146941","Laporte","DEF","2","Man City","5.6","d","0.6","0","0","40","3.3","7.14","0","4","0.00","992","0","0","4","10","0","0","0","0","0","0","3","210","166.2","107.8","68","34.1"
"92259","Kebano","MID","3","Fulham","5.4","a","0","0","0.3","40","2.4","7.41","0","4","0.00","758","0","4","3","10","0","0","0","0","0","0","0","123","119.6","179.7","112","41.5"
"438098","Fábio Vieira","MID","3","Arsenal","5.6","a","0.1","0","0","40","1.8","7.14","0","2","0.00","500","1","2","2","5","0","0","0","0","0","0","2","134","115.2","180.1","123","41.4"
"177815","Calvert-Lewin","STR","4","Everton","7.9","i","0.3","0","0","40","2.4","5.06","0","5","0.00","1166","2","1","4","22","0","0","0","3","0","0","2","89","138.4","122.4","409","66.4"
"106611","Keane","DEF","2","Everton","4.2","a","0.5","0","0.2","39","3.2","9.29","0","3","0.00","983","1","2","2","22","0","0","0","0","0","0","5","180","242.6","42.6","131","41.7"
"109533","Emerson","DEF","2","West Ham","4","d","1.3","0","0.2","39","1.8","9.75","0","6","0.00","1317","1","0","2","28","0","0","0","2","0","0","2","209","224.8","188.8","178","59.4"
"95658","Maguire","DEF","2","Man United","4.7","a","0.4","0","0","39","2.4","8.30","0","3","0.00","762","0","0","5","7","0","0","0","4","0","0","2","201","180.6","20.3","51","25.2"
"493105","Garnacho","MID","3","Man United","4.1","a","1.5","0","0","39","2.1","9.51","0","4","0.00","557","3","2","0","13","0","0","0","3","0","0","0","81","153.8","58.5","266","47.9"
"176413","Pulisic","MID","3","Chelsea","5.6","a","0.4","0","0.3","39","1.6","6.96","0","3","0.00","805","1","1","3","11","0","0","0","1","0","0","0","102","117.2","166.7","210","49.1"
"430871","Cunha","STR","4","Wolverhampton","5.3","a","0.1","0","0.1","39","2.3","7.36","0","4","0.00","961","2","0","5","12","0","0","0","1","0","0","6","122","143.0","95.1","217","45.1"
"230251","Dennis","STR","4","Nottingham Forest","5.6","a","0.1","0","0","39","2.1","6.96","0","1","0.00","709","2","2","1","17","0","0","0","3","0","0","3","113","166.4","96.8","286","54.6"
"154043","Maitland-Niles","MID","3","Southampton","4.8","a","0","0","0.1","38","1.7","7.92","0","4","0.00","1400","0","1","3","31","0","0","0","3","0","0","0","202","280.2","159.2","23","46.0"
"428580","Onyeka","MID","3","Brentford","4.8","a","0","1","0.1","38","1.8","7.92","0","6","0.00","837","0","3","3","11","0","0","0","0","0","0","0","111","125.8","89.9","106","32.3"
"444463","W.Fofana","DEF","2","Chelsea","4.3","a","1","4","1.5","37","2.2","8.60","0","5","0.00","1362","1","0","2","24","0","0","0","4","0","0","4","244","289.2","59.0","86","43.8"
"192895","Tierney","DEF","2","Arsenal","4.6","a","0.8","0","0","37","1.4","8.04","0","5","0.00","774","0","1","1","10","0","0","0","0","0","0","0","164","144.0","85.5","67","29.9"
"90585","Boly","DEF","2","Nottingham Forest","4.1","a","0.1","0","0.2","37","3.4","9.02","0","3","0.00","684","0","1","3","10","0","0","0","2","0","0","7","147","145.0","11.8","24","18.3"
"247632","Neto","MID","3","Wolverhampton","4.9","a","1.6","49","41","37","2.1","7.55","0","4","0.00","962","0","2","5","15","0","0","0","1","0","0","0","124","96.8","309.5","203","60.9"
"151589","Dendoncker","MID","3","Aston Villa","4.7","a","0.1","0","0.1","37","1.5","7.87","0","3","0.00","897","0","0","4","14","0","0","0","0","0","0","0","163","143.4","96.1","64","30.6"
"101982","Johnstone","GK","1","Crystal Palace","4.4","a","1.1","2","0.2","36","4","8.18","0","6","0.00","810","0","0","3","10","0","0","0","1","0","26","5","159","155.0","0.0","0","15.6"
"60914","Matip","DEF","2","Liverpool","5.9","a","0.9","0","0.5","36","2.6","6.10","0","2","0.00","1091","1","0","3","20","1","0","0","3","0","0","4","216","223.4","49.5","90","36.2"
"195851","McTominay","MID","3","Man United","4.9","a","0.2","0","0.4","36","1.5","7.35","0","3","0.00","1149","1","0","4","20","0","0","0","8","0","0","2","146","242.2","122.8","156","51.7"
"87835","Doherty","DEF","2","Tottenham","4.6","u","0.3","2","1","35","2.9","7.61","0","0","0.00","663","1","0","3","9","0","0","0","0","0","0","2","147","147.0","110.5","146","40.3"
"184349","R.Sessegnon","DEF","2","Tottenham","4.4","i","0.5","0","0.3","35","2.1","7.95","0","0","0.00","805","2","1","1","15","0","0","0","4","0","0","0","121","148.6","103.0","290","54.3"
"88900","Stephens","DEF","2","Bournemouth","4.3","a","0","0","0","35","2.1","8.14","0","0","0.00","1218","0","0","4","24","0","0","0","3","0","0","1","233","270.0","57.3","51","38.0"
"169359","Targett","DEF","2","Newcastle United","4.7","a","0.5","0","0","35","2.1","7.45","0","4","0.00","600","0","0","3","6","0","0","0","1","0","0","2","157","97.6","141.9","8","24.8"
"151086","Lemina","MID","3","Wolverhampton","4.5","a","0","0","0.1","35","1.8","7.78","0","6","0.00","1297","0","1","5","28","0","0","0","2","1","0","0","196","200.4","65.0","36","30.1"
"55037","Kouyaté","MID","3","Nottingham Forest","4.4","a","0.1","0","0","35","1.7","7.95","0","6","0.00","871","1","0","2","23","0","0","0","3","0","0","2","144","158.8","82.8","81","32.2"
