"Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"240299","Hodge","MID","3","Wolverhampton","4.3","a","0","0","0","5","0.8","1.16","0","1","0.00","172","0","0","0","5","0","0","0","1","0","0","0","17","14.4","16.2","26","5.7"
"461026","Campbell","MID","3","Wolverhampton","4.4","u","0.3","0","0.1","5","1","1.14","0","0","0.00","68","0","0","0","2","0","0","0","0","0","0","0","9","5.6","3.0","16","2.4"
"111317","Brooks","MID","3","Bournemouth","5.3","a","0","0","0","5","0.8","0.94","0","4","0.00","170","0","0","0","4","0","0","0","1","0","0","0","7","13.6","16.4","31","6.0"
"228044","Bech","DEF","2","Brentford","4.5","u","0","0","0","4","1","0.89","0","0","0.00","18","0","0","0","0","0","0","0","0","0","0","0","12","2.6","0.2","0","0.2"
"184386","Bree","DEF","2","Southampton","4.5","a","0","0","0","4","0.8","0.89","0","2","0.00","366","0","0","0","12","0","0","0","1","0","0","0","51","49.2","65.3","4","11.7"
"61933","Duffy","DEF","2","Fulham","4.2","a","0.1","0","0","4","0.8","0.95","0","1","0.00","17","0","0","0","4","0","0","0","0","0","0","0","12","0.2","0.2","7","0.2"
"515571","Larios","DEF","2","Southampton","4","i","0","0","0","4","0.8","1.00","0","0","0.00","150","0","0","0","2","0","0","0","0","0","0","0","28","27.6","7.8","4","3.9"
"232859","Spence","DEF","2","Tottenham","4.1","u","0.2","0","0.5","4","1","0.98","0","0","0.00","5","0","0","0","0","0","0","0","0","0","0","0","10","0.2","1.3","20","2.2"
"165659","Diego Carlos","DEF","2","Aston Villa","4.7","a","0.2","0","0","4","1.3","0.85","0","1","0.00","205","0","0","0","3","0","0","0","0","0","0","0","20","24.8","13.2","32","7.0"
"199584","Tanganga","DEF","2","Tottenham","3.8","a","2.5","2","3.4","4","1","1.05","0","1","0.00","145","0","0","0","5","0","0","0","0","0","0","0","32","27.6","6.2","0","3.3"
"109528","Manquillo","DEF","2","Newcastle United","4.2","i","0.1","0","0","4","1","0.95","0","1","0.00","34","0","0","0","1","0","0","0","0","0","0","0","19","12.0","5.5","2","2.0"
"488404","Pellistri","MID","3","Man United","4.3","a","0","0","0","4","1","0.93","0","1","0.00","60","0","0","0","1","0","0","0","0","0","0","0","14","3.2","1.7","2","0.6"
"56872","Stanislas","MID","3","Bournemouth","4.8","i","0","0","0","4","1","0.83","0","0","0.00","58","0","0","0","1","0","0","0","0","0","0","0","13","10.0","22.9","7","3.9"
"50471","McArthur","MID","3","Crystal Palace","4.8","a","0","0","0","4","1","0.83","0","2","0.00","50","0","0","0","0","0","0","0","0","0","0","0","13","6.8","1.7","0","0.9"
"434662","Dervişoğlu","STR","4","Brentford","4.5","u","0.5","0","1.3","4","4","0.89","0","0","0.00","6","0","1","0","0","0","0","0","0","0","0","0","11","0.0","0.0","10","1.0"
"487818","Whitworth","GK","1","Crystal Palace","4","a","0.1","0","0.6","3","1.5","0.75","0","0","0.00","180","0","0","0","5","0","0","0","0","0","5","0","28","41.8","0.0","0","4.2"
"197464","Phillips","DEF","2","Liverpool","3.8","a","0.6","1","0.4","3","1.5","0.79","0","0","0.00","65","0","0","0","1","0","0","0","0","0","0","0","17","15.4","1.4","18","3.4"
"101148","Lascelles","DEF","2","Newcastle United","4.3","i","0.1","0","0","3","0.7","0.70","0","0","0.00","214","0","0","0","5","0","0","0","4","0","0","0","22","42.6","0.9","13","5.4"
"450535","Ebiowei","MID","3","Crystal Palace","4.2","u","0.2","1","0.4","3","1","0.71","0","0","0.00","31","0","0","0","1","0","0","0","0","0","0","0","9","3.4","0.9","4","0.9"
"509416","Ayari","MID","3","B & H Albion","4.5","a","0","0","0","3","1","0.67","0","2","0.00","65","0","0","0","2","0","0","0","0","0","0","0","14","5.4","25.3","3","3.3"
"515024","Harris","MID","3","Fulham","4.3","a","0","0","0","3","1","0.70","0","0","0.00","10","0","0","0","1","0","0","0","0","0","0","0","7","0.6","1.6","0","0.2"
"565297","Mateo Joseph","STR","4","Leeds United","4.5","i","0","0","0","3","1","0.67","0","0","0.00","24","0","0","0","0","0","0","0","0","0","0","0","5","3.0","0.2","19","2.2"
"487837","Mubama","STR","4","West Ham","4.5","a","0.1","0","0","3","1","0.67","0","2","0.00","36","0","0","0","0","0","0","0","0","0","0","0","7","2.4","11.4","0","1.4"
"520295","D.D.Fofana","STR","4","Chelsea","5","a","0.1","0","0","3","1","0.60","0","1","0.00","68","0","0","0","1","0","0","0","0","0","0","0","8","15.2","34.6","30","8.0"
"200720","Kelleher","GK","1","Liverpool","3.9","a","0.2","0","0","2","2","0.51","0","1","0.00","90","0","0","0","4","0","0","0","0","0","6","0","20","0.0","0.0","0","0.0"
"216054","Vinagre","DEF","2","Everton","4.3","i","0","0","0","2","1","0.47","0","0","0.00","24","0","0","0","0","0","0","0","0","0","0","0","9","7.6","1.4","0","0.9"
"437753","Biancone","DEF","2","Nottingham Forest","4.2","i","0","0","0","2","1","0.48","0","0","0.00","15","0","0","0","1","0","0","0","0","0","0","0","9","6.8","0.0","0","0.7"
"155561","Augustinsson","DEF","2","Aston Villa","4.3","u","0","0","0","2","0.7","0.47","0","0","0.00","76","0","0","0","0","0","0","0","1","0","0","0","5","5.6","1.9","35","4.2"
"89068","Kurzawa","DEF","2","Fulham","4.3","a","0","0","0","2","0.7","0.47","0","0","0.00","136","0","0","0","4","0","0","0","1","0","0","0","13","20.2","4.5","0","2.5"
"194799","Lewis","DEF","2","Newcastle United","4.4","a","0.1","0","0.1","2","1","0.45","0","1","0.00","9","0","0","0","1","0","0","0","0","0","0","0","6","1.0","0.8","4","0.6"
"441191","Livramento","DEF","2","Southampton","4.4","a","0","0","0","2","1","0.45","0","2","0.00","26","0","0","0","0","0","0","0","0","0","0","0","13","5.8","0.0","0","0.6"
"78056","Romeu","MID","3","Southampton","4.8","u","0","0","0","2","2","0.42","0","0","0.00","74","0","0","0","4","0","0","0","0","0","0","0","9","6.2","3.8","2","1.2"
"168765","Onomah","MID","3","Fulham","4.3","u","0.1","0","0.3","2","1","0.47","0","0","0.00","14","0","0","0","2","0","0","0","0","0","0","0","4","2.0","0.6","0","0.3"
"122775","Sanson","MID","3","Aston Villa","4.3","u","0.2","0","0.3","2","1","0.47","0","0","0.00","10","0","0","0","1","0","0","0","0","0","0","0","6","4.2","0.5","0","0.4"
"108823","Dele","MID","3","Everton","5.3","u","0.1","0","0","2","1","0.38","0","0","0.00","38","0","0","0","1","0","0","0","0","0","0","0","5","0.6","2.2","6","0.9"
"496208","Doak","MID","3","Liverpool","4.5","a","0","0","0","2","1","0.44","0","0","0.00","23","0","0","0","1","0","0","0","0","0","0","0","4","5.6","1.4","4","1.2"
"128309","Lowe","MID","3","Bournemouth","5.2","u","0","0","0","2","1","0.38","0","0","0.00","11","0","0","0","0","0","0","0","0","0","0","0","6","0.2","0.3","0","0.1"
"461416","Cannon","STR","4","Everton","4.5","u","0","0","0.1","2","1","0.44","0","0","0.00","23","0","0","0","1","0","0","0","0","0","0","0","7","5.0","11.6","21","3.8"
"494543","Ballard","STR","4","Southampton","4.5","a","0","0","0","2","1","0.44","0","2","0.00","24","0","0","0","0","0","0","0","0","0","0","0","4","1.0","0.3","0","0.1"
"232620","Brunt","DEF","2","Leicester City","3.9","a","0.3","0","0","1","1","0.26","0","0","0.00","22","0","0","0","1","0","0","0","0","0","0","0","4","2.2","1.0","0","0.3"
"111773","Krafth","DEF","2","Newcastle United","4.3","i","0","0","0","1","1","0.23","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"518906","Bevan","DEF","2","Bournemouth","4","u","0","0","0","1","1","0.25","0","0","0.00","8","0","0","0","1","0","0","0","0","0","0","0","3","0.2","0.0","0","0.0"
"433590","Drameh","DEF","2","Leeds United","4","u","0.1","0","0","1","1","0.25","0","0","0.00","70","0","0","0","3","0","0","0","0","0","0","0","16","12.8","2.7","0","1.6"
"492776","Lembikisa","DEF","2","Wolverhampton","4","a","0","0","0","1","1","0.25","0","0","0.00","22","0","0","0","1","0","0","0","0","0","0","0","3","1.4","0.8","0","0.2"
"445548","Offiah","DEF","2","B & H Albion","4","a","0","0","0","1","0.5","0.25","0","2","0.00","23","0","0","0","3","0","0","0","0","0","0","0","10","6.2","1.5","0","0.8"
"166325","Cafú","MID","3","Nottingham Forest","4.2","a","0.3","0","0.1","1","1","0.24","0","0","0.00","6","0","0","0","0","0","0","0","0","0","0","0","3","2.4","0.1","0","0.3"
"448791","White","MID","3","Tottenham","4.4","u","0.3","0","0.6","1","1","0.23","0","0","0.00","4","0","0","0","0","0","0","0","0","0","0","0","4","2.0","7.3","0","0.9"
"83283","Redmond","MID","3","Southampton","5.3","u","0","0","0","1","1","0.19","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"470294","Gyabi","MID","3","Leeds United","4.2","i","0.1","0","0","1","1","0.24","0","0","0.00","7","0","0","0","0","0","0","0","0","0","0","0","7","4.4","0.5","20","2.5"
"244930","Mighten","MID","3","Nottingham Forest","4.9","u","0","0","0","1","1","0.20","0","0","0.00","7","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.3","0","0.0"
"89085","Chalobah","MID","3","Fulham","4.4","u","0.1","1","0.4","1","0.2","0.23","0","0","0.00","11","0","0","0","4","0","0","0","0","1","0","0","2","4.6","0.6","17","2.3"
"491970","Clark","MID","3","Liverpool","4.5","a","0","0","0","1","1","0.22","0","0","0.00","7","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.3","2","0.2"
"133845","Marcondes","MID","3","Bournemouth","4.7","u","0","0","0","1","1","0.21","0","0","0.00","8","0","0","0","1","0","0","0","0","0","0","0","3","1.2","0.0","0","0.1"
"432931","Francois","MID","3","Fulham","4.4","u","0","0","0.1","1","1","0.23","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","1.0","0.3","0","0.1"
"499175","Nwaneri","MID","3","Arsenal","4.5","i","0","0","0","1","1","0.22","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"482769","Perrone","MID","3","Man City","4.4","i","0","0","0","1","1","0.23","0","0","0.00","18","0","0","0","1","0","0","0","0","0","0","0","4","1.0","2.6","4","0.8"
"222017","Coventry","MID","3","West Ham","4.4","u","0.1","0","0","1","1","0.23","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"516895","Mainoo","MID","3","Man United","4.5","a","0","0","0","1","1","0.22","0","0","0.00","10","0","0","0","0","0","0","0","0","0","0","0","2","5.8","0.8","6","1.3"
"531989","Ozoh","MID","3","Crystal Palace","4.5","a","0","0","0","1","1","0.22","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.8","0","0.1"
"513834","Moran","MID","3","B & H Albion","4.5","a","0","0","0","1","1","0.22","0","0","0.00","11","0","0","0","1","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"503301","Hutchinson","MID","3","Chelsea","4.2","a","0","0","0","1","1","0.24","0","0","0.00","22","0","0","0","0","0","0","0","0","0","0","0","2","1.0","1.8","4","0.7"
"81205","Orsic","MID","3","Southampton","5.1","a","0","0","0","1","1","0.20","0","0","0.00","6","0","0","0","0","0","0","0","0","0","0","0","4","2.0","0.3","0","0.2"
"198842","Ronan","MID","3","Wolverhampton","4.4","u","0.1","0","0.2","1","1","0.23","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.6","0.4","0","0.1"
"479683","Marquinhos","MID","3","Arsenal","4.6","u","0.1","0","0.2","1","1","0.22","0","0","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.2","0","0.0"
"491598","Peupion","MID","3","B & H Albion","4.5","a","0","0","0","1","1","0.22","0","1","0.00","5","0","0","0","2","0","0","0","0","0","0","0","3","0.0","0.3","5","0.5"
"494541","Doyle","MID","3","Southampton","4.5","a","0","0","0","1","1","0.22","0","1","0.00","6","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.3","0","0.0"
"532529","Hinshelwood","MID","3","B & H Albion","4.5","a","0","0","0","1","1","0.22","0","1","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"463210","Charles","MID","3","Man City","4.5","a","0","0","0","1","1","0.22","0","1","0.00","27","0","0","0","1","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"547719","Miley","MID","3","Newcastle United","4.5","a","0","0","0","1","1","0.22","0","1","0.00","14","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0","0.0"
"499724","Amo-Ameyaw","MID","3","Southampton","4.5","a","0","0","0","1","1","0.22","0","1","0.00","3","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0","0.0"
"519327","Abbott","MID","3","Tottenham","4.5","a","0","0","0","1","1","0.22","0","1","0.00","1","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"461201","Craig","MID","3","Tottenham","4.5","a","0","0","0","1","1","0.22","0","1","0.00","13","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0","0.0"
"429414","Kalajdžić","STR","4","Wolverhampton","5.3","i","0","0","0.1","1","1","0.19","0","0","0.00","45","0","0","0","0","0","0","0","0","0","0","0","-1","0.0","0.0","9","0.7"
"105666","Butland","GK","1","Man United","4.4","a","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"17745","Schmeichel","GK","1","Leicester City","5","u","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"223081","Klaesson","GK","1","Leeds United","3.8","a","0.7","0","0.9","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"17601","Carson","GK","1","Man City","3.8","a","0.4","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"102884","Gazzaniga","GK","1","Fulham","4","u","1.2","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"200428","Lis","GK","1","Southampton","4","u","0.1","1","0.5","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"32259","Randolph","GK","1","Bournemouth","4","a","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"214572","Austin","GK","1","Tottenham","3.9","a","0.3","1","0.6","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"59735","Darlow","GK","1","Newcastle United","3.9","u","0.7","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"60706","Adrián","GK","1","Liverpool","3.8","a","0.6","0","0.9","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"444172","Dennis","GK","1","Bournemouth","3.9","u","0.4","0","0.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"235448","Balcombe","GK","1","Brentford","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"20310","Caballero","GK","1","Southampton","3.8","a","0.9","1","1.8","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"216208","Šarkić","GK","1","Wolverhampton","3.9","u","1.4","6","5.7","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"102836","Samba","GK","1","Nottingham Forest","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"140200","Strakosha","GK","1","Brentford","4.3","a","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"164484","Steffen","GK","1","Man City","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"169593","Matthews","GK","1","Crystal Palace","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"240514","Scherpen","GK","1","B & H Albion","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"246799","Smith","GK","1","Wolverhampton","3.9","u","0.7","2","0.9","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"45220","Smithies","GK","1","Leicester City","3.9","a","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"464353","H.Davies","GK","1","Liverpool","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"446189","Kovár","GK","1","Man United","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"235449","Wickens","GK","1","Fulham","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"104542","Karius","GK","1","Newcastle United","3.9","a","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"11974","Jakupović","GK","1","Everton","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"503300","Cox","GK","1","Brentford","3.9","i","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"122074","Bettinelli","GK","1","Chelsea","4","d","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"481283","Wright","GK","1","Aston Villa","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"224068","Turner","GK","1","Arsenal","3.8","a","1.4","0","0.5","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"515496","Goodman","GK","1","Crystal Palace","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"461012","Plain","GK","1","Bournemouth","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"463748","Hein","GK","1","Arsenal","3.9","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"250370","Bishop","GK","1","Man United","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"462381","Marschall","GK","1","Aston Villa","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"184193","Smith","GK","1","Nottingham Forest","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"248164","Sinisalo","GK","1","Aston Villa","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"447879","Anang","GK","1","West Ham","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"483364","Hegyi","GK","1","West Ham","3.9","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"516159","Zych","GK","1","Aston Villa","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"450197","G.Shelvey","GK","1","Nottingham Forest","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"21205","Heaton","GK","1","Man United","3.8","a","0.3","0","0.6","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"209288","McGill","GK","1","B & H Albion","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"11948","Lonergan","GK","1","Everton","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"447107","Wady","GK","1","Chelsea","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"81441","Gillespie","GK","1","Newcastle United","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"92371","Pablo Marí","DEF","2","Arsenal","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"123354","Hause","DEF","2","Aston Villa","4.4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"213687","Goode","DEF","2","Brentford","3.9","u","0.4","1","0.9","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"109434","Kongolo","DEF","2","Fulham","3.9","u","0.2","0","0.7","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"106618","Dummett","DEF","2","Newcastle United","3.9","a","0.3","1","0.5","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"58845","Clark","DEF","2","Newcastle United","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"447880","Wilson-Esbrand","DEF","2","Man City","3.8","u","0.6","0","0.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"242885","Mbe Soh","DEF","2","Nottingham Forest","4.2","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"87873","Dallas","DEF","2","Leeds United","4.9","i","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"537043","Kesler Hayden","DEF","2","Aston Villa","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"437626","Tavares","DEF","2","Arsenal","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"152590","Telles","DEF","2","Man United","5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"76359","Jones","DEF","2","Man United","3.8","a","0.6","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"232937","B.Williams","DEF","2","Man United","3.7","a","2.8","4","2.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"40146","Bertrand","DEF","2","Leicester City","3.9","d","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"219937","R.Williams","DEF","2","Liverpool","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"197365","Bailly","DEF","2","Man United","4","u","0.3","2","2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"199249","Reguilón","DEF","2","Tottenham","4.2","u","0.3","1","1.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"214225","Rodon","DEF","2","Tottenham","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"440123","Furlong","DEF","2","B & H Albion","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"105717","Masuaku","DEF","2","West Ham","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"479641","Revan","DEF","2","Aston Villa","4","a","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"209035","Panzo","DEF","2","Nottingham Forest","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"462491","Chambers","DEF","2","Liverpool","4","u","0.1","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"203368","Guilbert","DEF","2","Aston Villa","3.9","u","0.6","1","1.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"232423","Ferguson","DEF","2","Crystal Palace","3.9","i","0.2","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"433589","Roberts","DEF","2","B & H Albion","4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"199598","Ampadu","DEF","2","Chelsea","4.4","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"444765","Van den Berg","DEF","2","Liverpool","4","u","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"204727","Sarr","DEF","2","Chelsea","5","u","0","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"204822","Richards","DEF","2","Nottingham Forest","4.4","i","0","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"501837","Mosquera","DEF","2","Wolverhampton","3.9","u","0.8","0","1.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
"221403","Laryea","DEF","2","Nottingham Forest","4.5","u","0","0","0","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0"
