ID,Player Name,Position,HidPos,Team,Value,Status,Tot Pts,PPG,PPM,T6,G6,PPG6,Min,Goals,Assists,CS,GC,OG,PS,PM,Y,R,Saves,Bonus,BPS,Inf,Creat,Threat,ICT,Picked %,Picked Top 100 %,Picked Top 1000 %,Wk 47,Wk 46,Wk 45,Wk 44,Wk 43,Wk 42,Wk 41,Wk 40,Wk 39,Wk 29,Wk 28,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
242,Mata,MID,3,Man United,6.1,a,38,2.0,6.23,1,1,1.0,747,0,2,4,8,0,0,0,1,0,0,2,139,109.2,293.9,130,53.4,0.4,0,0.0,,,,,,1.0,,1.0,,,1.0,,,3.0,2.0,1.0,11.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,3.0,,1.0,3.0,2.0,1.0,1.0,1.0
243,James,MID,3,Man United,5.7,a,95,2.9,16.67,3,3,1.0,2281,3,6,7,29,0,0,0,4,0,0,2,308,415.2,428.1,622,146.0,4.9,0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,,1.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,8.0,6.0,1.0,6.0
244,Fred,MID,3,Man United,5.1,a,50,1.7,9.8,2,3,0.67,2157,0,0,6,26,0,0,0,8,0,0,0,358,430.6,542.7,260,123.5,0.3,0,0.0,,,,1.0,0.0,1.0,,,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,
245,Gomes,MID,3,Man United,4.7,u,2,1.0,0.43,0,0,0.0,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2,3.1,0.1,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
246,Pereira,MID,3,Man United,4.7,a,60,2.4,12.77,0,0,0.0,1478,1,3,6,16,0,0,0,3,0,0,1,198,245.6,432.1,343,102.3,0.4,0,0.0,,,,,,,1.0,1.0,,,,,1.0,3.0,1.0,2.0,3.0,1.0,6.0,4.0,,,0.0,1.0,2.0,2.0,8.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,6.0
248,McTominay,MID,3,Man United,4.8,a,74,2.7,15.42,6,4,1.5,1765,3,2,3,20,0,0,0,2,0,0,6,310,415.6,238.4,310,96.4,1.0,0,0.0,1.0,,3.0,1.0,1.0,,1.0,1.0,2.0,6.0,2.0,1.0,,,,,,,,0.0,2.0,2.0,2.0,2.0,,,5.0,2.0,8.0,2.0,1.0,9.0,2.0,3.0,8.0,2.0,2.0,3.0
249,Chong,MID,3,Man United,4.2,a,3,1.0,0.71,0,0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6,0.7,0.5,0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
250,Garner,MID,3,Man United,4.3,a,1,1.0,0.23,0,0,0.0,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0,0.5,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
481,Tuanzebe,DEF,2,Man United,4.4,i,7,1.4,1.59,0,0,0.0,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0,2.4,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,2.0,,1.0,,,,
549,Williams,DEF,2,Man United,3.8,a,51,3.0,13.42,11,4,2.75,1003,1,1,5,11,0,0,0,6,0,0,3,228,200.0,191.2,100,49.2,3.4,20,23.5,7.0,2.0,,1.0,1.0,,1.0,,,6.0,1.0,,5.0,,1.0,2.0,10.0,,5.0,,,,,,0.0,6.0,1.0,1.0,,1.0,,,,,,,,
624,Ighalo,STR,4,Man United,5.9,a,11,1.0,1.86,4,4,1.0,92,0,0,0,0,0,0,0,0,0,0,0,24,23.0,23.8,135,18.1,0.3,0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
251,Ritchie,DEF,2,Newcastle United,5.3,a,74,4.1,13.96,18,6,3.0,1312,2,1,8,19,0,0,1,4,0,0,7,293,285.4,482.7,218,98.6,0.9,3,2.6,1.0,5.0,9.0,2.0,0.0,1.0,,8.0,18.0,3.0,6.0,0.0,0.0,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0
254,Fernández,DEF,2,Newcastle United,4.6,a,102,3.2,22.17,8,6,1.33,2617,2,3,8,42,1,0,0,8,0,0,13,507,741.0,74.5,223,103.7,2.9,3,2.8,0.0,6.0,0.0,3.0,-2.0,1.0,2.0,1.0,6.0,7.0,8.0,2.0,1.0,9.0,1.0,9.0,2.0,0.0,1.0,0.0,6.0,2.0,9.0,6.0,1.0,0.0,4.0,6.0,8.0,,,,,1.0,1.0,1.0,,
255,Dummett,DEF,2,Newcastle United,4.3,n,44,2.8,10.23,0,0,0.0,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50,37.7,0.2,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,8.0,2.0,2.0,6.0,1.0,1.0,6.0,1.0,,,,-2.0,7.0,1.0,1.0,7.0,0.0,2.0
256,Manquillo,DEF,2,Newcastle United,4.3,a,65,3.1,15.12,9,5,1.8,1597,0,1,8,21,0,0,0,5,0,0,4,288,232.0,100.8,40,37.3,0.2,0,0.2,1.0,6.0,,0.0,1.0,1.0,6.0,2.0,6.0,5.0,5.0,,,,,,,0.0,,0.0,6.0,2.0,2.0,12.0,0.0,,,,,,,,6.0,1.0,1.0,,,2.0
258,Lascelles,DEF,2,Newcastle United,4.2,i,73,3.0,17.38,1,2,0.5,2076,1,0,8,31,0,0,0,5,0,0,3,358,403.0,28.1,125,55.7,3.8,13,13.3,,,,0.0,,1.0,2.0,1.0,5.0,6.0,6.0,1.0,0.0,6.0,1.0,6.0,,,,,,,,,,,1.0,1.0,10.0,2.0,6.0,0.0,6.0,1.0,2.0,6.0,1.0,2.0
259,Clark,DEF,2,Newcastle United,4.3,i,49,3.5,11.4,0,0,0.0,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128,47.6,0.2,0,0.0,,,,,,,,,,,,,1.0,6.0,0.0,6.0,2.0,,,,,,1.0,6.0,1.0,1.0,10.0,7.0,1.0,1.0,6.0,,,,,,,
260,Muto,STR,4,Newcastle United,5.1,a,9,1.1,1.76,1,1,1.0,207,0,0,0,7,0,0,0,0,0,0,0,25,12.6,15.4,12,3.7,0.1,0,0.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,
261,Joselu,STR,4,Newcastle United,5.0,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Dubravka,GK,1,Newcastle United,5.1,a,143,3.8,28.04,15,6,2.5,3420,0,0,11,58,0,0,0,0,0,139,7,719,1019.0,0.0,0,102.0,2.0,0,0.3,2.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,8.0,6.0,4.0,1.0,7.0,3.0,8.0,2.0,3.0,3.0,2.0,8.0,3.0,3.0,10.0,4.0,3.0,2.0,2.0,3.0,4.0,8.0,0.0,6.0,2.0,3.0,6.0,2.0,2.0
263,Darlow,GK,1,Newcastle United,4.3,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Woodman,GK,1,Newcastle United,3.9,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.8,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Almirón,MID,3,Newcastle United,5.8,a,109,3.0,18.79,16,5,3.2,3020,4,2,12,48,0,0,0,5,0,0,5,356,481.6,450.2,750,168.0,0.8,0,0.1,2.0,3.0,2.0,2.0,,7.0,6.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,8.0,2.0,2.0,2.0,10.0,,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
267,Atsu,MID,3,Newcastle United,5.3,a,37,1.9,6.98,1,1,1.0,738,0,3,3,15,0,0,0,2,0,0,0,104,121.4,186.7,55,36.3,0.1,0,0.0,,,,,1.0,,,,,,,,,,2.0,,2.0,,1.0,1.0,,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,6.0,,
268,Ki Sung-yueng,MID,3,Newcastle United,4.7,u,4,1.3,0.85,0,0,0.0,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0,5.8,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,
270,Longstaff,MID,3,Newcastle United,5.0,a,44,1.9,8.8,1,1,1.0,1370,1,2,2,26,0,0,0,2,1,0,0,181,235.8,217.1,155,60.8,0.2,0,0.0,1.0,,,,,,6.0,,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,-1.0,2.0,3.0,2.0,,,2.0,3.0,3.0,2.0
271,Hayden,MID,3,Newcastle United,4.4,a,73,2.5,16.59,2,2,1.0,2220,1,4,8,36,0,0,0,4,1,0,3,309,368.6,227.6,189,78.5,3.1,1,0.7,1.0,,,,,1.0,1.0,2.0,7.0,3.0,3.0,,1.0,1.0,5.0,7.0,2.0,2.0,1.0,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,,,,-2.0,3.0,2.0,6.0,3.0,2.0,2.0
332,Rose,DEF,2,Newcastle United,5.3,a,47,2.0,8.87,8,4,2.0,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44,56.5,1.3,0,0.0,1.0,5.0,,2.0,0.0,,,2.0,6.0,6.0,5.0,2.0,0.0,1.0,,,2.0,,,,1.0,,,,,1.0,,,0.0,1.0,,2.0,1.0,5.0,0.0,1.0,1.0,2.0
466,Joelinton,STR,4,Newcastle United,5.5,a,78,2.1,14.18,8,6,1.33,2678,2,2,9,46,0,0,0,7,0,0,3,236,330.8,433.4,641,140.5,0.9,0,0.2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0
482,Colback,MID,3,Newcastle United,4.3,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Murphy,MID,3,Newcastle United,4.7,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Willems,DEF,2,Newcastle United,4.3,u,64,3.4,14.88,0,0,0.0,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198,74.1,0.6,0,0.0,,,,,,,,,,,,,,,,1.0,2.0,0.0,1.0,0.0,,2.0,2.0,6.0,7.0,1.0,2.0,8.0,2.0,2.0,12.0,,6.0,7.0,2.0,,,1.0
499,Aarons,MID,3,Newcastle United,4.8,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Saint-Maximin,MID,3,Newcastle United,5.2,a,92,3.5,17.69,10,5,2.0,1860,3,5,8,22,0,0,0,0,0,0,7,321,434.0,423.4,542,139.8,1.8,2,1.4,1.0,3.0,2.0,2.0,,2.0,15.0,2.0,10.0,10.0,1.0,2.0,2.0,3.0,,6.0,,,,,,,2.0,8.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,,1.0,,,1.0,,1.0
414,Neves,MID,3,Wolverhampton,5.2,a,97,2.6,18.65,19,6,3.17,3053,2,2,13,35,0,0,0,9,0,0,7,498,538.6,445.4,307,129.1,4.4,0,0.2,1.0,3.0,2.0,9.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,2.0
519,Krafth,DEF,2,Newcastle United,4.3,d,37,2.2,8.6,14,5,2.8,1015,0,1,3,23,0,0,0,0,0,0,2,187,184.4,28.8,39,25.2,0.1,0,0.0,,6.0,1.0,1.0,0.0,6.0,2.0,,,,,,,,1.0,6.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,0.0,,1.0,2.0,6.0,1.0,
520,Carroll,STR,4,Newcastle United,5.4,a,34,1.8,6.3,3,3,1.0,617,0,4,2,10,0,0,0,1,0,0,0,87,136.6,162.0,211,51.1,0.1,0,0.0,1.0,1.0,,,,1.0,1.0,4.0,1.0,,,,,,,,1.0,,5.0,,2.0,1.0,4.0,5.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,
540,Matthew Longstaff,MID,3,Newcastle United,4.5,a,27,3.0,6.0,2,2,1.0,572,2,0,1,11,0,0,0,1,0,0,2,104,102.8,51.6,49,20.4,0.1,0,0.0,,,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,7.0,,,,,,,,,2.0,2.0,10.0,,,,,,,
554,Gayle,STR,4,Newcastle United,5.0,a,58,2.9,11.6,26,6,4.33,842,4,2,4,15,0,0,0,2,0,0,10,190,217.0,86.2,348,64.7,0.5,0,0.4,9.0,2.0,2.0,8.0,1.0,4.0,8.0,8.0,,2.0,1.0,1.0,,,,,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,
598,Allan,MID,3,Newcastle United,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Watts,DEF,2,Newcastle United,3.9,a,1,1.0,0.26,1,1,1.0,16,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.0,0,0.2,0.2,0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Gibson,DEF,2,Newcastle United,4.0,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Lazaro,MID,3,Newcastle United,5.3,a,19,1.5,3.58,8,6,1.33,472,1,0,0,13,0,0,0,0,1,0,0,81,84.2,88.1,38,21.0,0.0,0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,,-1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
656,Young,MID,3,Newcastle United,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Klose,DEF,2,Norwich,4.3,i,9,1.3,2.09,6,5,1.2,585,0,0,0,13,0,0,0,0,0,0,0,77,121.2,2.6,42,16.6,0.0,0,0.0,,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Godfrey,DEF,2,Norwich,4.4,a,38,1.3,8.64,3,6,0.5,2644,0,0,3,62,1,0,0,3,1,0,0,447,602.8,57.0,119,78.3,0.2,0,0.0,0.0,-1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,,,,3.0,,,,,,2.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
274,Aarons,DEF,2,Norwich,4.2,a,66,1.8,15.71,6,6,1.0,3240,0,2,5,71,0,0,0,7,0,0,3,489,566.6,385.2,237,119.0,1.3,1,0.6,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,2.0,6.0,4.0,6.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,6.0,0.0,1.0,,,0.0,1.0,1.0,0.0
276,Lewis,DEF,2,Norwich,4.4,a,48,1.7,10.91,4,6,0.67,2301,1,0,3,56,0,0,0,4,0,0,3,384,439.0,262.2,130,83.3,0.3,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,15.0,1.0,2.0,,,,1.0,,0.0,,,,1.0,,,,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0
277,Hanley,DEF,2,Norwich,4.0,i,23,1.5,5.75,0,0,0.0,1261,0,0,2,25,1,0,0,4,0,0,1,214,318.8,3.6,76,40.0,1.7,0,0.2,,,,,,,,,,2.0,5.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,1.0,2.0,-2.0
279,Srbeny,STR,4,Norwich,5.2,u,13,1.6,2.5,0,0,0.0,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25,7.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,6.0,,1.0,,1.0,1.0,,,1.0,,1.0,,
280,Krul,GK,1,Norwich,4.6,a,109,3.0,23.7,11,6,1.83,3240,0,0,5,68,1,2,0,4,0,131,10,668,1063.0,0.0,0,106.3,2.2,1,0.6,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,8.0,2.0,3.0,10.0,1.0,7.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,16.0,6.0,,,2.0,3.0,2.0,2.0,2.0,1.0
281,McGovern,GK,1,Norwich,4.1,a,11,5.5,2.68,0,0,0.0,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0,6.5,4.9,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,,,,,,
282,Vrancic,MID,3,Norwich,6.2,a,29,1.4,4.68,7,5,1.4,624,1,0,0,19,0,0,0,3,0,0,1,116,123.0,107.9,123,35.4,0.1,0,0.0,1.0,1.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,,2.0,2.0,7.0,1.0,1.0,1.0,2.0,,,,0.0,,,,,,,,,1.0,1.0,
283,Buendía,MID,3,Norwich,6.0,s,94,2.6,15.67,10,5,2.0,2458,1,7,3,54,0,0,0,6,1,0,12,464,711.6,1196.7,401,231.1,0.7,0,0.0,,-2.0,0.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,,2.0,2.0,8.0,6.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,11.0,2.0,5.0,2.0,4.0
284,Hernández,MID,3,Norwich,5.3,a,52,2.0,9.81,15,6,2.5,1374,1,2,1,32,0,0,0,0,0,0,0,173,227.2,235.5,445,90.5,0.1,0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,6.0,1.0,,,,,,,,1.0
285,Stiepermann,MID,3,Norwich,5.0,a,32,1.3,6.4,6,4,1.5,1173,0,0,1,32,0,0,0,6,0,0,0,96,120.2,188.1,277,58.5,0.1,0,0.0,2.0,,1.0,1.0,2.0,,0.0,,,,1.0,1.0,,,1.0,,,0.0,2.0,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0
286,McLean,MID,3,Norwich,4.8,a,77,2.1,16.04,10,6,1.67,2965,1,1,5,63,0,0,0,5,0,0,0,424,505.8,423.9,274,120.4,0.1,0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,,2.0
287,Cantwell,MID,3,Norwich,4.5,a,111,3.0,24.67,6,5,1.2,2484,6,2,6,54,0,0,0,6,0,0,10,410,516.4,493.1,656,165.9,13.0,2,1.6,2.0,2.0,1.0,1.0,,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,10.0,1.0,2.0,10.0,1.0,1.0,2.0,8.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,6.0,2.0,7.0,10.0,2.0
288,Leitner,MID,3,Norwich,4.3,i,16,1.8,3.72,0,0,0.0,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53,28.8,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,0.0
289,Tettey,MID,3,Norwich,4.4,i,67,2.2,15.23,8,5,1.6,2339,1,1,5,44,0,0,0,5,0,0,3,404,358.0,116.5,173,64.9,0.3,0,0.0,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,5.0,,2.0,2.0,2.0,2.0,3.0,,,1.0,2.0,,,1.0,
290,Trybull,MID,3,Norwich,4.3,a,28,1.8,6.51,0,0,0.0,1128,0,0,2,25,0,0,0,2,0,0,0,172,198.2,55.4,92,34.7,0.6,0,0.0,,,,,,,1.0,,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,2.0,3.0,2.0,2.0,,1.0,,,,,2.0,2.0,3.0,2.0
434,Drmic,STR,4,Norwich,5.3,s,26,1.2,4.91,3,4,0.75,636,1,0,0,13,0,0,0,0,1,0,0,67,59.6,67.3,231,35.3,0.1,0,0.0,,-2.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,5.0,1.0,1.0,1.0,1.0,,,1.0
435,Roberts,MID,3,Norwich,5.0,n,3,1.0,0.6,0,0,0.0,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0,0.5,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
449,Fahrmann,GK,1,Norwich,4.4,u,1,1.0,0.23,0,0,0.0,21,0,0,0,1,0,0,0,0,0,1,0,6,4.0,0.0,0,0.4,0.3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
454,Byram,DEF,2,Norwich,4.3,i,32,1.9,7.44,0,0,0.0,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218,60.2,0.1,0,0.0,,,,,,,,,,,,,1.0,6.0,1.0,8.0,0.0,2.0,,2.0,0.0,2.0,1.0,0.0,1.0,5.0,,,1.0,,,,1.0,0.0,,,1.0,
484,Heise,DEF,2,Norwich,3.9,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Amadou,MID,3,Norwich,4.5,u,18,1.6,4.0,0,0,0.0,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31,22.7,0.1,0,0.1,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,1.0,,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,,,
538,Idah,STR,4,Norwich,4.4,a,13,1.1,2.95,6,6,1.0,219,0,0,0,9,0,0,0,0,0,0,0,25,13.8,18.2,47,7.1,0.1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
602,Rupp,MID,3,Norwich,4.4,a,19,1.6,4.32,6,4,1.5,692,0,0,1,18,0,0,0,1,0,0,0,79,70.2,109.1,88,26.4,0.0,0,0.0,2.0,1.0,2.0,1.0,,,1.0,2.0,,,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
632,Martin,MID,3,Norwich,4.5,a,5,1.0,1.11,4,4,1.0,32,0,0,0,2,0,0,0,0,0,0,0,14,6.6,0.8,17,2.5,0.0,0,0.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Thomas,DEF,2,Norwich,4.0,a,1,1.0,0.25,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Mousset,STR,4,Sheffield Utd,4.3,a,84,2.8,19.53,4,4,1.0,1223,6,4,3,15,0,0,0,1,0,0,11,248,303.0,163.1,530,98.1,2.7,0,0.4,,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,7.0,2.0,13.0,7.0,6.0,1.0,1.0,5.0,1.0,1.0,,,
291,Stevens,DEF,2,Sheffield Utd,5.2,a,142,3.7,27.31,19,6,3.17,3345,2,4,13,39,0,0,0,7,0,0,8,639,641.0,554.5,338,153.5,4.6,0,1.7,0.0,2.0,1.0,9.0,5.0,2.0,5.0,1.0,7.0,6.0,,7.0,1.0,6.0,2.0,3.0,8.0,1.0,0.0,2.0,5.0,6.0,9.0,1.0,1.0,1.0,2.0,6.0,4.0,6.0,6.0,2.0,8.0,2.0,5.0,1.0,7.0,2.0
292,Freeman,DEF,2,Sheffield Utd,4.2,a,2,1.0,0.48,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.3,0,0.0,0.1,0,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,O'Connell,DEF,2,Sheffield Utd,4.5,a,111,3.4,24.67,15,5,3.0,2915,0,1,12,28,0,0,0,4,0,0,6,552,576.6,262.3,246,108.6,2.3,0,0.5,,2.0,1.0,6.0,5.0,1.0,,,,6.0,,2.0,2.0,7.0,2.0,2.0,6.0,1.0,1.0,2.0,7.0,6.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,11.0,7.0,1.0,6.0,2.0,1.0,1.0,6.0,2.0
