ID,Player Name,Position,HidPos,Team,Value,Status,Tot Pts,PPG,PPM,T6,G6,PPG6,Min,Goals,Assists,CS,GC,OG,PS,PM,Y,R,Saves,Bonus,BPS,Inf,Creat,Threat,ICT,Picked %,Picked Top 100 %,Picked Top 1000 %,Wk 47,Wk 46,Wk 45,Wk 44,Wk 43,Wk 42,Wk 41,Wk 40,Wk 39,Wk 29,Wk 28,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
477,Gibson,DEF,2,Everton,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Lössl,GK,1,Everton,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Kean,STR,4,Everton,6.3,a,53,1.8,8.41,12,5,2.4,830,2,2,1,15,0,0,0,1,0,0,5,138,153.6,136.5,429,71.1,1.4,0,0.0,8.0,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,4.0,9.0,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0
497,Gbamin,MID,3,Everton,4.8,i,4,2.0,0.83,0,0,0.0,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0,2.6,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
557,Baningime,MID,3,Everton,4.4,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Niasse,STR,4,Everton,4.5,u,3,1.0,0.67,0,0,0.0,19,0,0,0,2,0,0,0,0,0,0,0,1,7.0,1.8,0,0.9,0.0,0,0.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
577,Cuco Martina,DEF,2,Everton,4.0,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Virgínia,GK,1,Everton,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Pereira,DEF,2,Leicester City,6.2,i,123,4.4,19.84,0,0,0.0,2520,3,2,10,27,0,0,0,1,0,0,11,568,738.0,446.5,235,141.9,7.7,0,0.0,,,,,,,,,,6.0,2.0,2.0,6.0,1.0,12.0,1.0,1.0,6.0,,0.0,1.0,2.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,1.0,13.0,9.0,2.0,2.0,2.0,2.0,9.0
161,Chilwell,DEF,2,Leicester City,5.4,i,114,4.2,21.11,0,1,0.0,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208,130.0,6.3,0,0.1,,,,,,0.0,1.0,8.0,11.0,,2.0,2.0,5.0,7.0,2.0,,1.0,6.0,,0.0,1.0,2.0,2.0,,2.0,8.0,6.0,6.0,19.0,2.0,1.0,6.0,2.0,1.0,5.0,,,6.0
164,Söyüncü,DEF,2,Leicester City,4.9,a,120,3.5,24.49,6,3,2.0,3036,1,1,12,35,0,0,0,4,1,0,12,681,755.6,79.0,238,107.5,9.3,1,0.9,,,,-3.0,2.0,7.0,1.0,8.0,2.0,6.0,2.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,,0.0,0.0,3.0,2.0,5.0,2.0,6.0,8.0,14.0,6.0,2.0,0.0,6.0,2.0,2.0,2.0,5.0,2.0,6.0
169,Jakupovic,GK,1,Leicester City,4.2,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Ward,GK,1,Leicester City,4.2,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Maddison,MID,3,Leicester City,7.3,i,125,4.0,17.12,0,0,0.0,2624,6,5,10,26,0,0,0,4,0,0,14,548,642.4,1246.4,702,259.2,12.1,0,0.0,,,,,,,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,11.0,1.0,1.0,2.0,2.0,9.0,10.0,2.0,3.0,9.0,9.0,8.0,2.0,7.0,,10.0,1.0,2.0,6.0,5.0,3.0
173,Ghezzal,MID,3,Leicester City,5.1,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Albrighton,MID,3,Leicester City,5.1,a,38,1.9,7.45,6,4,1.5,857,0,3,3,11,0,0,0,2,0,0,1,185,190.6,287.9,102,58.1,0.2,0,0.0,2.0,,,1.0,1.0,2.0,2.0,,3.0,10.0,1.0,,1.0,,,,,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,4.0,,,1.0,,1.0,1.0
177,James,MID,3,Leicester City,4.3,a,1,1.0,0.23,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0,0.1,0.2,0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Amartey,MID,3,Leicester City,4.2,i,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.3,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Mendy,MID,3,Leicester City,4.3,a,11,1.6,2.56,1,1,1.0,288,0,0,1,3,0,0,0,0,0,0,0,71,57.4,51.8,9,11.8,0.8,0,0.0,,1.0,,,,,,3.0,,1.0,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,
180,Choudhury,MID,3,Leicester City,4.2,a,35,1.8,8.33,4,3,1.33,883,1,1,3,12,0,0,0,2,1,0,0,153,177.6,70.0,83,33.1,0.7,0,0.1,2.0,,1.0,,,1.0,,,1.0,,3.0,,0.0,2.0,,,2.0,6.0,1.0,1.0,,,,1.0,,,,,,,0.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0
265,Pérez,MID,3,Leicester City,6.0,a,129,3.9,21.5,17,6,2.83,1998,8,5,9,25,0,0,0,0,0,0,9,402,547.4,443.9,779,177.3,5.0,0,0.0,1.0,1.0,8.0,2.0,2.0,3.0,1.0,1.0,,,2.0,1.0,3.0,2.0,15.0,2.0,2.0,13.0,10.0,1.0,2.0,,,1.0,2.0,8.0,1.0,3.0,20.0,2.0,4.0,6.0,2.0,1.0,,2.0,2.0,3.0
404,Bennett,DEF,2,Leicester City,4.8,a,32,2.0,6.67,11,5,2.2,932,0,0,3,17,0,0,0,2,0,0,2,176,161.4,41.0,16,21.8,0.3,0,0.0,,0.0,8.0,0.0,2.0,1.0,,,,,,,,,,,,0.0,2.0,1.0,,,,1.0,,,1.0,,,1.0,6.0,,,,0.0,2.0,1.0,6.0
433,Justin,DEF,2,Leicester City,4.7,a,35,2.7,7.45,14,6,2.33,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195.0,61,49.6,0.6,2,1.7,1.0,-1.0,6.0,0.0,2.0,6.0,1.0,5.0,2.0,6.0,,,,,,,,,2.0,,,,1.0,4.0,,,,,,,,,,,,,,
448,Tielemans,MID,3,Leicester City,6.1,a,117,3.2,19.18,17,6,2.83,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502,187.6,3.7,0,0.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,9.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,3.0,11.0,9.0,2.0,3.0,2.0,2.0,12.0,2.0,2.0,3.0
480,King,MID,3,Leicester City,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Praet,MID,3,Leicester City,5.2,a,54,2.0,10.38,5,5,1.0,1122,1,3,2,17,0,0,0,2,0,0,3,203,196.2,161.6,210,56.5,0.1,0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,,5.0,10.0,,,2.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,,1.0,2.0,6.0,1.0,,,2.0,1.0,
597,Benkovic,DEF,2,Leicester City,3.9,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Alexander-Arnold,DEF,2,Liverpool,7.7,a,210,5.5,27.27,23,6,3.83,3173,4,15,14,32,0,0,0,5,0,0,24,904,1026.8,1380.3,420,282.8,39.1,43,45.3,1.0,13.0,0.0,1.0,2.0,6.0,0.0,14.0,7.0,2.0,1.0,10.0,7.0,6.0,12.0,10.0,6.0,6.0,8.0,24.0,,6.0,1.0,3.0,10.0,2.0,2.0,7.0,1.0,2.0,3.0,6.0,7.0,2.0,11.0,5.0,1.0,5.0
184,Gomez,DEF,2,Liverpool,5.3,a,93,3.3,17.55,11,6,1.83,1999,0,0,12,16,0,0,0,7,0,0,7,461,390.6,105.7,12,50.9,3.9,5,3.7,2.0,0.0,1.0,1.0,1.0,6.0,-1.0,6.0,1.0,2.0,,1.0,8.0,6.0,8.0,6.0,6.0,6.0,8.0,5.0,,8.0,5.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,2.0
185,Matip,DEF,2,Liverpool,5.2,i,39,4.3,7.5,0,0,0.0,703,1,0,3,5,0,0,0,0,0,0,4,167,198.2,23.0,39,26.2,1.1,0,0.0,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,,9.0,2.0,2.0,6.0,9.0,2.0,
186,Lovren,DEF,2,Liverpool,5.3,a,18,1.8,3.4,0,0,0.0,776,0,1,0,11,0,0,0,1,0,0,0,147,196.6,28.1,72,29.8,0.2,0,0.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,4.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,
189,Alisson,GK,1,Liverpool,6.2,a,122,4.2,19.68,17,6,2.83,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0,51.5,9.2,1,0.7,2.0,1.0,1.0,2.0,2.0,9.0,0.0,6.0,10.0,,1.0,1.0,6.0,8.0,9.0,13.0,9.0,6.0,6.0,6.0,,6.0,6.0,,-1.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,1.0
190,Mignolet,GK,1,Liverpool,4.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Lallana,MID,3,Liverpool,5.7,a,27,1.8,4.74,0,0,0.0,371,1,1,1,5,0,0,0,1,0,0,1,97,107.2,68.8,74,25.1,0.1,0,0.0,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,5.0,1.0,,,,2.0,1.0,,,2.0,,7.0,1.0,,1.0,,,1.0,,
198,Henderson,MID,3,Liverpool,5.2,i,116,3.9,22.31,10,2,5.0,2234,4,5,16,14,0,0,0,2,0,0,11,530,582.6,425.9,275,128.5,1.2,0,0.0,,,,,9.0,1.0,1.0,3.0,3.0,,,,7.0,13.0,16.0,3.0,3.0,3.0,3.0,3.0,,2.0,7.0,1.0,2.0,3.0,6.0,2.0,9.0,2.0,1.0,3.0,2.0,,3.0,2.0,1.0,2.0
200,Milner,MID,3,Liverpool,5.3,a,49,2.2,9.25,4,3,1.33,924,2,2,4,9,0,0,0,4,0,0,3,198,237.2,177.1,100,51.4,0.5,0,0.0,2.0,1.0,,,1.0,,,,0.0,2.0,,,1.0,,,,,3.0,1.0,6.0,,2.0,3.0,2.0,,1.0,1.0,,0.0,,13.0,1.0,0.0,1.0,,1.0,6.0,1.0
201,Camacho,MID,3,Liverpool,4.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Brewster,STR,4,Liverpool,4.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Adrián,GK,1,Liverpool,4.0,a,27,2.5,6.75,0,0,0.0,873,0,0,2,10,0,0,0,1,0,18,0,136,131.4,0.0,0,13.2,2.0,1,0.7,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,5.0,2.0,2.0,6.0,2.0,3.0,1.0
530,Lonergan,GK,1,Liverpool,4.2,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Kelleher,GK,1,Liverpool,4.4,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Elliott,MID,3,Liverpool,4.5,a,2,1.0,0.44,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,6,1.8,1.7,0,0.4,0.0,0,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
575,Williams,DEF,2,Liverpool,4.0,a,14,2.3,3.5,12,4,3.0,228,0,0,1,2,0,0,0,1,0,0,3,53,49.4,53.3,98,20.0,0.4,5,6.4,2.0,,,9.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Phillips,DEF,2,Liverpool,3.9,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Minamino,MID,3,Liverpool,5.8,a,11,1.1,1.9,5,4,1.25,241,0,0,0,2,0,0,0,0,0,0,0,20,17.4,29.9,85,12.7,0.1,0,0.4,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
628,Hoever,DEF,2,Liverpool,3.9,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Laporte,DEF,2,Man City,6.3,a,63,4.2,10.0,26,4,6.5,1096,1,0,8,5,0,0,0,1,0,0,0,298,246.8,62.2,79,38.7,4.1,3,4.9,6.0,12.0,,6.0,,2.0,6.0,2.0,7.0,,,1.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,6.0
206,Zinchenko,DEF,2,Man City,5.2,a,49,2.6,9.42,11,5,2.2,1271,0,0,6,15,0,0,0,0,1,0,1,295,232.0,375.8,102,71.2,2.4,0,0.0,,1.0,1.0,1.0,6.0,2.0,,1.0,8.0,2.0,,,,-3.0,6.0,,,,7.0,,,1.0,,,,,,,,,0.0,2.0,,1.0,6.0,2.0,1.0,6.0
208,Otamendi,DEF,2,Man City,4.8,a,82,3.4,17.08,8,2,4.0,1710,2,1,7,21,0,0,0,3,0,0,6,389,443.6,65.5,319,82.7,2.4,0,0.2,,,2.0,,6.0,,1.0,1.0,7.0,1.0,,1.0,7.0,1.0,9.0,,1.0,,,0.0,2.0,8.0,7.0,2.0,,,,1.0,,,1.0,1.0,15.0,1.0,6.0,1.0,1.0,
209,Danilo,DEF,2,Man City,5.0,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Agüero,STR,4,Man City,11.6,i,132,5.5,11.38,0,0,0.0,1449,16,6,5,18,0,0,1,1,0,0,14,509,641.2,256.4,1188,208.2,11.8,0,0.0,,,,,,,,,8.0,1.0,,0.0,2.0,2.0,4.0,13.0,20.0,,8.0,1.0,1.0,,,,,2.0,2.0,6.0,1.0,,2.0,4.0,9.0,6.0,16.0,13.0,6.0,5.0
212,Ederson,GK,1,Man City,6.1,a,133,3.8,21.8,30,6,5.0,3071,0,0,16,31,0,0,0,3,1,68,2,645,608.6,16.0,0,62.3,13.4,5,7.0,7.0,6.0,2.0,6.0,6.0,3.0,7.0,2.0,12.0,2.0,,7.0,6.0,1.0,6.0,1.0,2.0,,,-3.0,2.0,6.0,2.0,2.0,1.0,2.0,,1.0,9.0,6.0,0.0,4.0,7.0,1.0,6.0,3.0,1.0,7.0
214,Sterling,MID,3,Man City,12.0,a,204,6.2,17.0,58,6,9.67,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829,350.2,23.2,71,71.2,8.0,17.0,1.0,21.0,10.0,1.0,16.0,2.0,10.0,2.0,,,,1.0,3.0,2.0,,1.0,3.0,10.0,5.0,10.0,2.0,3.0,7.0,2.0,2.0,1.0,11.0,5.0,2.0,7.0,,2.0,3.0,8.0,6.0,20.0
215,De Bruyne,MID,3,Man City,10.6,a,251,7.2,23.68,36,5,7.2,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322.2,1990.8,1005,432.1,48.9,85,78.5,19.0,6.0,,3.0,7.0,1.0,14.0,8.0,15.0,,,3.0,14.0,2.0,7.0,2.0,9.0,2.0,14.0,5.0,4.0,19.0,1.0,3.0,10.0,7.0,2.0,2.0,6.0,3.0,,9.0,17.0,1.0,13.0,5.0,11.0,7.0
216,Sané,MID,3,Man City,9.1,u,1,1.0,0.11,0,0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,11,1.0,0.2,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Mahrez,MID,3,Man City,8.6,a,175,5.3,20.35,26,6,4.33,1934,11,14,10,15,0,0,0,0,0,0,17,668,814.2,885.8,1094,279.5,10.1,25,23.8,9.0,1.0,1.0,6.0,8.0,1.0,1.0,6.0,21.0,1.0,,8.0,,2.0,3.0,1.0,17.0,5.0,6.0,1.0,8.0,1.0,4.0,6.0,2.0,10.0,,,,,1.0,10.0,15.0,1.0,3.0,1.0,1.0,14.0
221,Fernandinho,MID,3,Man City,5.1,a,55,1.8,10.78,5,4,1.25,2394,0,1,10,27,1,0,0,7,2,0,1,401,557.6,146.2,175,87.9,0.6,0,0.0,1.0,,2.0,1.0,,1.0,,-1.0,7.0,1.0,,3.0,,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,,1.0,,,
440,Angeliño,DEF,2,Man City,4.6,n,11,1.8,2.39,0,0,0.0,422,0,1,0,7,0,0,0,1,0,0,1,94,92.6,164.0,58,31.6,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,6.0,1.0,,,,0.0,,,,,
443,Rodrigo,MID,3,Man City,5.3,a,92,2.6,17.36,12,5,2.4,2480,3,2,14,27,0,0,0,8,0,0,5,516,599.2,532.6,193,132.3,1.2,0,0.0,1.0,3.0,1.0,6.0,1.0,,3.0,1.0,3.0,1.0,,3.0,10.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,9.0,1.0,4.0,1.0,,,3.0,1.0,1.0,3.0,8.0,3.0,1.0,2.0,3.0
518,Cancelo,DEF,2,Man City,5.1,a,45,2.6,8.82,14,4,3.5,1205,0,0,5,11,0,0,0,4,0,0,3,299,265.0,287.6,141,69.3,0.8,0,0.1,5.0,6.0,,,1.0,2.0,1.0,,5.0,0.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,2.0,,,6.0,9.0,0.0,,1.0,,,1.0,,
544,Garcia,DEF,2,Man City,4.5,a,38,2.9,8.44,15,5,3.0,790,0,0,5,7,0,0,0,1,0,0,0,189,153.0,42.2,26,22.2,1.0,2,1.5,1.0,6.0,0.0,6.0,,2.0,6.0,,6.0,,,,,,1.0,,,2.0,6.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,
252,Schär,DEF,2,Newcastle United,5.0,i,55,2.5,11.0,1,3,0.33,1669,2,1,4,38,0,0,0,5,0,0,2,297,440.6,58.3,179,67.8,1.1,0,0.0,,,1.0,0.0,0.0,,,,1.0,,,2.0,0.0,,4.0,,,1.0,7.0,-1.0,5.0,2.0,1.0,,,,,,,2.0,5.0,-1.0,6.0,1.0,8.0,8.0,1.0,2.0
562,Carson,GK,1,Man City,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Harwood-Bellis,DEF,2,Man City,4.0,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Palmer,MID,3,Man City,4.5,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Doyle,MID,3,Man City,4.5,a,1,1.0,0.22,1,1,1.0,15,0,0,0,0,0,0,0,0,0,0,0,3,3.8,2.0,7,1.3,0.0,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Maguire,DEF,2,Man United,5.3,a,123,3.2,23.21,20,6,3.33,3420,1,0,13,36,0,0,0,6,0,0,5,681,772.0,214.6,371,136.2,11.2,7,5.4,5.0,2.0,5.0,1.0,6.0,1.0,6.0,6.0,2.0,5.0,1.0,6.0,15.0,6.0,1.0,1.0,6.0,1.0,8.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,6.0
223,Smalling,DEF,2,Man United,5.2,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Young,DEF,2,Man United,5.4,u,24,2.0,4.44,0,0,0.0,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18,49.1,0.3,0,0.0,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,0.0,6.0,1.0,1.0,,
226,Shaw,DEF,2,Man United,5.4,d,67,2.8,12.41,9,3,3.0,1730,0,0,8,15,0,0,0,7,0,0,2,381,344.2,321.2,187,85.1,0.7,0,0.1,,,,2.0,6.0,1.0,5.0,5.0,2.0,6.0,1.0,7.0,7.0,5.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,,,,,,,,,,,1.0,2.0,6.0
227,Rojo,DEF,2,Man United,4.8,n,3,1.0,0.63,0,0,0.0,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6,2.8,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,0.0,,,,,,,
228,Bailly,DEF,2,Man United,4.7,a,9,2.2,1.91,1,1,1.0,148,0,0,1,1,0,0,0,0,0,0,0,40,32.0,1.0,0,3.3,0.1,0,0.0,,,,,,1.0,,,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,Dalot,DEF,2,Man United,4.9,a,4,1.0,0.82,0,0,0.0,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6,1.9,0.1,0,0.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
230,Darmian,DEF,2,Man United,4.9,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Jones,DEF,2,Man United,4.7,i,2,1.0,0.43,0,0,0.0,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3.0,23,4.7,0.1,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
232,Lukaku,STR,4,Man United,8.5,u,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Rashford,STR,4,Man United,8.9,a,177,5.7,19.89,30,6,5.0,2645,17,8,9,29,0,0,2,3,0,0,31,665,887.0,563.7,1265,271.7,18.1,17,14.4,2.0,1.0,12.0,7.0,2.0,6.0,2.0,9.0,2.0,,,,,,,,12.0,2.0,9.0,6.0,2.0,2.0,9.0,13.0,5.0,11.0,5.0,2.0,9.0,9.0,2.0,4.0,2.0,9.0,2.0,0.0,6.0,13.0
236,Romero,GK,1,Man United,4.6,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Grant,GK,1,Man United,4.7,a,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Martial,MID,3,Man United,8.5,a,200,6.2,23.53,52,6,8.67,2625,17,9,14,27,0,0,1,1,0,0,14,544,855.6,439.3,1297,259.4,22.5,68,62.4,6.0,5.0,8.0,13.0,6.0,14.0,3.0,21.0,2.0,8.0,2.0,8.0,8.0,3.0,2.0,2.0,8.0,2.0,8.0,15.0,2.0,2.0,10.0,,2.0,2.0,10.0,2.0,6.0,1.0,,,,,,5.0,7.0,7.0
240,Sánchez,MID,3,Man United,6.8,n,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
