"Id","Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT","Wk 38","Wk 37","Wk 36","Wk 35","Wk 34","Wk 33","Wk 32","Wk 31","Wk 30","Wk 29","Wk 28","Wk 27","Wk 26","Wk 25","Wk 24","Wk 23","Wk 22","Wk 21","Wk 20","Wk 19","Wk 18","Wk 17","Wk 16","Wk 15","Wk 14","Wk 13","Wk 12","Wk 11","Wk 10","Wk 9","Wk 8","Wk 7","Wk 6","Wk 5","Wk 4","Wk 3","Wk 2","Wk 1"
"245","219924","Diop","DEF","2","Fulham","4.3","a","0.2","0","0.4","31","1.5","7.21","0","0","0.00","1334","0","0","1","19","1","0","0","2","0","0","0","146","257.6","44.7","83","38.3","","","","","","","","","1","","1","2","1","","1","","1","","1","1","2","6","0","2","2","2","","","","2","-2","","1","1","","2","2","2"
"337","214285","Tsimikas","DEF","2","Liverpool","4.6","a","0.2","0","0.4","43","2.4","9.35","10","3","3.33","829","0","1","4","8","0","0","0","2","0","0","3","217","202.0","260.7","60","52.5","","1","","1","","8","1","","","","0","6","1","","1","","5","4","","1","1","","","","","","","","3","1","","6","","","1","1","","1"
"155","122074","Bettinelli","GK","1","Chelsea","3.9","a","0.4","1","0.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660","432987","Jaros","GK","1","Liverpool","4","a","0.1","1","0.4","1","1","0.25","0","0","0.00","11","0","0","0","0","0","0","0","0","0","1","0","6","8.8","0.0","0","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"595","513433","Gruda","MID","3","B & H Albion","5.4","a","0.1","0","0.4","45","2.1","8.33","22","5","4.40","676","1","4","1","15","0","0","0","0","0","0","1","176","196.6","311.6","187","69.1","2","6","6","1","7","","1","1","2","1","","","4","","","1","","","1","1","3","2","1","","1","","","1","1","1","","1","","","","","",""
"78","437730","Semenyo","MID","3","Bournemouth","5.7","a","8","0","0.4","165","4.5","28.95","36","6","6.00","3202","11","7","11","41","0","0","0","9","0","0","14","571","792.2","688.9","1204","267.8","16","2","2","4","9","3","10","6","2","1","1","1","2","4","2","9","5","12","3","5","3","8","3","2","3","","1","2","10","1","2","2","7","2","1","6","5","8"
"312","535928","Bajcetic","MID","3","Liverpool","4.5","u","0","0","0.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"494","172780","Maddison","MID","3","Tottenham","7.4","i","3.8","0","0.4","133","4.3","17.97","4","1","4.00","1799","9","8","6","32","0","0","0","6","0","0","15","592","683.4","702.3","495","187.8","","","","","4","","2","7","2","1","0","1","4","10","","","2","1","1","1","0","6","15","4","2","2","16","1","6","2","4","10","3","12","2","1","6","5"
"449","204968","Yates","MID","3","Nottingham Forest","4.8","a","0.1","1","0.4","67","1.9","13.96","5","6","0.83","1901","2","2","6","27","0","0","0","10","0","0","3","306","344.4","241.1","265","85.4","1","1","1","0","2","0","1","2","6","1","0","1","5","","","1","1","1","1","","2","1","2","2","1","3","1","1","3","8","3","2","1","1","2","1","1","7"
"277","106606","Luongo","MID","3","Ipswich Town","4.3","a","0.2","0","0.4","13","1.2","3.02","4","4","1.00","195","0","0","0","6","0","0","0","0","0","0","0","47","34.4","6.6","4","4.6","1","1","","","1","1","","","","","","","","1","","","1","","","","","","","","","","","1","","","","","1","","1","","2","2"
"138","574402","O’Mahony","STR","4","B & H Albion","4.5","u","0.2","0","0.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219","480455","Branthwaite","DEF","2","Everton","4.9","i","1.9","0","0.3","88","2.9","17.96","12","5","2.40","2509","0","1","9","28","0","0","0","4","0","0","3","420","624.6","57.7","130","81.3","","6","2","1","2","1","5","2","2","2","2","2","1","2","10","8","1","2","1","0","1","6","6","","7","0","6","6","1","1","","","2","","","","",""
"456","477386","Bella-Kotchap","DEF","2","Southampton","3.9","a","0.4","1","0.3","2","0.5","0.51","0","0","0.00","329","0","0","0","13","0","0","0","0","0","0","0","7","64.6","2.3","4","7.0","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"532","103192","Zouma","DEF","2","West Ham","4.4","u","0.1","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295","220627","Justin","DEF","2","Leicester City","4.1","a","1.2","0","0.3","70","1.9","17.07","21","6","3.50","2912","2","2","3","68","0","0","0","6","0","0","6","218","615.2","258.5","202","107.8","1","12","0","7","0","1","1","0","0","1","2","1","","1","1","1","1","1","1","2","1","0","0","1","2","-1","1","1","","1","1","10","12","2","1","1","1","2"
"189","444463","W.Fofana","DEF","2","Chelsea","4.3","i","0.2","0","0.3","26","1.9","6.05","0","0","0.00","1172","0","0","2","13","0","0","0","7","0","0","2","162","200.2","85.0","33","31.9","","","","","","","","","","1","6","","","","","","","","","","","","","","","1","2","2","2","1","","1","0","0","7","1","1","1"
"210","244723","Mitchell","DEF","2","Crystal Palace","4.8","a","2.1","0","0.3","123","3.3","25.63","23","5","4.60","3090","0","6","12","46","0","0","0","2","0","0","4","455","630.8","559.1","170","136.2","5","","6","5","","7","0","2","1","","6","5","7","1","6","1","6","6","2","2","7","3","11","1","6","1","0","1","1","6","2","1","1","6","4","2","1","1"
"533","448514","Aït-Nouri","DEF","2","Wolverhampton","5.1","a","15","0","0.3","125","3.4","24.51","21","6","3.50","3112","4","7","7","67","0","0","0","5","1","0","13","447","778.4","694.3","435","191.0","2","0","1","2","11","5","14","2","8","2","2","1","6","1","7","2","1","1","1","10","6","","-2","4","0","0","2","6","1","6","1","9","9","0","0","1","2","1"
"418","77794","Trippier","DEF","2","Newcastle United","5.6","a","4.4","1","0.3","72","2.9","12.86","18","4","4.50","1299","0","3","6","18","0","0","0","1","0","0","8","287","319.4","406.8","33","76.1","1","","","2","15","0","12","6","2","","8","1","","0","1","","0","1","","1","5","1","1","1","","","1","","","","","8","2","1","1","","1",""
"200","209036","Guéhi","DEF","2","Crystal Palace","4.7","i","5.7","1","0.3","116","3.4","24.68","16","4","4.00","3059","3","2","11","42","3","0","0","7","1","0","11","492","827.0","237.6","247","131.0","","","7","2","","7","-2","-1","2","","5","2","5","4","6","1","8","15","2","","7","-1","-1","1","6","3","1","1","7","6","2","2","9","6","1","2","1","0"
"437","215136","N.Williams","DEF","2","Nottingham Forest","4.5","a","4","0","0.3","109","3.1","24.22","14","6","2.33","2588","1","3","10","31","0","0","0","7","0","0","8","435","628.4","305.3","244","118.0","2","4","1","5","0","2","2","4","5","1","6","9","0","1","12","1","1","2","6","6","6","11","2","0","","6","1","","","1","1","0","1","0","1","2","6","1"
"479","214572","Austin","GK","1","Tottenham","4","a","0.4","0","0.3","1","1","0.25","0","0","0.00","90","0","0","0","2","0","0","0","0","0","2","0","7","20.0","0.0","0","2.0","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"414","19236","Ruddy","GK","1","Newcastle United","3.9","a","0.3","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"641","516159","Zych","GK","1","Aston Villa","4","a","0.5","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"752","100042830","Frank","MAN","5","Brentford","0.8","a","15.1","0","0.3","116","0","145.00","55","6","9.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","4","2","9","10","20","10","9","10","1","8","","4","12","9","","8","","","","","","","","","","","","","","","","","","","","","",""
"137","243505","Moder","MID","3","B & H Albion","4.4","u","0.4","0","0.3","4","1","0.91","0","0","0.00","9","0","0","0","0","0","0","0","0","0","0","0","17","15.8","36.0","2","5.4","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","","","","","",""
"551","240299","Hodge","MID","3","Wolverhampton","4.5","u","0.2","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","88894","Barkley","MID","3","Aston Villa","5.2","a","0.2","0","0.3","44","2.2","8.46","4","4","1.00","567","3","1","1","10","0","0","0","3","0","0","5","166","215.4","128.1","206","54.8","1","1","","1","","1","","","","","","","","","","","","","10","1","1","","1","1","1","1","9","","","5","1","2","1","0","4","1","1",""
"346","248875","Doku","MID","3","Man City","6.2","a","1.7","0","0.3","88","3","14.19","16","6","2.67","1506","3","6","8","14","0","0","0","1","0","0","3","425","453.8","515.9","528","150.0","3","1","1","6","","5","1","1","3","1","2","3","2","1","","","12","","","","5","1","3","1","13","1","","","1","","5","6","1","2","","2","2","3"
"188","503714","Ugochukwu","MID","3","Southampton","4.4","a","0.3","0","0.3","47","1.8","10.68","15","5","3.00","1652","1","1","1","39","0","0","0","7","0","0","3","209","265.0","211.9","84","55.9","2","","0","1","2","10","2","1","3","2","2","","1","1","2","2","3","2","2","1","2","0","","","","","1","0","1","","","","1","1","2","","",""
"527","224024","L.Paquetá","MID","3","West Ham","5.7","a","0.9","0","0.3","80","2.4","14.04","6","5","1.20","2374","4","1","4","50","0","0","0","10","0","0","5","375","433.2","627.7","267","132.6","1","0","","1","2","2","1","2","2","2","1","","","2","","2","1","7","2","2","","1","10","1","1","5","3","3","1","0","1","8","2","2","1","2","3","6"
"178","499309","Marc Guiu","STR","4","Chelsea","4.7","a","0.5","1","0.3","3","1","0.64","0","0","0.00","71","0","0","0","2","0","0","0","0","0","0","0","11","4.4","11.8","6","2.2","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","1"
"609","552427","Lankshear","STR","4","Tottenham","4.5","u","1","0","0.3","3","1","0.67","0","0","0.00","10","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","",""
"755","438234","Marmoush","STR","4","Man City","7.4","a","22.6","0","0.3","73","4.6","9.86","17","6","2.83","1174","7","1","8","12","0","0","0","0","0","0","12","326","318.0","246.7","410","97.3","2","8","1","2","","4","7","2","9","12","1","2","2","17","2","2","","","","","","","","","","","","","","","","","","","","","",""
"316","447203","Darwin","STR","4","Liverpool","7","a","1.9","0","0.3","66","2.2","9.43","5","5","1.00","1113","5","3","2","21","0","0","0","8","0","0","6","244","263.8","151.6","404","81.2","1","1","1","1","1","","","1","0","","10","1","","2","2","1","11","","0","","2","1","3","","1","1","2","7","2","4","1","","","6","1","1","1",""
"340","211975","Akanji","DEF","2","Man City","5.3","a","2.3","1","0.2","61","2.3","11.51","17","6","2.83","2012","0","0","6","28","0","0","0","3","0","0","1","307","339.8","249.8","100","68.9","6","2","6","1","","2","","","","","","","","","0","2","6","1","2","7","2","1","","","1","0","-1","","1","6","","2","2","1","2","1","2","6"
"45","441302","Maatsen","DEF","2","Aston Villa","4.5","a","1.6","0","0.2","57","2","12.67","22","5","4.40","1125","1","2","3","16","0","0","0","2","0","0","0","204","252.0","293.4","197","74.3","1","6","1","6","","8","6","5","","","","1","2","2","1","1","0","","4","1","","","1","1","1","","0","1","","1","","1","1","1","1","1","1","1"
"263","122411","Burgess","DEF","2","Ipswich Town","3.8","a","1.8","1","0.2","26","1.4","6.84","7","4","1.75","1540","0","2","0","37","0","0","0","0","0","0","0","122","422.0","87.2","103","61.4","","","2","4","1","0","1","1","2","1","","","","","","","-1","","","","","0","2","4","","2","2","2","2","0","1","","","","","","",""
"561","641221","Pedro Lima","DEF","2","Wolverhampton","3.9","a","1.2","0","0.2","2","0.7","0.51","0","0","0.00","69","0","0","0","2","0","0","0","0","0","0","0","9","23.4","34.8","11","6.9","","","","","","","","","","","","","1","1","","","","","0","","","","","","","","","","","","","","","","","","",""
"478","548308","A.Phillips","DEF","2","Tottenham","4","u","0.1","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457","184386","Bree","DEF","2","Southampton","3.9","a","0.3","1","0.2","23","1.4","5.90","8","3","2.67","1070","0","1","1","31","0","0","0","0","0","0","0","95","187.4","159.4","43","39.0","","1","6","","1","","","","","","","0","0","1","2","4","1","1","1","1","1","1","","1","0","","","","","1","","","","","","","",""
"574","578512","Pivas","DEF","2","Newcastle United","4","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162","460028","Colwill","DEF","2","Chelsea","4.4","a","2.4","1","0.2","109","3.1","24.77","30","6","5.00","3150","2","1","10","41","0","0","0","9","0","0","6","461","692.0","214.3","185","109.4","15","6","0","2","6","1","1","","6","1","6","14","1","1","2","0","","1","1","0","4","6","2","1","","6","2","1","2","2","1","1","1","7","5","2","1","1"
"335","122798","Robertson","DEF","2","Liverpool","5.8","a","4","1","0.2","91","2.8","15.69","8","3","2.67","2479","0","1","10","32","1","0","0","3","1","0","4","397","395.4","668.7","182","124.4","2","","4","","2","","-1","1","7","","1","","6","3","8","2","1","2","1","6","1","1","-3","","1","6","1","8","","1","2","1","2","6","1","6","6","6"
"516","164555","Coufal","DEF","2","West Ham","4.1","a","0.4","0","0.2","27","1.2","6.59","9","6","1.50","1056","0","0","2","21","1","0","0","5","0","0","1","89","204.0","142.0","70","41.3","1","0","6","1","0","1","0","","","","","","","","2","3","","","-2","0","1","1","2","","0","1","1","0","","","","","","","1","1","6","1"
"26","106468","Alex Moreno","DEF","2","Nottingham Forest","4.2","a","0.4","1","0.2","34","2.3","8.10","0","0","0.00","952","0","1","3","16","0","0","0","2","0","0","1","126","200.8","134.5","29","36.4","","","","","","","2","","1","","","","","","","0","","1","","","","","","","1","1","1","1","9","1","6","2","2","0","6","","",""
"416","169359","Targett","DEF","2","Newcastle United","3.9","d","0.3","0","0.2","2","1","0.51","1","1","1.00","20","0","0","0","0","0","0","0","0","0","0","0","7","5.0","5.6","0","1.0","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"578","466075","Calafiori","DEF","2","Arsenal","5.8","a","1.5","1","0.2","39","2.1","6.72","2","2","1.00","978","2","1","1","12","0","0","0","4","0","0","1","142","252.6","118.2","176","54.6","","1","1","","","","","","","","1","0","1","1","1","7","","","1","1","","4","","","","0","6","","","","1","2","0","9","","1","1",""
"573","227444","Milenković","DEF","2","Nottingham Forest","5.2","a","18","0","0.2","145","3.9","27.88","16","6","2.67","3330","5","2","13","45","0","0","0","4","0","0","2","499","805.2","107.9","361","127.2","2","8","1","2","1","2","2","1","6","11","6","5","5","1","6","0","1","2","6","6","6","6","9","7","0","6","1","1","6","1","6","5","2","1","6","2","6",""
"474","219279","Sugawara","DEF","2","Southampton","4.2","a","0.1","0","0.2","43","1.4","10.24","1","1","1.00","1548","1","1","2","46","0","0","0","4","0","0","0","116","315.4","291.3","137","74.2","1","","","","","","1","1","1","1","1","0","0","1","0","1","0","1","-1","","2","5","1","","0","2","1","1","4","","5","1","0","2","1","7","2","1"
"388","214590","Wan-Bissaka","DEF","2","West Ham","4.5","a","6.4","0","0.2","118","3.3","26.22","26","5","5.20","3154","2","6","6","59","1","0","0","1","0","0","15","496","807.4","531.5","188","152.7","5","1","12","7","1","","1","1","2","2","2","7","12","2","-1","2","1","3","0","0","9","2","5","2","1","6","15","6","1","2","0","2","2","1","2","1","1",""
"5","463748","Hein","GK","1","Arsenal","4","u","0","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347","121160","Ederson M.","GK","1","Man City","5.3","a","5.7","1","0.2","111","4.3","20.94","20","4","5.00","2320","0","4","10","26","0","0","0","4","0","54","9","400","567.0","43.0","0","60.9","7","1","6","6","","","4","6","6","","3","11","1","11","","8","7","","","","","","1","","","","1","1","2","6","2","0","2","0","7","2","2","8"
"568","232917","Muric","GK","1","Ipswich Town","4.4","i","0.4","0","0.2","49","2.7","11.14","0","0","0.00","1620","0","0","1","33","0","0","0","1","0","70","5","186","531.2","0.0","0","53.1","","","","","","","","","","","","","","","1","","","","","","3","1","5","2","2","3","3","3","2","2","3","2","1","2","11","3","0",""
"668","565858","Cahill","GK","1","B & H Albion","3.9","a","0.9","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"554","149065","José Sá","GK","1","Wolverhampton","4.4","a","2.8","0","0.2","93","3.2","21.14","19","4","4.75","2610","0","0","7","48","0","2","0","2","0","71","4","305","603.4","30.0","0","63.4","4","","1","2","12","","1","2","5","2","3","2","9","1","7","2","2","1","1","6","8","7","","","0","0","2","6","2","2","2","","","","","","-1","2"
"716","485055","Kinsky","GK","1","Tottenham","4.1","a","0.1","0","0.2","17","2.8","4.15","5","2","2.50","540","0","0","1","11","0","0","0","0","0","24","0","86","208.2","10.1","0","21.7","","2","3","","","","","","","","","","","","7","1","2","2","","","","","","","","","","","","","","","","","","","",""
"293","467189","Hermansen","GK","1","Leicester City","4.4","i","0.4","0","0.2","63","2.3","14.32","5","2","2.50","2385","0","0","1","58","0","1","0","1","0","103","1","231","827.0","0.2","0","82.8","","","","","1","4","1","1","2","1","10","1","1","2","1","","","","","","","","2","2","4","0","2","1","2","1","3","6","4","3","1","2","2","3"
"739","100053901","Hürzeler","MAN","5","B & H Albion","1.1","a","2.3","0","0.2","119","0","108.18","59","6","9.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","10","19","10","9","9","2","5","1","","5","8","8","12","21","","","","","","","","","","","","","","","","","","","","","","","",""
"12","499175","Nwaneri","MID","3","Arsenal","4.3","a","1.5","0","0.2","66","2.5","15.35","10","4","2.50","882","4","2","4","4","0","0","0","1","0","0","4","251","293.2","282.8","255","83.0","2","","","1","","7","3","1","6","1","1","3","2","9","6","1","","","6","2","","1","1","1","","1","6","","1","1","1","","1","","1","","",""
"118","519324","Cozier-Duberry","MID","3","B & H Albion","4.5","u","0","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","505187","Casadei","MID","3","Chelsea","4.4","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213","450542","Rak-Sakyi","MID","3","Crystal Palace","4.5","u","0","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","203341","Ndidi","MID","3","Leicester City","4.9","a","0.2","0","0.2","64","2.3","13.06","13","5","2.60","2325","0","5","3","48","1","0","0","8","0","0","1","375","546.4","302.2","280","112.8","","6","2","3","1","1","2","1","2","1","2","2","2","2","","","","","","","","","","1","2","2","1","2","2","2","2","2","2","2","8","5","2","2"
"342","165809","Bernardo","MID","3","Man City","6.1","a","2.8","0","0.2","110","3.3","18.03","32","6","5.33","2667","4","4","10","36","0","0","0","7","0","0","13","568","603.0","800.4","532","193.6","3","11","3","3","","12","","2","","1","2","1","","","2","1","","2","2","3","9","2","2","5","8","2","1","1","2","3","2","6","2","1","1","7","2","6"
"391","179018","Almirón","MID","3","Newcastle United","5.4","u","0.3","0","0.2","10","1.1","1.85","0","0","0.00","150","0","0","0","3","0","0","0","0","0","0","0","36","15.2","40.9","57","11.3","","","","","","","","","","","","","","","","1","","1","","","","1","","1","","","","","","2","1","1","","","","1","1",""
"482","227127","Bissouma","MID","3","Tottenham","4.8","a","0.2","0","0.2","50","1.8","10.42","5","4","1.25","1396","2","0","3","28","0","0","0","7","0","0","4","258","283.8","133.8","59","48.0","1","1","1","2","","","0","1","","1","0","","1","1","3","","","1","1","2","1","2","","1","1","2","2","1","1","2","10","1","","0","","1","9",""
"491","242898","Johnson","MID","3","Tottenham","6.2","a","2.3","0","0.2","137","4.2","22.10","6","4","1.50","2171","11","6","2","38","0","0","0","5","0","0","13","461","559.6","295.0","761","161.0","2","1","","","2","1","5","18","0","1","1","2","14","1","","","","1","2","9","2","4","0","4","2","10","6","2","8","1","2","7","11","7","2","4","3","2"
"530","215439","Souček","MID","3","West Ham","4.8","a","1.5","0","0.2","126","3.6","26.25","23","6","3.83","2563","9","2","7","44","0","0","0","8","0","0","15","442","672.6","231.8","643","154.0","2","1","10","2","7","1","","1","1","10","2","10","3","0","2","1","2","6","5","","2","2","2","9","2","1","10","3","","1","1","2","10","0","1","1","8","5"
"184","551230","Renato Veiga","MID","3","Chelsea","4.4","u","0.1","0","0.2","7","1","1.59","0","0","0.00","176","0","0","1","2","0","0","0","2","0","0","0","22","30.4","9.2","19","5.9","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","0","","1","","2","","1","1"
"611","172453","Szmodics","MID","3","Ipswich Town","5.7","a","0.1","1","0.2","54","2.7","9.47","1","1","1.00","988","4","0","2","18","0","0","0","2","0","0","2","167","216.0","93.0","263","56.7","1","","","","","","","","","","","1","","","","","","","7","1","2","2","","2","","2","2","9","3","7","1","1","1","2","1","2","6","1"
"621","428399","João Félix","MID","3","Chelsea","5.9","u","0.4","0","0.2","24","2","4.07","0","0","0.00","362","1","2","1","4","0","0","0","2","0","0","0","90","88.0","95.4","141","32.3","","","","","","","","","","","","","","","","","1","4","","1","","","","1","5","0","3","","","","","1","","1","0","1","6",""
"537","510363","Chiquinho","MID","3","Wolverhampton","4.5","u","0.1","1","0.2","1","1","0.22","0","0","0.00","6","0","0","0","0","0","0","0","0","0","0","0","4","3.0","14.3","2","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"419","461484","White","MID","3","Newcastle United","4.5","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","151589","Dendoncker","MID","3","Aston Villa","4.5","u","0.2","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","499721","Moore","MID","3","Tottenham","4.5","a","0.2","0","0.2","19","1.9","4.22","5","3","1.67","359","0","2","0","5","0","0","0","0","0","0","0","51","33.2","45.2","34","11.0","","2","2","1","","","","","","","","","","","1","1","7","","","","","","","","","","","","","2","","1","1","1","","","",""
"16","204480","Rice","MID","3","Arsenal","6.3","a","4.2","0","0.2","127","3.6","20.16","30","5","6.00","2823","4","7","11","29","0","0","0","5","1","0","17","627","733.0","959.6","399","208.8","2","11","","9","","8","5","2","1","3","10","3","1","3","10","3","2","2","4","1","3","11","3","2","7","2","","2","2","5","2","2","2","1","","-2","2","3"
"274","503301","Hutchinson","MID","3","Ipswich Town","5.2","a","0.3","0","0.2","88","2.8","16.92","11","4","2.75","2585","3","3","3","61","0","0","0","5","0","0","6","352","383.2","487.5","443","131.5","2","2","2","5","","","","","","2","1","2","9","4","2","2","2","2","","9","2","1","2","2","2","2","9","1","3","","2","2","6","1","2","2","2","1"
"585","232185","I.Sarr","MID","3","Crystal Palace","5.5","a","5.3","0","0.2","149","3.9","27.09","25","6","4.17","2708","8","7","10","39","0","0","0","4","0","0","14","542","675.0","618.0","866","215.9","9","5","6","2","","3","7","2","2","","11","15","3","2","3","2","3","6","2","2","3","7","17","2","2","2","13","2","2","3","1","1","1","1","4","1","1","1"
"239","159533","Adama","MID","3","Fulham","4.5","a","1.4","0","0.2","95","2.6","21.11","18","6","3.00","1756","2","8","3","28","0","0","0","3","0","0","8","384","385.4","632.1","426","144.6","2","9","1","0","5","1","1","1","2","1","","7","2","6","2","1","6","1","1","1","2","1","1","1","1","","1","1","4","3","2","2","3","4","2","9","5","3"
"285","225902","B.Soumaré","MID","3","Leicester City","4.4","a","0.3","0","0.2","48","1.5","10.91","10","6","1.67","2165","0","0","1","52","0","0","0","8","0","0","0","327","294.2","261.8","47","60.4","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","1","1","2","1","2","1","0","","0","","","","","","1"
"480","202993","Bentancur","MID","3","Tottenham","4.9","a","0.1","0","0.2","49","1.9","10.00","4","4","1.00","1640","2","0","3","26","0","0","0","9","0","0","1","293","324.6","208.5","165","70.2","1","1","0","","","2","1","1","2","2","1","1","2","3","3","2","","","","6","2","","","","","","","7","1","1","1","2","3","2","1","0","","1"
"258","245824","Vinicius","STR","4","Fulham","5","a","0.3","0","0.2","3","1","0.60","2","2","1.00","13","0","0","0","1","0","0","0","0","0","0","0","14","4.0","0.0","19","2.3","","","","","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"545","449988","Fábio Silva","STR","4","Wolverhampton","5","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","144485","Toney","STR","4","Brentford","7.3","u","1.1","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"617","444102","Evanilson","STR","4","Bournemouth","5.9","a","8.5","1","0.2","128","4.1","21.69","16","6","2.67","2317","10","5","11","30","0","0","1","1","1","0","20","487","456.0","331.9","966","174.8","2","2","2","6","2","2","2","13","8","2","8","1","","","","","","","2","8","1","2","2","2","2","12","2","8","7","8","5","2","9","2","0","2","2",""
"218","486385","Beto","STR","4","Everton","4.8","a","3.9","0","0.2","87","2.9","18.13","21","6","3.50","1521","8","0","4","24","0","0","0","2","0","0","11","295","373.2","163.9","666","119.5","2","2","8","6","2","1","1","2","1","2","2","2","6","8","21","2","","1","1","1","","0","","","","2","1","1","1","7","","","","","1","1","1","1"
"539","589507","Chiwome","STR","4","Wolverhampton","4.4","i","1.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
