ID,Player Name,Position,HidPos,Team,Value,Status,Picked %,Picked Top 100 %,Picked Top 1000 %,Tot Pts,PPG,PPM,T6,G6,PPG6,Min,Goals,Assists,CS,GC,OG,PS,PM,Y,R,Saves,Bonus,BPS,Inf,Creat,Threat,ICT,Wk 38,Wk 37,Wk 36,Wk 35,Wk 34,Wk 33,Wk 32,Wk 31,Wk 30,Wk 29,Wk 28,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
412,Bartley,DEF,2,West Bromwich Albion,4.4,a,0.3,0,0.0,79,2.6,17.95,7,6,1.17,2583,3,1,5,53,0,0,0,4,0,0,3,429,675.2,82.3,252,101.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,6.0,1.0,,2.0,6.0,17.0,6.0,1.0,1.0,1.0,6.0,1.0,5.0,,1.0,,,,,,0.0,6.0,2.0,1.0,,,,1.0,7.0,0.0,1.0
417,Johnstone,GK,1,West Bromwich Albion,4.6,a,3.0,2,2.7,140,3.8,30.43,22,6,3.67,3330,0,1,6,74,0,1,0,1,0,166,19,768,1213.6,10.0,0,122.4,3.0,2.0,2.0,2.0,7.0,6.0,2.0,15.0,5.0,,3.0,8.0,12.0,7.0,4.0,2.0,2.0,2.0,0.0,2.0,,2.0,0.0,2.0,3.0,4.0,2.0,0.0,11.0,4.0,3.0,1.0,5.0,9.0,3.0,3.0,0.0,2.0
418,Townsend,DEF,2,West Bromwich Albion,4.4,a,0.1,0,0.0,76,3.0,17.27,15,6,2.5,2234,0,2,6,36,0,0,0,0,0,0,8,402,440.2,343.8,154,93.7,1.0,1.0,1.0,6.0,5.0,1.0,1.0,6.0,1.0,,2.0,9.0,8.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,6.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,,
419,Ajayi,DEF,2,West Bromwich Albion,4.8,a,0.2,0,0.0,51,1.5,10.63,7,6,1.17,2779,2,1,1,71,0,0,0,3,1,0,2,342,574.8,88.3,202,86.4,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,-2.0,2.0,1.0,1.0,1.0,0.0,7.0,,0.0,0.0,9.0,1.0,5.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,,1.0,1.0,0.0,0.0
422,Furlong,DEF,2,West Bromwich Albion,4.5,a,0.2,0,0.0,79,2.3,17.56,6,6,1.0,2931,1,3,6,63,1,0,0,5,0,0,2,393,474.4,275.0,276,102.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,,1.0,6.0,7.0,6.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,2.0,1.0,2.0,7.0,1.0,6.0,2.0,2.0,1.0,2.0,7.0,,3.0,0.0,2.0
654,Yokuslu,MID,3,West Bromwich Albion,4.5,a,0.0,0,0.0,34,2.1,7.56,10,6,1.67,1316,0,1,4,20,0,0,0,4,0,0,0,195,200.0,88.6,91,38.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,,2.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
430,Randolph,GK,1,West Ham,4.3,a,0.2,0,0.1,10,3.3,2.33,3,1,3.0,270,0,0,1,3,0,0,0,0,0,6,0,46,46.2,0.0,0,4.7,,3.0,,,,,,,,,,,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,
432,Ogbonna,DEF,2,West Ham,4.7,a,0.8,1,0.1,100,3.6,21.28,17,4,4.25,2492,3,0,9,34,0,0,0,5,0,0,5,461,489.6,56.4,244,79.1,6.0,7.0,2.0,,,2.0,1.0,,,,,,,,,5.0,2.0,1.0,1.0,7.0,,7.0,6.0,1.0,1.0,2.0,11.0,1.0,9.0,6.0,5.0,1.0,2.0,0.0,6.0,6.0,1.0,1.0
448,Rice,MID,3,West Ham,4.7,a,1.8,0,0.0,86,2.7,18.3,10,3,3.33,2880,2,1,11,37,0,0,1,2,0,0,2,520,560.8,343.5,303,121.2,8.0,0.0,2.0,,,,,,,2.0,2.0,3.0,2.0,2.0,10.0,3.0,2.0,1.0,2.0,5.0,,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
454,Moutinho,MID,3,Wolverhampton,5.1,a,0.8,0,0.0,73,2.2,14.31,8,4,2.0,2526,1,1,6,40,0,0,0,3,1,0,4,446,478.4,726.9,113,132.2,2.0,2.0,2.0,2.0,,,3.0,1.0,,,2.0,3.0,8.0,3.0,2.0,3.0,9.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,-1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0
455,Patrício,GK,1,Wolverhampton,5.3,a,4.6,2,1.7,132,3.6,24.91,11,5,2.2,3330,0,0,10,51,0,1,0,1,0,100,12,626,763.6,0.0,0,76.1,1.0,,5.0,2.0,2.0,1.0,6.0,9.0,2.0,,3.0,6.0,5.0,11.0,2.0,8.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,10.0,6.0,2.0,6.0,6.0,1.0,3.0,6.0
459,Coady,DEF,2,Wolverhampton,4.9,a,6.3,21,18.0,106,2.9,21.63,7,6,1.17,3303,1,0,10,51,0,0,0,5,0,0,7,606,692.2,40.1,85,82.0,1.0,2.0,1.0,1.0,2.0,0.0,7.0,6.0,1.0,,2.0,9.0,9.0,6.0,2.0,6.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,,2.0,6.0,2.0,6.0,6.0,-1.0,1.0,8.0
461,Saïss,DEF,2,Wolverhampton,4.9,a,5.8,4,3.8,99,3.7,20.2,4,4,1.0,2407,3,0,8,40,0,0,0,2,0,0,11,466,584.6,101.2,347,103.4,1.0,,1.0,,2.0,0.0,8.0,6.0,1.0,,1.0,6.0,2.0,6.0,1.0,,,,,1.0,1.0,7.0,2.0,10.0,1.0,2.0,2.0,,,,,,7.0,7.0,8.0,0.0,1.0,15.0
504,Fabio Silva,STR,4,Wolverhampton,5.2,a,1.0,0,0.2,72,2.2,13.85,23,6,3.83,1352,4,3,0,29,0,0,0,2,0,0,5,198,238.2,166.1,758,114.9,5.0,2.0,2.0,5.0,8.0,1.0,1.0,4.0,6.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,6.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,
707,Jasper,MID,3,Fulham,4.5,a,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Francois,MID,3,Fulham,4.5,a,0.0,0,0.0,1,1.0,0.22,1,1,1.0,14,0,0,0,1,0,0,0,0,0,0,0,2,1.2,1.3,0,0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Mejbri,MID,3,Man United,4.5,a,0.0,0,0.0,1,1.0,0.22,1,1,1.0,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Fish,DEF,2,Man United,4.0,a,0.0,0,0.0,1,1.0,0.25,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Osula,STR,4,Sheffield Utd,4.5,a,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,John,MID,3,Tottenham,4.5,a,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Iroegbunam,MID,3,West Bromwich Albion,4.5,a,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
