ID,Player Name,Position,HidPos,Team,Value,Status,Picked %,Picked Top 100 %,Picked Top 1000 %,Tot Pts,PPG,PPM,T6,G6,PPG6,Min,Goals,Assists,CS,GC,OG,PS,PM,Y,R,Saves,Bonus,BPS,Inf,Creat,Threat,ICT,Wk 38,Wk 37,Wk 36,Wk 35,Wk 34,Wk 33,Wk 32,Wk 31,Wk 30,Wk 29,Wk 28,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
43,Bree,DEF,2,Aston Villa,4.5,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Allan,MID,3,Everton,5.2,a,0.6,0,0.0,47,2.0,9.04,16,7,2.29,2050,0,0,7,30,0,0,0,6,0,0,0,290,351.4,220.7,42,61.6,2.0,3.0,2.0,5.0,2.0,2.0,2.0,,,,2.0,2.0,4.0,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,3.0
72,Izquierdo,MID,3,B & H Albion,5.5,a,0.0,0,0.0,1,1.0,0.18,1,1,1.0,8,0,0,0,0,0,0,0,0,0,0,0,2,3.2,1.3,7,1.2,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Kovacic,MID,3,Chelsea,5.3,a,0.3,0,0.0,54,2.0,10.19,2,2,1.0,1809,0,1,9,26,0,0,0,4,0,0,0,332,331.6,379.1,144,85.4,1.0,1.0,,,,,,2.0,1.0,,,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,,,,1.0,1.0,2.0,
151,Lössl,GK,1,Everton,4.3,u,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Hayden,MID,3,Newcastle United,4.6,a,0.0,0,0.0,40,1.7,8.7,0,0,0.0,1942,0,0,4,33,0,0,0,8,0,0,0,211,278.0,117.7,155,55.3,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0
173,Le Marchand,DEF,2,Fulham,4.1,u,0.0,0,0.0,1,0.5,0.24,0,0,0.0,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
174,Johansen,MID,3,Fulham,4.7,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Knockaert,MID,3,Fulham,5.0,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Hector,DEF,2,Fulham,4.1,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,262,0,0,0,10,0,0,0,2,0,0,0,32,40.8,11.3,18,6.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0
493,Lemina,MID,3,Fulham,4.5,a,0.3,0,0.0,55,2.0,12.22,4,3,1.33,1696,1,1,3,27,0,0,0,5,0,0,3,267,294.0,169.5,134,59.9,,1.0,,1.0,2.0,,5.0,2.0,2.0,1.0,2.0,10.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,
180,Kebano,MID,3,Fulham,4.7,u,0.0,0,0.0,6,1.2,1.28,0,0,0.0,116,0,0,0,3,0,0,0,0,0,0,0,13,1.4,14.6,47,5.9,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0
183,Bettinelli,GK,1,Fulham,4.3,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Mawson,DEF,2,Fulham,4.3,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Seri,MID,3,Fulham,4.6,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Sessegnon,DEF,2,Fulham,4.3,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Silva,MID,3,Leicester City,4.4,u,0.2,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Ward,GK,1,Leicester City,4.3,a,0.2,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Caprile,GK,1,Leeds United,4.0,a,0.2,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Forshaw,MID,3,Leeds United,4.8,a,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Meslier,GK,1,Leeds United,4.8,a,8.5,13,10.8,154,4.4,32.08,18,4,4.5,3150,0,0,11,52,1,1,0,0,0,140,20,774,1026.0,10.0,0,103.7,,,7.0,2.0,2.0,7.0,5.0,4.0,2.0,3.0,11.0,9.0,3.0,10.0,0.0,10.0,2.0,4.0,3.0,,,2.0,6.0,11.0,1.0,1.0,3.0,3.0,11.0,6.0,1.0,1.0,7.0,2.0,2.0,10.0,2.0,1.0
207,Grot,MID,3,Leeds United,4.7,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Miazek,GK,1,Leeds United,4.0,u,0.8,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Stevens,MID,3,Leeds United,4.3,u,0.4,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Ighalo,STR,4,Man United,6.1,u,0.2,0,0.0,1,1.0,0.16,0,0,0.0,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
319,Mengi,DEF,2,Man United,3.9,u,0.5,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Foderingham,GK,1,Sheffield Utd,4.3,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Gibbs,DEF,2,West Bromwich Albion,4.3,a,0.1,0,0.0,5,0.5,1.16,0,0,0.0,810,0,0,0,25,0,0,0,1,1,0,0,107,132.0,65.1,10,20.8,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,-4.0,1.0
409,Livermore,MID,3,West Bromwich Albion,4.7,a,0.0,0,0.0,25,1.4,5.32,1,1,1.0,1241,0,0,1,35,1,0,0,2,1,0,0,104,136.8,72.7,53,25.9,,,1.0,,,,,,1.0,,,,,,1.0,,2.0,2.0,2.0,4.0,,,,,-2.0,2.0,,,,,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0
413,Sawyers,MID,3,West Bromwich Albion,4.6,a,0.0,0,0.0,33,1.7,7.17,0,0,0.0,1486,0,0,1,42,1,0,0,2,0,0,0,196,152.4,102.4,13,26.7,,,,,,,,,,,,,,,,2.0,,,2.0,4.0,,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,0.0,,1.0,2.0,2.0,2.0,2.0
414,Hegazi,DEF,2,West Bromwich Albion,4.1,u,0.1,0,0.0,6,6.0,1.46,0,0,0.0,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
415,Austin,STR,4,West Bromwich Albion,5.1,u,0.1,0,0.0,5,1.0,0.98,0,0,0.0,135,0,0,0,5,0,0,0,0,0,0,0,10,20.0,3.9,26,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
421,Edwards,MID,3,West Bromwich Albion,4.6,a,0.0,0,0.0,5,1.0,1.09,0,0,0.0,114,0,0,0,3,0,0,0,0,0,0,0,15,13.0,12.8,39,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0
423,Field,MID,3,West Bromwich Albion,4.8,u,0.0,0,0.0,3,1.0,0.63,0,0,0.0,61,0,0,0,2,0,0,0,0,0,0,0,16,20.0,0.5,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
476,Campana,STR,4,Wolverhampton,4.7,a,0.3,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Hart,GK,1,Tottenham,4.2,a,0.6,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Iwobi,MID,3,Everton,5.9,a,0.2,0,0.0,65,2.2,11.02,4,3,1.33,1530,1,3,5,21,0,0,0,0,0,0,1,256,261.8,262.1,233,75.8,1.0,,,1.0,2.0,,2.0,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,8.0,,,3.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,
487,Matty Longstaff,MID,3,Newcastle United,4.8,a,0.0,0,0.0,10,2.0,2.08,0,0,0.0,376,0,0,1,8,0,0,0,0,0,0,0,47,32.6,35.6,2,7.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,3.0,2.0,,,,,,,1.0,,,,,,,
2,Sokratis,DEF,2,Arsenal,4.8,u,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bellerín,DEF,2,Arsenal,5.0,a,3.5,0,0.0,94,3.8,18.8,9,2,4.5,2089,1,3,7,24,0,0,0,8,0,0,17,421,362.8,351.8,232,94.7,,,,1.0,8.0,,2.0,,,,,,,1.0,9.0,2.0,1.0,8.0,1.0,,8.0,0.0,6.0,2.0,,,1.0,1.0,0.0,9.0,1.0,12.0,1.0,2.0,11.0,0.0,2.0,5.0
14,Kolasinac,DEF,2,Arsenal,4.8,u,0.1,0,0.0,2,2.0,0.42,0,0,0.0,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
425,O'Shea,DEF,2,West Bromwich Albion,4.2,a,0.2,0,0.0,41,1.5,9.76,2,3,0.67,2099,0,0,3,51,0,0,0,3,0,0,1,288,439.8,71.2,44,55.8,0.0,,,,1.0,1.0,1.0,6.0,1.0,,2.0,6.0,8.0,1.0,,,1.0,1.0,-1.0,2.0,,0.0,0.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,,,1.0,1.0,0.0,1.0
152,Coleman,DEF,2,Everton,4.9,a,2.4,4,9.2,81,3.2,16.53,28,6,4.67,1607,0,3,8,19,0,0,0,0,0,0,4,371,322.6,268.2,189,78.0,,6.0,2.0,12.0,1.0,7.0,4.0,6.0,11.0,,1.0,,,6.0,2.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,6.0,1.0,6.0
18,Pépé,MID,3,Arsenal,7.7,a,2.4,0,0.0,114,3.9,14.81,44,5,8.8,1606,10,3,4,21,0,0,0,1,1,0,11,351,407.4,230.2,721,135.7,16.0,15.0,,9.0,1.0,3.0,1.0,6.0,2.0,4.0,1.0,1.0,12.0,2.0,,2.0,7.0,3.0,6.0,,1.0,,,1.0,8.0,2.0,,,,-2.0,1.0,,1.0,2.0,6.0,1.0,1.0,1.0
20,Willock,MID,3,Newcastle United,4.9,a,4.1,0,0.2,79,3.8,16.12,38,5,7.6,1210,8,0,4,18,0,0,1,1,0,0,5,254,436.6,137.2,401,97.3,8.0,11.0,5.0,8.0,,6.0,6.0,,6.0,2.0,2.0,3.0,2.0,2.0,2.0,9.0,,,1.0,,,1.0,,1.0,0.0,1.0,,,2.0,1.0,,,,,,,,
21,Nelson,MID,3,Arsenal,5.1,a,0.0,0,0.0,2,1.0,0.39,0,0,0.0,70,0,0,0,0,0,0,0,0,0,0,0,2,4.2,9.7,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
26,Martinelli,MID,3,Arsenal,4.9,a,0.3,0,0.3,36,2.6,7.35,15,5,3.0,582,2,1,4,3,0,0,0,0,0,0,0,107,141.6,133.7,292,56.6,1.0,6.0,,1.0,6.0,1.0,2.0,8.0,1.0,1.0,,,,,,,,1.0,,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,
28,Heaton,GK,1,Aston Villa,4.5,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Taylor,DEF,2,Aston Villa,4.2,a,0.2,0,0.0,-1,-1.0,-0.24,0,0,0.0,15,0,0,0,2,0,0,0,1,0,0,0,1,0.8,0.7,0,0.2,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,
34,Jota,MID,3,Aston Villa,5.9,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Engels,DEF,2,Aston Villa,4.4,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Nakamba,MID,3,Aston Villa,4.3,a,0.4,0,0.0,27,2.1,6.28,7,2,3.5,747,0,1,4,6,0,0,0,3,0,0,1,115,87.8,32.2,10,13.1,1.0,6.0,,,,,2.0,2.0,,,,,5.0,,,2.0,,1.0,,3.0,,,,,,3.0,1.0,,,,,,,,0.0,1.0,,
53,Murray,STR,4,B & H Albion,4.8,u,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Stephens,MID,3,Burnley,4.2,a,3.1,0,0.0,8,1.1,1.9,0,0,0.0,257,0,0,0,4,0,0,0,1,0,0,0,33,31.0,8.3,41,8.0,,,,,,,,,,,,,1.0,,,,0.0,,,,,,1.0,1.0,,,,,,,,1.0,,,2.0,2.0,,
58,Duffy,DEF,2,B & H Albion,4.3,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Long,DEF,2,Burnley,4.3,a,0.1,0,0.0,14,1.8,3.26,0,0,0.0,636,0,0,1,13,0,0,0,2,0,0,1,85,102.6,12.0,25,14.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0.0,1.0,7.0,1.0,2.0,0.0,
598,Ramsay,DEF,2,Southampton,4.0,a,0.1,0,0.0,-3,-3.0,-0.75,0,0,0.0,90,0,0,0,9,0,0,0,1,0,0,0,5,13.2,0.0,0,1.3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,
60,Mooy,MID,3,B & H Albion,5.0,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Montoya,DEF,2,B & H Albion,4.5,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Andone,STR,4,B & H Albion,4.8,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Webster,DEF,2,B & H Albion,4.3,a,1.0,0,0.1,85,2.9,19.77,18,6,3.0,2594,1,0,9,35,0,0,0,4,0,0,0,470,489.0,95.3,244,82.8,1.0,6.0,2.0,1.0,6.0,2.0,6.0,,,,,,,,,2.0,6.0,6.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,6.0,,1.0,2.0,2.0,6.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0
73,Clarke,DEF,2,B & H Albion,4.4,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Bernard,MID,3,Everton,5.7,a,0.1,0,0.0,21,1.8,3.68,3,3,1.0,447,1,0,2,7,0,0,0,2,0,0,1,75,102.8,141.9,80,32.4,1.0,,1.0,,1.0,,,,,,,1.0,3.0,,1.0,,,,,,,3.0,,0.0,,,,,1.0,,8.0,1.0,0.0,,,,,
78,Connolly,STR,4,B & H Albion,5.2,a,0.3,0,0.0,38,2.2,7.31,2,2,1.0,783,2,1,1,17,0,0,0,0,0,0,2,95,103.0,63.3,297,46.0,1.0,,,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,,,,5.0,,,2.0,,1.0,2.0,2.0,,1.0,,,4.0,2.0,2.0,8.0,1.0
83,Pieters,DEF,2,Burnley,4.3,a,0.4,0,0.0,50,2.5,11.63,0,0,0.0,1260,0,3,3,19,1,0,0,1,0,0,5,203,199.4,77.0,63,34.0,,,,,,,,1.0,4.0,,2.0,0.0,,,6.0,8.0,1.0,1.0,4.0,3.0,2.0,,8.0,2.0,1.0,1.0,,,1.0,1.0,,,,6.0,,,-2.0,
522,Woods,DEF,2,Crystal Palace,4.0,u,0.4,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Gibson,DEF,2,Burnley,3.9,u,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Caballero,GK,1,Chelsea,4.6,a,0.2,0,0.0,1,1.0,0.22,0,0,0.0,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
111,Emerson,DEF,2,Chelsea,4.7,a,0.1,0,0.0,7,3.5,1.49,0,0,0.0,88,0,0,1,0,0,0,0,0,0,0,0,24,17.4,7.7,2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,,,,,,,,
112,Arrizabalaga,GK,1,Chelsea,4.7,a,0.6,0,0.1,26,3.7,5.53,2,2,1.0,585,0,0,2,8,0,0,0,1,0,16,5,117,113.4,0.0,0,11.3,0.0,,,2.0,,,9.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0
121,Tomori,DEF,2,Chelsea,4.7,u,0.2,0,0.0,0,0.0,0.0,0,0,0.0,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
126,Hennessey,GK,1,Crystal Palace,4.3,a,0.3,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sakho,DEF,2,Crystal Palace,4.4,a,0.1,0,0.0,4,1.0,0.91,0,0,0.0,275,0,0,0,8,0,0,0,0,0,0,0,33,36.6,1.6,6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,2.0,
135,Kelly,DEF,2,Crystal Palace,4.1,a,0.2,0,0.0,1,1.0,0.24,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Meyer,MID,3,Crystal Palace,4.7,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Riedewald,MID,3,Crystal Palace,4.4,a,0.7,0,0.1,64,1.9,14.55,7,6,1.17,1810,2,0,4,39,0,0,0,4,0,0,4,249,269.2,149.1,86,50.6,1.0,1.0,,3.0,1.0,1.0,,1.0,2.0,,3.0,1.0,3.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,,
150,Sigurdsson,MID,3,Everton,6.8,a,2.9,12,6.7,122,3.4,17.94,16,7,2.29,2244,6,5,10,29,0,0,1,2,0,0,13,443,524.2,633.8,481,164.2,-1.0,6.0,1.0,5.0,2.0,3.0,15.0,3.0,1.0,,,2.0,11.0,6.0,4.0,1.0,8.0,1.0,1.0,,2.0,3.0,,11.0,7.0,3.0,11.0,1.0,,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0
168,Gordon,MID,3,Everton,4.3,u,0.4,0,0.0,3,1.0,0.7,0,0,0.0,87,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4,3.1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,
216,Morgan,DEF,2,Leicester City,4.4,a,0.1,0,0.0,3,1.0,0.68,0,0,0.0,16,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,
235,Barnes,MID,3,Leicester City,6.6,a,2.7,0,0.0,126,5.0,19.09,0,0,0.0,1944,9,5,7,25,0,0,0,0,0,0,13,348,556.4,359.0,810,172.7,,,,,,,,,,,,,1.0,13.0,12.0,3.0,3.0,8.0,6.0,15.0,,2.0,8.0,7.0,3.0,2.0,1.0,,6.0,2.0,1.0,8.0,3.0,2.0,2.0,2.0,13.0,3.0
240,Thomas,DEF,2,Leicester City,4.1,a,0.4,0,0.3,26,1.9,6.34,14,6,2.33,968,1,0,1,18,0,0,0,2,0,0,0,132,169.0,111.7,101,38.1,0.0,1.0,,9.0,2.0,2.0,6.0,1.0,,,,,-1.0,2.0,,,,,,,,,2.0,,,,,,0.0,,1.0,1.0,,,,,,
246,Matip,DEF,2,Liverpool,5.4,a,0.4,0,0.0,42,4.2,7.78,0,0,0.0,690,1,2,3,5,0,0,0,2,0,0,5,194,179.0,42.4,84,30.6,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,7.0,9.0,,1.0,14.0,,6.0,1.0,,,1.0,,,,1.0
169,Kean,STR,4,Everton,5.7,u,0.2,0,0.0,2,1.0,0.35,0,0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
260,Gomez,DEF,2,Liverpool,5.2,a,1.0,0,0.0,10,1.4,1.92,0,0,0.0,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,0.0,2.0,,1.0
265,Elliott,MID,3,Liverpool,4.3,u,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Bravo,GK,1,Man City,4.5,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Otamendi,DEF,2,Man City,4.9,u,0.2,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Doyle,MID,3,Man City,4.4,a,0.1,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Jones,DEF,2,Man United,4.8,u,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
