"Id","Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT","Wk 38","Wk 37","Wk 36","Wk 35","Wk 34","Wk 33","Wk 32","Wk 31","Wk 30","Wk 29","Wk 28","Wk 27","Wk 26","Wk 25","Wk 24","Wk 23","Wk 22","Wk 21","Wk 20","Wk 19","Wk 18","Wk 17","Wk 16","Wk 15","Wk 14","Wk 13","Wk 12","Wk 11","Wk 10","Wk 9","Wk 8","Wk 7","Wk 6","Wk 5","Wk 4","Wk 3","Wk 2","Wk 1"
"307","122798","Robertson","DEF","2","Liverpool","6.5","a","4.2","1","0.3","76","3.3","11.69","35","6","5.83","1689","3","2","3","22","0","0","0","2","0","0","8","463","552.0","936.0","230","171.9","8","","13","9","3","2","1","4","","","1","0","","6","2","0","1","","","","","","","","","","","","","","1","0","2","11","6","2","2","2"
"24","192895","Tierney","DEF","2","Arsenal","4.4","u","0.1","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","90585","Boly","DEF","2","Nottingham Forest","4.5","a","0.5","0","0.3","58","2.9","12.89","19","4","4.75","1437","2","1","3","26","0","0","0","1","1","0","7","275","477.8","90.5","200","76.9","2","10","6","1","","","","","","2","","","","","","","","","1","","-3","1","2","","1","","1","","1","6","6","2","1","","9","7","1","1"
"301","200720","Kelleher","GK","1","Liverpool","3.6","a","3.9","0","0.3","34","3.4","9.44","0","0","0.00","900","0","0","2","11","0","0","0","0","0","28","3","198","261.2","10.0","0","27.0","","","","","","","2","3","2","","3","9","","5","3","","","","","","","","","6","1","","","","","","","","","","","","",""
"502","37915","Lloris","GK","1","Tottenham","4.7","u","0.5","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"289","60706","Adrián","GK","1","Liverpool","3.8","a","0.2","0","0.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"291","116535","A.Becker","GK","1","Liverpool","5.7","a","9.7","0","0.3","107","3.8","18.77","20","7","2.86","2520","0","0","8","30","0","0","0","1","0","83","9","575","671.2","10.4","0","68.1","6","1","2","3","5","3","","","","","","","","","","2","2","6","1","6","2","6","3","","","3","7","6","7","8","1","4","3","2","8","5","2","3"
"15","167199","Thomas","MID","3","Arsenal","4.8","a","0.1","0","0.3","24","1.7","5.00","11","6","1.83","785","0","0","5","5","0","0","0","3","0","0","0","142","117.8","122.9","37","27.8","1","3","2","1","4","","","3","1","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","1","3","2"
"199","448047","Enzo","MID","3","Chelsea","4.8","i","1.9","0","0.3","77","2.8","16.04","2","1","2.00","2208","3","3","5","47","0","0","1","7","0","0","4","369","527.2","567.7","369","146.3","","","","","2","","2","4","2","","5","2","","2","8","2","1","2","1","","","1","2","2","14","2","2","4","","2","1","3","3","3","2","2","0","1"
"663","196100","Hamer","MID","3","Sheffield Utd","4.9","a","0.2","0","0.3","108","3","22.04","23","7","3.29","2908","4","7","2","83","0","0","0","9","0","0","5","462","581.2","929.8","294","180.4","2","2","2","5","10","2","5","5","4","","7","2","2","2","0","1","5","1","","1","5","1","6","2","1","2","2","1","2","2","2","2","2","10","2","2","6",""
"34","215711","Bailey","MID","3","Aston Villa","5.4","a","3.1","0","0.3","148","4.2","27.41","24","5","4.80","2063","10","11","5","32","0","0","0","5","0","0","11","482","663.2","707.1","623","199.1","","2","2","1","13","6","5","1","3","2","2","4","12","2","5","7","4","3","8","2","2","3","4","9","7","1","4","1","4","6","1","","1","5","1","","14","1"
"221","80146","J.Ayew","MID","3","Crystal Palace","5.3","a","0.3","0","0.3","109","3.1","20.57","11","6","1.83","2540","4","7","11","39","0","0","0","7","1","0","3","325","517.6","445.2","550","151.1","1","","1","2","6","1","2","3","2","","3","3","13","6","2","2","2","","5","5","8","","-1","2","2","1","2","5","6","2","3","3","2","1","2","5","1","6"
"362","244851","Palmer","MID","3","Chelsea","6.3","a","51.3","1","0.3","244","7.2","38.73","62","7","8.86","2617","22","13","7","46","0","0","0","7","0","0","32","844","1239.4","1022.5","1016","327.7","6","14","8","8","","26","5","20","15","","13","5","","2","10","8","2","10","18","","1","14","1","8","1","2","6","12","2","6","12","5","1","1","1","","","1"
"130","474120","Enciso","MID","3","B & H Albion","5","a","0.4","0","0.3","20","1.7","4.00","6","5","1.20","468","0","2","0","12","0","0","0","2","0","0","0","62","81.0","130.7","157","36.8","1","3","1","1","","","2","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","7","1"
"344","165809","Bernardo","MID","3","Man City","6.2","a","2.9","0","0.3","141","4.3","22.74","34","6","5.67","2576","6","9","10","26","0","0","0","8","0","0","20","604","746.4","959.5","570","227.9","10","13","2","3","6","","1","2","3","","1","3","2","3","1","2","","8","3","13","","2","9","2","2","1","7","14","7","2","1","","","13","0","2","","3"
"432","200089","Willock","MID","3","Newcastle United","5.3","i","0.1","0","0.3","18","2","3.40","0","0","0.00","415","1","0","1","9","0","0","0","0","0","0","0","60","89.8","92.5","106","28.8","","","","","","","1","1","1","","2","3","6","","","","","","","","","","","","","","2","1","1","","","","","","","","",""
"202","232787","Gallagher","MID","3","Chelsea","5.4","a","1.7","0","0.3","129","3.5","23.89","33","8","4.13","3129","5","8","8","56","0","0","0","7","1","0","10","618","752.8","821.5","401","197.2","2","3","8","15","2","3","5","7","1","","6","1","","2","15","2","1","3","2","1","1","2","2","","-2","2","10","6","2","6","5","3","2","3","1","3","2","2"
"210","465920","Mudryk","MID","3","Chelsea","6.3","i","0.9","0","0.3","94","3","14.92","19","7","2.71","1564","5","5","7","28","0","0","0","5","0","0","5","291","347.2","457.5","420","122.4","","8","3","4","2","2","1","2","5","","7","1","","","","4","1","","","8","1","3","1","5","5","1","1","0","","14","1","6","3","2","1","","1","1"
"78","533463","O.Dango","MID","3","Bournemouth","4.7","a","0","1","0.3","56","1.9","11.91","16","7","2.29","1214","1","2","5","24","0","0","0","3","0","0","3","207","298.4","245.5","332","87.8","1","2","2","6","3","2","1","3","1","","14","1","1","1","1","1","","","1","3","2","","1","0","1","","1","","0","1","1","1","1","3","","","",""
"354","114283","Grealish","MID","3","Man City","7.2","a","1.5","0","0.3","50","2.5","6.94","5","3","1.67","998","3","1","3","13","0","0","0","6","0","0","6","199","240.4","384.1","295","91.9","","","1","3","1","","2","1","1","","","","","","1","","1","","1","1","","8","10","","5","","0","","3","0","","1","0","","","7","3",""
"776","165153","Werner","STR","4","Tottenham","6.3","i","0.5","0","0.3","46","3.5","7.30","3","2","1.50","808","2","4","0","16","0","0","0","1","0","0","5","173","179.0","239.0","305","72.3","","","","1","","2","4","7","2","1","5","9","","1","2","2","5","5","","","","","","","","","","","","","","","","","","","",""
"13","205533","Nketiah","STR","4","Arsenal","5","a","3.1","0","0.3","71","2.6","14.20","1","1","1.00","1065","5","4","6","10","0","0","0","3","0","0","5","206","235.0","136.3","417","77.2","","","","","","1","1","1","","","","","1","1","1","","1","4","2","1","0","4","1","","1","1","1","2","17","0","2","5","1","2","2","5","5","8"
"45","123354","Hause","DEF","2","Aston Villa","3.9","a","0.2","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","192290","Roberts","DEF","2","Burnley","4.3","u","0.1","0","0.2","12","0.9","2.79","0","0","0.00","817","0","1","0","23","0","0","0","3","1","0","0","111","142.8","104.1","12","25.7","","","","","","","","","","","","","","","","","0","1","1","","1","","1","","","","","","","-2","0","5","2","1","0","1","","1"
"167","478969","Ekdal","DEF","2","Burnley","3.9","a","0.2","0","0.2","15","1.9","3.85","10","2","5.00","436","0","0","1","8","0","0","0","2","0","0","3","77","76.6","15.9","15","10.7","","","1","","","9","","","","","","","","","","0","0","2","","","","","1","1","1","","","","","","","","","","","","",""
"203","482609","Gusto","DEF","2","Chelsea","4.3","a","8.2","1","0.2","74","2.7","17.21","20","5","4.00","1746","0","6","5","28","0","0","0","7","1","0","10","409","434.8","494.8","174","110.4","0","13","1","","","6","","0","1","","1","5","","2","6","0","0","5","0","8","1","1","","","","","1","0","","1","","","-2","6","2","14","1","1"
"346","121145","Cancelo","DEF","2","Man City","5.8","u","1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380","515501","Fernandez","DEF","2","Man United","4","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431","232977","Watts","DEF","2","Newcastle United","4","u","0","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","235530","Kelly","DEF","2","Bournemouth","4.5","a","0.1","0","0.2","48","2.1","10.67","11","6","1.83","1553","0","1","4","32","0","0","0","2","0","0","5","293","279.0","141.8","48","46.9","1","1","","6","2","1","1","7","4","","","","","1","0","2","2","0","","","","","","","","1","7","-1","2","1","","","1","8","","0","1",""
"395","90152","R.Varane","DEF","2","Man United","4.9","a","2.1","0","0.2","44","2","8.98","1","1","1.00","1370","1","0","3","23","0","0","0","2","0","0","2","273","356.2","35.3","85","47.7","1","","","","","","","0","1","","6","0","1","2","2","1","1","1","0","1","","6","","","","","1","1","","1","","2","1","","","0","1","14"
"25","223723","Tomiyasu","DEF","2","Arsenal","4.5","a","0.5","0","0.2","70","3.2","15.56","28","6","4.67","1140","2","1","6","10","0","0","0","0","1","0","4","244","248.0","141.8","143","52.9","9","6","6","1","6","0","1","1","1","","","","","","","","","","1","","","","","","11","7","2","2","7","1","1","1","","1","1","","3","1"
"506","441164","Pedro Porro","DEF","2","Tottenham","5.9","a","22.4","0","0.2","136","3.9","23.05","26","7","3.71","3090","3","8","7","54","0","0","0","3","0","0","20","720","843.0","888.4","365","210.0","14","10","0","2","","0","11","2","2","1","7","","","","2","1","1","6","2","5","2","8","5","5","0","5","5","0","2","6","6","7","1","2","4","6","6",""
"23","437626","Tavares","DEF","2","Nottingham Forest","4","a","0.2","0","0.2","11","1.4","2.75","1","1","1.00","454","0","0","1","9","0","0","0","2","0","0","0","69","61.8","48.8","28","13.8","","","","","","1","","","","","","","","6","1","2","","1","","","","","","","","","","","","","","","-1","1","0","","",""
"204","487838","Hall","DEF","2","Newcastle United","4.2","a","0.6","0","0.2","38","2.1","9.05","15","7","2.14","773","1","0","2","12","0","0","0","2","0","0","3","171","194.8","69.0","85","34.9","1","8","2","2","1","1","6","9","1","","","","","","","","","1","1","1","0","1","1","","","","1","","","","","","1","","","","",""
"610","232892","Bassey","DEF","2","Fulham","4.4","a","0.4","0","0.2","66","2.3","15.00","16","6","2.67","2299","1","0","6","42","0","0","0","4","1","0","4","442","462.8","34.8","50","55.0","1","0","5","2","1","7","2","1","0","6","2","6","10","1","","","","","1","1","0","","6","6","0","1","1","2","2","1","1","","","1","","-2","1",""
"241","49413","Tomkins","DEF","2","Crystal Palace","3.9","a","0.4","1","0.2","3","0.8","0.77","1","1","1.00","8","0","0","0","2","0","0","0","0","0","0","0","12","3.0","0.3","0","0.3","1","","","","","","","","","","","","1","","","","","0","","","","","","","","","","","","","","","","","","","","1"
"639","491279","Van de Ven","DEF","2","Tottenham","4.4","a","3.7","0","0.2","81","3","18.41","17","7","2.43","2341","3","0","5","38","0","0","0","5","0","0","10","501","561.6","56.7","85","70.5","6","12","-1","1","","-1","11","1","","","1","2","","1","2","1","1","1","","","","","","","","","","1","2","6","15","2","1","1","1","6","7","1"
"96","432830","Collins","DEF","2","Brentford","4.5","d","0.8","0","0.2","84","2.6","18.67","19","5","3.80","2649","1","1","7","51","0","0","0","3","0","0","8","489","653.8","151.5","180","98.7","","2","7","2","2","6","1","8","2","1","0","1","0","0","8","1","1","1","1","0","","0","","","","","1","10","6","6","0","2","1","1","4","2","6","1"
"521","175941","Whiteman","GK","1","Tottenham","3.9","a","0.2","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"409","67089","Dubravka","GK","1","Newcastle United","4.3","a","8.7","1","0.2","75","3.3","17.44","19","6","3.17","1984","0","0","4","42","0","1","0","1","0","88","3","426","661.0","10.0","0","67.2","","5","3","3","2","6","9","2","1","","2","7","","2","1","1","3","3","8","2","3","7","2","2","1","","","","","","","","","","","","",""
"116","140200","Strakosha","GK","1","Brentford","3.9","a","1.2","0","0.2","4","2","1.03","0","0","0.00","135","0","0","0","2","0","0","0","0","0","6","0","24","42.8","0.0","0","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","3","","","","","","",""
"424","98747","Pope","GK","1","Newcastle United","5.3","a","4.8","0","0.2","57","3.8","10.75","1","1","1.00","1345","0","0","6","16","0","0","0","1","0","43","1","279","323.0","0.0","4","32.7","1","","","","","","","","","","","","","","","","","","","","","","","","6","3","4","6","2","7","1","6","6","6","2","1","3","3"
"88","229600","Travers","GK","1","Bournemouth","4","a","0.3","0","0.2","19","4.8","4.75","19","4","4.75","360","0","0","2","5","0","0","0","0","0","13","2","79","92.6","0.0","0","9.3","","1","3","6","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"138","39155","Lallana","MID","3","B & H Albion","4.9","a","0","0","0.2","30","1.2","6.12","3","3","1.00","839","0","1","2","13","0","0","0","2","0","0","0","95","83.0","248.7","130","45.8","1","","","","1","1","","3","1","","0","1","1","","1","1","","1","1","1","1","1","1","","4","1","1","1","1","","","","","3","0","1","1",""
"603","201666","Barnes","MID","3","Newcastle United","6.2","a","1.2","0","0.2","64","3","10.32","18","7","2.57","788","5","3","2","10","0","0","0","2","0","0","3","205","279.2","181.2","334","79.5","7","1","1","4","2","3","1","5","12","","","1","1","2","1","6","","","","","","","","","","","","","","","","","1","3","1","1","0","11"
"529","222017","Coventry","MID","3","West Ham","4.3","u","0.1","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583","235674","Solomon","MID","3","Tottenham","5.1","i","0.1","0","0.2","14","2.8","2.75","0","0","0.00","196","0","2","0","2","0","0","0","1","0","0","2","53","73.4","144.3","61","28.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","10","","1",""
"270","96994","De Cordova-Reid","MID","3","Fulham","5.2","a","0.1","0","0.2","92","2.8","17.69","8","6","1.33","1410","6","3","3","29","0","0","0","4","0","0","7","290","330.6","255.3","325","90.0","1","1","1","3","2","0","","1","6","1","","3","","2","12","2","3","1","10","2","1","0","1","1","6","","1","1","1","2","9","","3","1","4","2","2","6"
"120","508395","Yarmoliuk","MID","3","Brentford","4.2","a","0.7","1","0.2","33","1.2","7.86","6","6","1.00","670","0","0","4","9","0","0","0","2","0","0","0","95","98.4","66.9","127","29.0","1","1","1","1","1","1","1","3","3","1","1","1","","","1","1","0","1","1","1","","0","1","1","3","3","1","1","1","1","","","","","","","",""
"55","232653","J.Ramsey","MID","3","Aston Villa","5.9","i","0.1","1","0.2","29","1.8","4.92","0","0","0.00","848","1","1","0","12","0","0","0","2","0","0","0","101","124.0","159.3","182","46.7","","","","","","","","","","","","1","5","2","2","1","1","","1","1","2","2","1","1","1","1","","","","","","6","1","","","","",""
"253","172632","Gray","MID","3","Everton","5.3","u","0.1","1","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209","184341","Mount","MID","3","Man United","6.8","d","0.8","0","0.2","23","1.6","3.38","4","3","1.33","509","1","0","1","13","0","0","0","2","0","0","0","93","105.8","107.6","64","27.9","","","2","1","","1","0","1","6","","","","","","","","","","","","","","","","","","1","1","1","1","2","1","","","","","2","3"
"501","445044","Kulusevski","MID","3","Tottenham","6.7","a","2.1","0","0.2","130","3.6","19.40","25","7","3.57","2759","8","3","8","46","0","0","0","7","0","0","14","463","699.8","950.7","953","260.2","16","3","2","3","","1","1","1","1","2","6","2","","9","2","1","1","","","1","1","14","2","1","12","2","2","7","3","3","3","2","2","10","1","8","3","2"
"107","249231","Lewis-Potter","MID","3","Brentford","4.7","a","0.1","0","0.2","73","2.4","15.53","16","5","3.20","1428","3","2","6","29","0","0","0","0","0","0","1","186","280.0","203.8","573","105.6","","3","3","1","8","1","1","3","3","1","2","","5","2","1","1","2","2","7","2","","9","2","1","4","1","","","","","","2","2","1","1","1","1",""
"475","207189","Berge","MID","3","Burnley","4.6","a","0.1","1","0.2","74","2","16.09","14","6","2.33","3002","1","2","2","70","0","0","0","8","1","0","3","430","533.6","446.3","161","114.3","2","4","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","","-2","1","9","2","2","1","3","2","2","2","1","1","2","9","1","1","1","1","","2"
"310","61558","Thiago","MID","3","Liverpool","4.7","d","0.1","0","0.2","1","1","0.21","0","0","0.00","5","0","0","0","1","0","0","0","0","0","0","0","3","0.6","0.4","0","0.1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"574","476502","Boubacar Traore","MID","3","Wolverhampton","4.3","a","0.3","0","0.2","25","1","5.81","8","7","1.14","802","0","0","0","23","0","0","0","4","0","0","0","122","114.4","106.5","27","25.2","1","0","1","2","3","1","0","1","1","","","1","","1","","","","","1","","","","1","1","2","","","1","1","1","1","1","1","1","1","","",""
"331","490180","Pepple","STR","4","Luton Town","4.5","u","0","0","0.2","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","205651","G.Jesus","STR","4","Arsenal","7.7","a","2.6","0","0.2","85","3.1","11.04","14","6","2.33","1470","4","7","11","11","0","0","0","6","0","0","10","271","364.8","403.0","756","152.7","1","1","4","","6","2","5","","1","","1","1","","","","","10","5","1","1","2","9","2","11","2","2","","","","2","1","5","2","1","6","1","",""
"623","534392","Burstow","STR","4","Chelsea","4.5","u","0.1","0","0.2","2","1","0.44","0","0","0.00","8","0","0","0","1","0","0","0","0","0","0","0","6","0.4","0.6","2","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",""
"154","50175","Welbeck","STR","4","B & H Albion","5.7","a","1","0","0.2","79","2.7","13.86","18","7","2.57","1687","5","4","8","28","0","0","0","4","0","0","5","261","326.2","320.9","492","114.0","2","9","2","1","2","2","2","1","6","","1","","2","6","5","3","2","2","2","5","8","1","","","","","","","","1","1","0","2","7","","1","1","2"
"117","144485","Toney","STR","4","Brentford","7.7","a","3.7","0","0.2","57","3.4","7.40","9","4","2.25","1449","4","3","3","30","0","0","0","5","0","0","4","159","289.6","205.3","522","101.4","4","1","2","2","","","1","2","5","1","2","2","2","7","6","2","10","8","","","","","","","","","","","","","","","","","","","",""
"279","244042","Muniz","STR","4","Fulham","4.3","a","4.4","0","0.2","97","3.7","22.56","18","6","3.00","1589","9","2","6","27","0","0","0","1","0","0","12","299","409.0","213.1","875","148.2","1","2","2","6","5","2","2","2","6","13","2","11","2","8","13","8","1","1","","2","2","1","","","","","","2","0","","1","","","","1","","1",""
"132","487117","Ferguson","STR","4","B & H Albion","5.7","i","3.5","0","0.2","69","2.6","12.11","0","0","0.00","1356","6","1","2","28","0","0","0","1","0","0","5","218","275.0","106.7","393","77.3","","","","","","","","","1","","1","2","2","1","1","2","1","1","1","4","","1","2","1","2","5","","2","8","2","1","1","1","1","17","2","1","5"
"326","156700","Morris","STR","4","Luton Town","4.7","a","4.3","1","0.2","146","3.8","31.06","19","6","3.17","2859","11","6","3","72","0","0","0","4","0","0","18","451","619.2","306.6","908","183.4","5","1","2","7","2","2","8","2","2","2","4","8","","10","5","11","5","7","1","7","1","","1","1","2","5","2","2","2","2","1","10","9","2","5","2","","8"
"177","44683","Rodriguez","STR","4","Burnley","5.3","a","0.2","0","0.2","41","2","7.74","2","2","1.00","811","2","1","1","18","0","0","0","0","0","0","3","108","138.8","66.2","232","42.6","1","","","","","1","1","1","1","","","1","1","1","","","","","","","1","1","5","2","6","9","2","2","1","","","2","1","","","1","",""
"7","156074","Holding","DEF","2","Crystal Palace","4.3","d","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102","213687","Goode","DEF","2","Brentford","3.9","u","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234","244723","Mitchell","DEF","2","Crystal Palace","4.5","a","4.7","0","0.1","119","3.2","26.44","40","7","5.71","3204","2","3","10","55","0","0","0","6","0","0","10","590","670.0","393.6","209","127.4","6","2","12","2","6","12","0","2","2","","3","1","5","2","1","0","1","0","6","0","1","1","","1","2","1","1","15","1","-1","6","6","5","1","4","2","2","8"
"471","233821","Ahmedhodžić","DEF","2","Sheffield Utd","4.3","a","0.2","0","0.1","31","1","7.21","6","6","1.00","2649","2","0","1","89","0","0","0","9","1","0","4","325","568.4","96.7","228","89.6","1","","-2","6","0","1","0","1","1","","0","-1","1","0","2","0","0","0","","8","","1","8","1","-1","1","","","","","1","1","-3","1","0","1","1","1"
"89","477580","Zabarnyi","DEF","2","Bournemouth","4.4","a","1.9","0","0.1","84","2.3","19.09","11","6","1.83","3330","1","0","8","67","0","0","0","5","0","0","3","583","686.0","111.1","117","91.5","1","1","1","","7","1","1","7","2","","8","6","2","0","1","2","2","0","1","7","1","","6","5","1","2","6","-1","2","0","1","0","0","6","1","1","1","2"
"357","146941","Laporte","DEF","2","Man City","4.9","u","0.1","0","0.1","1","1","0.20","0","0","0.00","11","0","0","0","0","0","0","0","0","0","0","0","4","11.4","0.1","17","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"374","232937","B.Williams","DEF","2","Man United","4","u","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"375","197365","Bailly","DEF","2","Man United","4","u","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151","111478","Veltman","DEF","2","B & H Albion","4.3","i","0.6","0","0.1","49","1.8","11.40","14","5","2.80","1579","1","1","3","32","0","0","0","4","0","0","0","294","320.8","97.8","98","51.8","","7","6","1","-1","1","","6","1","","5","1","1","","1","","","","","","","1","","1","1","1","1","2","1","1","1","-1","1","2","2","4","1","1"
"512","173904","Sánchez","DEF","2","Tottenham","4.4","u","0.1","0","0.1","0","0","0.00","0","0","0.00","76","0","0","0","2","0","0","0","1","0","0","0","9","17.0","5.0","4","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"445","116404","Felipe","DEF","2","Nottingham Forest","4.4","a","0","0","0.1","7","1.1","1.59","0","0","0.00","372","0","0","1","10","0","0","0","4","0","0","0","59","61.2","23.2","18","10.3","","","","","","","","","1","1","","-1","-1","6","","","","","","","","","1","0","0","","","","","","","","","","","","",""
"389","222690","Malacia","DEF","2","Man United","4.3","i","0","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"386","184667","Lindelof","DEF","2","Man United","4.5","d","0.2","0","0.1","62","3.3","13.78","0","0","0.00","1328","1","1","5","16","0","0","0","2","0","0","7","291","263.8","125.9","105","49.6","","","","","","","","","9","","7","1","1","0","1","1","","","","","","","","1","","6","15","","1","5","2","2","6","1","1","1","","1"
"563","214048","Kilman","DEF","2","Wolverhampton","4.4","a","1.7","0","0.1","82","2.2","18.64","7","7","1.00","3420","2","0","5","65","0","0","0","7","0","0","3","592","853.6","233.1","212","130.2","1","1","0","2","2","1","1","2","0","","2","1","6","2","1","1","6","5","13","1","2","1","2","5","1","1","2","1","1","1","2","2","2","1","1","8","-1","2"
"10","440854","Kiwior","DEF","2","Arsenal","4","a","0.6","0","0.1","67","3.4","16.75","8","3","2.67","942","1","3","6","8","0","0","0","1","0","0","1","260","228.8","106.9","90","42.7","","1","","1","6","","","","6","","2","10","8","9","6","3","1","1","1","","","1","","1","1","","1","","6","","","","","","","1","1",""
"428","169359","Targett","DEF","2","Newcastle United","4.2","i","0.1","0","0.1","2","0.7","0.48","0","0","0.00","77","0","0","0","4","0","0","0","1","0","0","0","15","9.2","11.9","0","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","0","1","",""
"703","37642","Evans","DEF","2","Man United","4","a","0.6","0","0.1","49","2.1","12.25","4","4","1.00","1389","0","1","4","24","0","0","0","2","0","0","3","293","330.8","81.2","21","43.6","1","3","0","","","","","1","","","6","2","","1","1","","1","1","1","1","0","6","1","1","","","","6","1","1","2","","12","","0","","",""
"625","547686","De Fougerolles","DEF","2","Fulham","3.9","a","0.1","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"634","545477","A.Murphy","DEF","2","Newcastle United","3.9","a","0.4","0","0.1","2","1","0.51","1","1","1.00","11","0","0","0","0","0","0","0","0","0","0","0","6","2.6","1.0","0","0.3","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"637","547659","Powell","DEF","2","Nottingham Forest","3.9","a","0.2","0","0.1","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150","469142","Van Hecke","DEF","2","B & H Albion","4","i","2.1","0","0.1","61","2.2","15.25","2","2","1.00","2368","0","0","5","38","0","0","0","4","0","0","3","454","631.8","176.4","175","98.5","","","","","0","2","1","6","0","","6","1","1","6","1","2","0","6","8","1","2","1","2","1","1","1","2","3","","1","1","","","1","2","","","2"
"90","191866","Ajer","DEF","2","Brentford","4.4","a","0.7","0","0.1","68","2.4","15.45","15","4","3.75","1826","2","1","5","33","0","0","0","5","0","0","3","323","406.8","166.6","223","79.7","","6","1","2","6","","1","6","9","7","1","1","0","2","1","1","1","1","","","","","","","","1","0","0","7","5","1","2","0","","1","","4","1"
