"Id","Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT","Wk 38","Wk 37","Wk 36","Wk 35","Wk 34","Wk 33","Wk 32","Wk 31","Wk 30","Wk 29","Wk 28","Wk 27","Wk 26","Wk 25","Wk 24","Wk 23","Wk 22","Wk 21","Wk 20","Wk 19","Wk 18","Wk 17","Wk 16","Wk 15","Wk 14","Wk 13","Wk 12","Wk 11","Wk 10","Wk 9","Wk 8","Wk 7","Wk 6","Wk 5","Wk 4","Wk 3","Wk 2","Wk 1"
"611","220362","Disasi","DEF","2","Chelsea","4.9","a","3.4","7","4.5","71","2.3","14.49","2","3","0.67","2579","2","0","5","50","1","0","0","6","0","0","6","468","573.2","105.5","172","85.1","","","1","1","0","","1","1","1","","1","9","","2","1","-2","-1","5","0","2","2","6","1","1","1","","0","2","2","","2","6","2","5","2","6","0","11"
"103","194010","Henry","DEF","2","Brentford","4.2","i","0.8","7","4.2","13","2.6","3.10","0","0","0.00","401","0","1","1","5","0","0","0","1","0","0","0","74","72.8","67.9","17","15.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","5","4"
"294","194634","Diogo J.","MID","3","Liverpool","7.9","a","1.7","3","4","110","5.2","13.92","13","2","6.50","1141","10","7","5","11","0","0","0","1","1","0","7","328","483.8","290.2","639","141.4","","","","","12","1","","","","","","","","4","7","2","8","19","7","6","","","","","","1","8","3","6","3","","-2","6","1","1","4","12","1"
"403","215379","Anderson","MID","3","Newcastle United","4.2","a","1.8","2","4","42","2","10.00","16","7","2.29","1018","0","2","5","14","0","0","0","3","0","0","3","144","187.4","223.7","201","61.1","1","9","0","2","1","3","1","3","1","","1","1","","","","","","","","","","","","","","","","","","1","2","3","6","3","1","1","1","1"
"196","478912","Chukwuemeka","MID","3","Chelsea","4.2","a","1","2","3.9","16","1.8","3.81","1","1","1.00","222","1","1","0","5","0","0","0","2","0","0","0","53","78.4","68.6","52","19.9","","","","","","1","1","1","","","1","","","","","1","4","1","","","","","","","","","","","","","","","","","","","5","1"
"126","486672","Caicedo","MID","3","Chelsea","4.5","a","1.2","6","3.8","84","2.4","18.67","34","8","4.25","2865","1","3","7","50","0","0","0","11","0","0","6","466","613.6","403.2","68","108.2","10","9","6","4","2","3","2","1","2","","1","2","","1","2","4","1","3","2","1","","3","2","2","2","1","1","2","1","2","1","3","2","","2","3","1",""
"264","218997","Simms","STR","4","Everton","4.5","u","0","5","3.4","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","184704","Nakamba","MID","3","Luton Town","4.3","i","0.4","6","3.2","21","1.6","4.88","0","0","0.00","1131","0","0","0","24","0","0","0","5","0","0","0","131","146.4","102.8","14","26.5","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","1","2","2","2","3","2","2","1","1","","2"
"341","211975","Akanji","DEF","2","Man City","5","a","5.6","3","3.1","112","3.7","22.40","32","7","4.57","2512","2","0","11","23","0","0","0","2","1","0","8","560","536.4","298.7","137","97.4","2","12","2","8","6","2","1","2","6","","2","","8","11","1","","","","6","1","","","1","2","1","2","6","8","","-1","","1","5","2","2","","7","6"
"599","243557","Diaby","MID","3","Aston Villa","6.3","a","5.8","2","3.1","142","3.7","22.54","23","6","3.83","2168","6","11","8","40","0","0","0","1","0","0","10","429","515.4","617.8","675","180.6","2","5","3","1","9","3","1","2","14","4","1","4","1","1","0","1","2","3","7","1","3","2","1","1","4","1","6","2","13","2","2","8","3","5","2","12","3","7"
"36","199796","Cash","DEF","2","Aston Villa","4.5","i","9.9","3","2.9","64","2.2","14.22","6","3","2.00","2138","2","2","3","36","1","0","0","8","0","0","4","337","465.2","231.8","378","107.1","","","1","4","1","","","","","1","0","1","1","2","0","1","1","1","","","1","2","1","","1","0","2","0","5","2","2","6","6","1","-1","17","6","-1"
"349","61366","De Bruyne","MID","3","Man City","10.6","a","16.6","4","2.8","98","5.4","9.25","38","7","5.43","1219","4","10","7","8","0","0","0","2","0","0","11","415","527.6","898.1","406","183.3","2","12","2","11","9","2","18","","3","","6","2","0","2","4","5","7","12","","","","","","","","","","","","","","","","","","","","1"
"265","17761","Tarkowski","DEF","2","Everton","4.6","a","5.4","3","2.7","117","3.1","25.43","27","7","3.86","3420","1","1","13","51","0","0","0","11","0","0","10","649","917.4","269.5","320","151.1","0","9","2","5","13","-2","5","1","0","","1","1","1","2","1","1","6","5","0","1","1","6","6","6","8","1","1","1","6","0","7","1","14","2","1","2","0","2"
"316","165183","Bell","DEF","2","Luton Town","3.8","i","2.2","3","2.6","35","1.7","9.21","0","0","0.00","1720","0","0","2","41","0","0","0","0","0","0","3","263","358.2","119.6","50","52.7","","","","","","","","","","","","1","","1","3","0","6","2","1","1","7","","1","0","1","2","","","","","","3","2","2","1","1","","0"
"524","84182","Areola","GK","1","West Ham","4.2","a","22.3","1","2.6","116","3.7","27.62","10","4","2.50","2700","0","0","4","53","1","2","0","1","0","138","11","598","1023.4","0.0","0","102.4","4","2","3","1","","","","","2","3","2","13","2","3","0","1","3","3","11","10","8","","","","2","3","2","1","3","1","1","6","2","4","2","5","10","3"
"382","493105","Garnacho","MID","3","Man United","5","a","9.8","4","2.6","131","3.6","26.20","20","7","2.86","2564","7","7","8","39","0","0","0","4","0","0","7","372","527.2","616.8","1103","224.3","3","4","2","2","5","4","2","14","1","","9","2","2","5","2","16","1","2","4","14","2","3","2","4","2","8","3","2","1","1","1","1","","1","1","","2","3"
"437","210156","Awoniyi","STR","4","Nottingham Forest","6.3","a","1.3","2","2.6","67","3.4","10.63","3","3","1.00","1036","6","3","3","21","0","0","0","2","0","0","5","247","303.2","134.4","308","74.2","1","1","1","","","","","","","","1","1","4","7","2","2","5","","","","","","","","","","6","2","1","","","2","1","5","5","6","7","7"
"51","149484","Mings","DEF","2","Aston Villa","4.1","i","1","4","2.5","0","0","0.00","0","0","0.00","30","0","0","0","2","0","0","0","0","0","0","0","5","3.6","13.0","5","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"358","477064","R.Lewis","DEF","2","Man City","4.2","a","0.4","0","2.5","52","3.2","12.38","4","3","1.33","804","2","0","4","9","0","0","0","1","0","0","2","215","148.0","195.9","114","45.8","","1","","","1","2","8","2","6","","","","","","","","2","","1","","","8","","5","1","","","1","","","6","","","1","1","","","6"
"584","244954","Pau","DEF","2","Aston Villa","4.6","a","2.8","3","2.4","85","2.9","18.48","12","5","2.40","2462","2","0","6","37","0","0","0","1","0","0","4","461","479.4","150.6","135","76.6","","1","2","1","2","6","1","","6","2","0","","1","2","","","","","1","","","2","6","6","0","8","2","1","2","2","10","2","8","2","1","2","6","0"
"352","121160","Ederson M.","GK","1","Man City","5.5","i","13.1","1","2.4","112","3.4","20.36","25","6","4.17","2785","0","0","11","27","0","0","0","5","0","57","5","569","551.8","10.0","0","56.0","","13","2","1","7","2","","","","","0","2","9","11","7","2","1","1","6","2","","0","2","4","1","2","1","2","7","","1","1","6","2","3","2","6","6"
"119","216646","Wissa","STR","4","Brentford","5.7","a","5.1","4","2.3","131","3.9","22.98","38","6","6.33","2488","12","4","11","40","0","0","0","7","0","0","15","457","593.0","383.9","769","173.2","9","11","1","2","13","2","5","2","1","2","5","6","5","2","","","","","2","7","","2","2","0","2","2","2","2","2","8","5","2","2","1","2","2","11","9"
"585","445122","J.Timber","DEF","2","Arsenal","4.6","a","0.4","2","2.1","0","0","0.00","0","1","0.00","70","0","0","0","0","0","0","0","2","0","0","0","4","5.8","4.7","2","1.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"276","212314","Lukić","MID","3","Fulham","4.3","i","0.3","4","1.8","43","1.8","10.00","9","4","2.25","1113","1","0","5","20","0","0","0","3","0","0","0","157","192.4","155.6","115","46.2","","","3","1","2","3","0","1","2","8","2","3","2","0","","","","1","","1","","1","","1","","1","","1","1","2","","1","","","","1","2","3"
"343","461358","J.Alvarez","STR","4","Man City","6.4","a","15.4","0","1.8","158","4.4","24.69","24","6","4.00","2644","11","11","12","24","0","0","0","2","0","0","17","662","737.0","1005.2","992","273.3","","6","5","2","6","5","2","2","","","2","4","1","7","2","2","13","2","7","8","","2","5","2","5","2","5","2","2","9","2","8","1","9","14","2","7","5"
"285","167074","Tete","DEF","2","Fulham","4.4","a","0.3","0","1.7","27","1.9","6.14","1","1","1.00","863","1","0","2","21","0","0","0","2","0","0","0","161","194.8","93.4","67","35.6","1","","","","","","","1","1","1","","","","","","1","","2","","1","","0","","","7","","","","","","","","","6","0","0","1","5"
"466","201440","Ui-jo","STR","4","Nottingham Forest","4.4","u","0.2","1","1.6","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","49262","Steele","GK","1","B & H Albion","4","a","1.7","0","1.4","42","2.5","10.50","1","2","0.50","1530","0","0","2","34","0","0","0","0","0","43","5","300","382.2","0.1","0","38.2","1","","","","0","","","","","","","1","","","2","","1","10","8","1","","","","2","1","","2","","3","2","","0","","3","","","3","2"
"26","116216","Trossard","MID","3","Arsenal","6.6","a","3.6","3","1.4","138","4.1","20.91","41","7","5.86","1633","12","2","12","10","0","0","0","2","0","0","11","398","563.6","384.7","746","169.5","2","11","8","3","14","3","6","3","1","","2","1","1","11","8","8","1","8","1","2","1","1","1","1","2","3","13","1","1","6","1","","","11","","1","","1"
"342","126184","Aké","DEF","2","Man City","5","a","5.2","2","1.3","99","3.4","19.80","16","5","3.20","2039","2","3","6","20","0","0","0","0","0","0","6","483","447.2","197.7","249","89.7","1","1","2","6","6","","","","1","","2","2","6","2","11","2","2","1","6","5","","1","2","","1","7","","9","","1","2","1","1","1","8","2","","7"
"42","101188","Digne","DEF","2","Aston Villa","4.6","a","3.1","3","1.3","85","2.6","18.48","17","6","2.83","2405","1","4","6","41","0","0","0","7","0","0","5","420","446.4","601.6","200","124.9","-1","1","2","1","2","12","1","0","0","1","0","7","1","1","1","","","","","1","6","","5","6","1","2","2","1","2","2","2","1","5","5","1","5","10","-1"
"498","40383","Forster","GK","1","Tottenham","3.8","i","1.6","0","1.3","0","0","0.00","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82","437730","Semenyo","STR","4","Bournemouth","4.5","a","2","3","1.3","107","3.2","23.78","17","6","2.83","2099","8","4","8","33","0","0","0","6","0","0","14","363","505.8","411.2","748","166.7","1","2","2","2","10","","2","3","2","","15","7","2","8","1","1","2","","1","5","1","","1","2","5","5","2","1","9","","","1","1","","1","2","6","4"
"112","231065","Pinnock","DEF","2","Brentford","4.5","a","1.4","1","1.2","77","2.7","17.11","18","6","3.00","2521","2","0","5","46","0","0","0","1","0","0","5","479","653.0","63.4","221","94.2","0","2","6","2","7","1","","","","","","","","","6","1","1","1","1","0","","1","2","1","2","2","1","1","15","7","1","2","1","2","1","2","7","1"
"219","466117","Ahamada","MID","3","Crystal Palace","4.3","a","0.4","0","1.2","16","0.8","3.72","0","3","0.00","332","0","0","0","14","0","0","0","2","1","0","0","52","41.2","25.2","61","12.9","","-1","","1","0","","1","","","","1","","1","1","1","1","","1","","","","1","0","1","","1","1","1","1","","","","","1","","1","1",""
"29","198869","White","DEF","2","Arsenal","6.1","a","23.3","0","1.1","182","4.9","29.84","46","7","6.57","2987","4","5","18","26","0","0","0","8","0","0","14","776","766.0","589.4","234","159.0","2","6","6","1","26","5","5","6","6","","11","13","2","6","9","1","2","6","1","1","1","5","2","4","1","1","","2","6","0","9","14","4","7","2","1","7","1"
"616","477424","Gvardiol","DEF","2","Man City","5.2","a","18.1","0","1.1","123","4.4","23.65","68","7","9.71","2327","4","2","9","23","0","0","0","3","0","0","12","549","544.2","362.1","389","129.7","2","27","6","15","6","12","0","2","9","","","","","","","2","2","1","6","1","","1","2","2","0","","0","","6","2","2","","7","1","","2","6","1"
"49","98980","Martinez","GK","1","Aston Villa","5.2","a","10.5","3","1.1","115","3.4","22.12","13","4","3.25","3015","0","0","8","48","2","0","0","4","0","95","19","640","802.0","20.0","0","82.2","","0","","1","3","9","1","","10","5","0","1","1","3","2","7","2","9","1","2","2","1","10","9","2","4","3","1","0","3","3","2","6","2","1","","8","1"
"391","221820","Martinez","DEF","2","Man United","4.7","a","2.1","4","1","15","1.4","3.19","2","2","1.00","643","0","1","1","12","1","0","0","3","0","0","0","134","144.4","45.7","4","19.4","1","1","","","","","","","1","","","","","","","6","0","1","","","","","","","","","","","","","","","","4","1","1","-1","0"
"596","432720","Trafford","GK","1","Burnley","4.4","a","0.9","0","0.9","70","2.5","15.91","0","0","0.00","2520","0","0","2","62","0","0","0","2","0","106","5","533","903.6","3.3","0","90.7","","","","","","","","","","","1","1","2","0","4","2","1","2","2","3","9","2","7","3","7","1","2","1","2","3","0","5","3","2","1","2","","2"
"378","449434","Elanga","MID","3","Nottingham Forest","4.9","a","1.1","0","0.9","119","3.3","24.29","11","5","2.20","2424","5","9","2","47","0","0","0","1","0","0","5","386","536.4","441.6","618","159.2","5","1","2","2","1","","6","2","1","2","1","2","2","6","7","2","1","","5","10","7","2","2","2","2","7","6","3","2","9","1","2","1","2","7","1","1","4"
"415","219168","Isak","STR","4","Newcastle United","8.4","a","41","0","0.9","172","5.7","20.48","52","7","7.43","2253","21","4","7","41","0","0","1","1","0","0","23","645","877.6","362.6","1054","229.4","14","4","7","13","2","12","2","8","15","","6","8","2","","","","1","6","6","7","1","","2","2","2","8","","","","1","13","6","5","","2","2","2","13"
