ID,Min,PPG,Player Name,team_code,season,New In Team,Position,New In League,time_in_league,max_minutes_in_position_past_season,max_minutes_by_signing_past_season,points_last_season,avg_points_last_2_seasons,avg_points_last_3_seasons,minutes_last_season,avg_minutes_last_2_seasons,avg_minutes_last_3_seasons,minutes_last_season_same_team,avg_minutes_last_2_seasons_same_team,avg_minutes_last_3_seasons_same_team
183751,0,0.0,Benson,90,2025-26,True,3.0,True,1,,,1.0,1.0,1.0,110.0,110.0,110.0,110.0,110.0,110.0
184029,2321,3.9,Ødegaard,3,2025-26,False,3.0,False,5,,1575.0,3.9,4.6,4.966666666666667,2321.0,2709.5,2850.3333333333335,2321.0,2709.5,2850.3333333333335
184254,2160,2.8,Vicario,6,2025-26,False,1.0,False,2,,2199.0,2.8,2.8499999999999996,2.8499999999999996,2160.0,2790.0,2790.0,2160.0,2790.0,2790.0
184341,613,1.5,Mount,1,2025-26,False,3.0,False,6,,2836.0,1.5,1.55,2.1666666666666665,613.0,561.0,922.0,613.0,561.0,561.0
184349,574,3.6,Sessegnon,54,2025-26,False,3.0,False,7,,2673.0,3.6,1.8,1.9000000000000001,574.0,287.0,459.6666666666667,574.0,1432.5,1432.5
184754,646,1.8,Hee Chan,39,2025-26,False,3.0,False,4,,2587.0,1.8,3.05,2.766666666666667,646.0,1381.0,1293.0,646.0,1381.0,1293.0
191866,1433,1.6,Ajer,94,2025-26,False,2.0,False,4,,2584.0,1.6,2.0,2.4,1433.0,1629.5,1340.6666666666667,1433.0,1629.5,1340.6666666666667
192290,0,0.0,Roberts,90,2025-26,True,2.0,True,4,,,0.9,2.1,2.0,817.0,1253.0,924.3333333333334,817.0,1253.0,1253.0
194010,94,0.8,Henry,94,2025-26,False,2.0,False,4,,2584.0,0.8,1.7000000000000002,2.1333333333333333,94.0,247.5,1245.0,94.0,247.5,1245.0
195384,1575,3.3,Merino,3,2025-26,False,3.0,False,3,,1575.0,3.3,1.65,1.7666666666666666,1575.0,787.5,970.6666666666666,1575.0,1575.0,1575.0
195546,89,0.9,Buendía,7,2025-26,False,3.0,False,5,,1613.0,0.9,0.45,1.3333333333333333,89.0,44.5,831.0,89.0,44.5,831.0
197024,1147,1.6,G.Rodriguez,21,2025-26,False,3.0,False,1,,3348.0,1.6,1.6,1.6,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0
198869,1195,2.9,White,3,2025-26,False,2.0,False,6,,1575.0,2.9,3.8999999999999995,3.966666666666667,1195.0,2091.0,2412.0,1195.0,2091.0,2412.0
199598,0,0.0,Ampadu,2,2025-26,True,3.0,True,7,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
199670,141,1.2,Édouard,31,2025-26,True,4.0,False,4,,,1.2,1.9,2.0333333333333337,141.0,843.0,1158.0,1545.0,1666.5,1629.0
199796,2069,2.8,Cash,7,2025-26,False,2.0,False,5,,1613.0,2.8,2.5,2.4,2069.0,2103.5,2008.0,2069.0,2103.5,2008.0
199798,2936,3.0,Konsa,7,2025-26,False,2.0,False,6,,1613.0,3.0,2.8,2.8333333333333335,2936.0,3002.5,3109.0,2936.0,3002.5,3109.0
200089,1065,1.4,Willock,4,2025-26,False,3.0,False,8,,299.0,1.4,1.7,2.3,1065.0,740.0,1345.3333333333333,1065.0,740.0,1345.3333333333333
200617,0,0.0,James,2,2025-26,True,3.0,True,5,,,1.9,2.3,2.5,802.0,1645.5,1399.3333333333333,2489.0,2489.0,2489.0
200641,483,2.2,Nelson,3,2025-26,True,3.0,False,8,,,2.2,1.6500000000000001,2.3666666666666667,483.0,369.5,313.6666666666667,256.0,229.0,159.0
200720,900,4.5,Kelleher,94,2025-26,True,1.0,False,6,,,4.5,3.95,3.3000000000000003,900.0,900.0,630.0,,,
200785,1959,2.1,Adams,91,2025-26,False,3.0,False,3,,2790.0,2.1,1.9,1.9333333333333333,1959.0,1038.5,1411.0,1959.0,1038.5,1038.5
201595,0,0.0,Perri,2,2025-26,True,1.0,True,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
201658,1932,3.0,Tavernier,91,2025-26,False,3.0,False,3,,2790.0,3.0,3.0,3.3666666666666667,1932.0,2025.0,1930.0,1932.0,2025.0,1930.0
201666,1746,3.9,Barnes,4,2025-26,False,3.0,False,8,,299.0,3.9,3.45,3.6666666666666665,1746.0,1267.0,1747.6666666666667,1746.0,1267.0,1267.0
202641,3060,3.5,Onana,1,2025-26,False,1.0,False,2,,2836.0,3.5,3.5,3.5,3060.0,3240.0,3240.0,3060.0,3240.0,3240.0
202993,1640,1.9,Bentancur,6,2025-26,False,3.0,False,4,,2199.0,1.9,1.65,2.4,1640.0,1318.5,1379.3333333333333,1640.0,1318.5,1379.3333333333333
204120,0,0.0,Boscagli,36,2025-26,True,2.0,True,0,,,,,,,,,,,
204214,2399,2.1,Estupiñan,36,2025-26,False,2.0,False,3,,1831.0,2.1,2.55,2.9333333333333336,2399.0,1820.5,2105.0,2399.0,1820.5,2105.0
204480,2823,3.6,Rice,3,2025-26,False,3.0,False,9,,1575.0,3.6,3.95,3.6666666666666665,2823.0,3024.0,3106.6666666666665,2823.0,3024.0,3024.0
204580,2251,2.3,Janelt,94,2025-26,False,3.0,False,4,,2584.0,2.3,2.3499999999999996,2.3666666666666667,2251.0,2652.5,2502.0,2251.0,2652.5,2502.0
204646,296,2.4,Malen,7,2025-26,False,3.0,False,1,,1613.0,2.4,2.4,2.4,296.0,296.0,296.0,296.0,296.0,296.0
204716,2561,3.4,Konaté,14,2025-26,False,2.0,False,4,,103.0,3.4,2.95,2.8666666666666667,2561.0,2065.5,1894.0,2561.0,2065.5,1894.0
204822,0,0.0,O.Richards,17,2025-26,False,2.0,False,3,,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
