ID,Min,PPG,Tot Pts,birth_date,Player Name,team_code,team_join_date,Position,season,New In League,New In Team,time_in_league,max_minutes_in_position_past_season,max_minutes_by_signing_past_season,avg_ppg_position_team_high_minutes,points_last_season,avg_points_last_2_seasons,avg_points_last_3_seasons,minutes_last_season,avg_minutes_last_2_seasons,avg_minutes_last_3_seasons,minutes_last_season_same_team,avg_minutes_last_2_seasons_same_team,avg_minutes_last_3_seasons_same_team
50471,1465,2.5,45,,McArthur,31,,MID,2020-21,False,False,4,,2167.0,,2.5,2.85,2.9333333333333336,3091.0,3074.0,2857.6666666666665,3091.0,3074.0,2857.6666666666665
50471,1434,2.6,54,,McArthur,31,,MID,2021-22,False,False,5,,2555.0,,2.5,2.5,2.733333333333334,1465.0,2278.0,2537.6666666666665,1465.0,2278.0,2537.6666666666665
50471,50,1.0,4,,McArthur,31,,MID,2022-23,False,False,6,,3222.0,,2.6,2.55,2.533333333333333,1434.0,1449.5,1996.6666666666667,1434.0,1449.5,1996.6666666666667
50472,613,1.9,23,,McCarthy,11,,MID,2016-17,False,False,0,,,,,,,,,,,,
50472,204,1.5,6,,McCarthy,11,,MID,2017-18,False,False,1,,,,1.9,1.9,1.9,613.0,613.0,613.0,613.0,613.0,613.0
50472,14,1.0,1,,McCarthy,11,,MID,2018-19,False,False,2,,3420.0,,1.5,1.7,1.7,204.0,408.5,408.5,204.0,408.5,408.5
50472,1668,1.2,41,,McCarthy,31,,MID,2019-20,False,True,3,3420.0,,3.1,1.0,1.25,1.4666666666666668,14.0,109.0,277.0,,,
50472,816,1.6,26,,McCarthy,31,,MID,2020-21,False,False,4,,2167.0,,1.2,1.1,1.2333333333333334,1668.0,841.0,628.6666666666666,1668.0,1668.0,1668.0
51090,1935,4.0,92,,Thiago Silva,8,,DEF,2020-21,True,True,0,3229.0,,3.1,,,,,,,,,
51090,2649,4.1,130,,Thiago Silva,8,,DEF,2021-22,False,False,1,,2745.0,,4.0,4.0,4.0,1935.0,1935.0,1935.0,1935.0,1935.0,1935.0
51090,2351,3.0,80,,Thiago Silva,8,,DEF,2022-23,False,False,2,,1583.0,,4.1,4.05,4.05,2649.0,2292.0,2292.0,2649.0,2292.0,2292.0
51090,2525,3.2,98,,T.Silva,8,,DEF,2023-24,False,False,3,,1886.0,,3.0,3.55,3.6999999999999997,2351.0,2500.0,2311.6666666666665,2351.0,2500.0,2311.6666666666665
51344,2131,2.2,74,,van La Parra,38,,MID,2017-18,True,True,0,,,,,,,,,,,,
51344,405,2.0,10,,van La Parra,38,,MID,2018-19,False,False,1,,3420.0,,2.2,2.2,2.2,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0
51507,2821,3.7,121,,Koscielny,3,,DEF,2016-17,False,False,0,,,,,,,,,,,,
51507,2225,4.0,100,,Koscielny,3,,DEF,2017-18,False,False,1,,,,3.7,3.7,3.7,2821.0,2821.0,2821.0,2821.0,2821.0,2821.0
51507,1329,3.6,62,,Koscielny,3,,DEF,2018-19,False,False,2,,2197.0,,4.0,3.85,3.85,2225.0,2523.0,2523.0,2225.0,2523.0,2523.0
51507,0,0.0,0,,Koscielny,3,,DEF,2019-20,False,False,3,,2835.0,,3.6,3.8,3.766666666666667,1329.0,1777.0,2125.0,1329.0,1777.0,2125.0
51917,0,0.0,0,,Cavalieri,31,,GK,2017-18,True,True,0,2610.0,,3.2,,,,,,,,,
51927,3015,2.8,94,,Mee,90,,DEF,2016-17,False,False,0,,,,,,,,,,,,
51927,2610,3.1,90,,Mee,90,,DEF,2017-18,False,False,1,,,,2.8,2.8,2.8,3015.0,3015.0,3015.0,3015.0,3015.0,3015.0
51927,3420,2.1,81,,Mee,90,,DEF,2018-19,False,False,2,,3420.0,,3.1,2.95,2.95,2610.0,2812.5,2812.5,2610.0,2812.5,2812.5
51927,2880,3.4,110,,Mee,90,,DEF,2019-20,False,False,3,,1710.0,,2.1,2.6,2.6666666666666665,3420.0,3015.0,3015.0,3420.0,3015.0,3015.0
51927,2693,3.4,102,,Mee,90,,DEF,2020-21,False,False,4,,2002.0,,3.4,2.75,2.8666666666666667,2880.0,3150.0,2970.0,2880.0,3150.0,2970.0
51927,1839,3.5,74,,Mee,90,,DEF,2021-22,False,False,5,,257.0,,3.4,3.4,2.966666666666667,2693.0,2786.5,2997.6666666666665,2693.0,2786.5,2997.6666666666665
51927,3269,3.9,143,,Mee,94,,DEF,2022-23,False,True,6,3321.0,,3.175,3.5,3.45,3.4333333333333336,1839.0,2266.0,2470.6666666666665,,,
51927,1272,2.4,39,,Mee,94,,DEF,2023-24,False,False,7,,3269.0,,3.9,3.7,3.5999999999999996,3269.0,2554.0,2600.3333333333335,3269.0,3269.0,3269.0
51927,180,1.3,9,1989-09-21,Mee,94,2022-07-21,DEF,2024-25,False,False,8,,3285.0,,2.4,3.15,3.266666666666667,1272.0,2270.5,2126.6666666666665,1272.0,2270.5,2270.5
51934,754,1.9,17,,Zieler,13,,GK,2016-17,False,False,0,,,,,,,,,,,,
51938,2412,2.9,95,,Albrighton,13,,MID,2016-17,False,False,0,,,,,,,,,,,,
51938,2533,3.1,107,,Albrighton,13,,MID,2017-18,False,False,1,,,,2.9,2.9,2.9,2412.0,2412.0,2412.0,2412.0,2412.0,2412.0
51938,1617,2.3,63,,Albrighton,13,,MID,2018-19,False,False,2,,3420.0,,3.1,3.0,3.0,2533.0,2472.5,2472.5,2533.0,2472.5,2472.5
51938,857,1.9,38,,Albrighton,13,,MID,2019-20,False,False,3,,3123.0,,2.3,2.7,2.766666666666667,1617.0,2075.0,2187.3333333333335,1617.0,2075.0,2187.3333333333335
51938,1735,2.5,78,,Albrighton,13,,MID,2020-21,False,False,4,,1998.0,,1.9,2.0999999999999996,2.433333333333333,857.0,1237.0,1669.0,857.0,1237.0,1669.0
51938,1127,2.4,40,,Albrighton,13,,MID,2021-22,False,False,5,,2345.0,,2.5,2.2,2.233333333333333,1735.0,1296.0,1403.0,1735.0,1296.0,1403.0
51938,232,2.2,13,,Albrighton,13,,MID,2022-23,False,False,6,,2101.0,,2.4,2.45,2.2666666666666666,1127.0,1431.0,1239.6666666666667,1127.0,1431.0,1239.6666666666667
51940,3150,3.9,136,,de Gea,1,,GK,2016-17,False,False,0,,,,,,,,,,,,
51940,3330,4.6,172,,De Gea,1,,GK,2017-18,False,False,1,,,,3.9,3.9,3.9,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0
51940,3420,3.2,120,,de Gea,1,,GK,2018-19,False,False,2,,3117.0,,4.6,4.25,4.25,3330.0,3240.0,3240.0,3330.0,3240.0,3240.0
51940,3420,3.8,143,,de Gea,1,,GK,2019-20,False,False,3,,1039.0,,3.2,3.9,3.9,3420.0,3375.0,3300.0,3420.0,3375.0,3300.0
51940,2295,3.5,91,,de Gea,1,,GK,2020-21,False,False,4,,3420.0,,3.8,3.5,3.8666666666666667,3420.0,3420.0,3390.0,3420.0,3420.0,3390.0
51940,3420,3.5,132,,de Gea,1,,GK,2021-22,False,False,5,,1364.0,,3.5,3.65,3.5,2295.0,2857.5,3045.0,2295.0,2857.5,3045.0
51940,3420,4.2,161,,De Gea,1,,GK,2022-23,False,False,6,,2454.0,,3.5,3.5,3.6,3420.0,2857.5,3045.0,3420.0,2857.5,3045.0
52153,2280,2.6,71,,Britos,57,,DEF,2016-17,False,False,0,,,,,,,,,,,,
52153,795,1.8,22,,Britos,57,,DEF,2017-18,False,False,1,,,,2.6,2.6,2.6,2280.0,2280.0,2280.0,2280.0,2280.0,2280.0
52153,184,1.0,3,,Britos,57,,DEF,2018-19,False,False,2,,2817.0,,1.8,2.2,2.2,795.0,1537.5,1537.5,795.0,1537.5,1537.5
52287,576,1.6,18,,Evandro,88,,MID,2016-17,False,False,0,,,,,,,,,,,,
52484,591,1.9,15,,Balogun,36,,DEF,2018-19,True,True,0,3420.0,,2.8,,,,,,,,,
52484,0,0.0,0,,Balogun,36,,DEF,2019-20,False,False,1,,2166.0,,1.9,1.9,1.9,591.0,591.0,591.0,591.0,591.0,591.0
52538,568,1.2,18,,Fernando,43,,MID,2016-17,False,False,0,,,,,,,,,,,,
52538,0,0.0,0,,Fernando,43,,MID,2017-18,False,False,1,,,,1.2,1.2,1.2,568.0,568.0,568.0,568.0,568.0,568.0
52775,167,1.7,5,,Nkoulou,57,,DEF,2021-22,True,True,0,,,,,,,,,,,,
52940,1614,1.9,50,,Janmaat,57,,DEF,2016-17,False,False,0,,,,,,,,,,,,
52940,1818,2.6,59,,Janmaat,57,,DEF,2017-18,False,False,1,,,,1.9,1.9,1.9,1614.0,1614.0,1614.0,1614.0,1614.0,1614.0
52940,1520,2.8,50,,Janmaat,57,,DEF,2018-19,False,False,2,,2817.0,,2.6,2.25,2.25,1818.0,1716.0,1716.0,1818.0,1716.0,1716.0
52940,606,4.5,36,,Janmaat,57,,DEF,2019-20,False,False,3,,3420.0,,2.8,2.7,2.433333333333333,1520.0,1669.0,1650.6666666666667,1520.0,1669.0,1650.6666666666667
53371,962,1.6,33,,Meyler,88,,MID,2016-17,False,False,0,,,,,,,,,,,,
54102,1950,2.1,61,,Wilshere,91,,MID,2016-17,False,False,0,,,,,,,,,,,,
54102,1185,2.3,46,,Wilshere,3,,MID,2017-18,False,True,1,3217.0,,3.8857142857142857,2.1,2.1,2.1,1950.0,1950.0,1950.0,,,
54102,388,2.1,17,,Wilshere,21,,MID,2018-19,False,True,2,2798.0,,3.3200000000000003,2.3,2.2,2.2,1185.0,1567.5,1567.5,,,
54102,209,1.0,8,,Wilshere,21,,MID,2019-20,False,False,3,,3420.0,,2.1,2.2,2.1666666666666665,388.0,786.5,1174.3333333333333,388.0,388.0,388.0
54102,0,0.0,0,,Wilshere,21,,MID,2020-21,False,False,4,,2259.0,,1.0,1.55,1.8,209.0,298.5,594.0,209.0,298.5,298.5
54284,1585,2.6,60,,Löwe,38,,DEF,2017-18,True,True,0,,,,,,,,,,,,
54284,2052,1.7,49,,Löwe,38,,DEF,2018-19,False,False,1,,3420.0,,2.6,2.6,2.6,1585.0,1585.0,1585.0,1585.0,1585.0,1585.0
54316,447,1.5,24,,Ulloa,13,,FWD,2016-17,False,False,0,,,,,,,,,,,,
54316,279,1.4,20,,Ulloa,36,,FWD,2017-18,False,True,1,,,,1.5,1.5,1.5,447.0,447.0,447.0,,,
54421,466,1.5,24,,Ayité,54,,MID,2018-19,True,True,0,,,,,,,,,,,,
54469,3101,2.9,104,,Smith,91,,DEF,2016-17,False,False,0,,,,,,,,,,,,
54469,2067,2.1,56,,Adam Smith,91,,DEF,2017-18,False,False,1,,,,2.9,2.9,2.9,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0
54469,2067,2.8,70,,Adam Smith,91,,DEF,2018-19,False,False,2,,3420.0,,2.1,2.5,2.5,2067.0,2584.0,2584.0,2067.0,2584.0,2584.0
54469,2055,2.0,49,,Adam Smith,91,,DEF,2019-20,False,False,3,,2505.0,,2.8,2.45,2.6,2067.0,2067.0,2411.6666666666665,2067.0,2067.0,2411.6666666666665
54469,2940,2.0,74,,Smith,91,,DEF,2022-23,True,True,4,,,,2.0,2.4,2.3000000000000003,2055.0,2061.0,2063.0,2055.0,2061.0,2063.0
54469,2148,2.9,80,,Smith,91,,DEF,2023-24,False,False,5,,3252.0,,2.0,2.0,2.2666666666666666,2940.0,2497.5,2354.0,2940.0,2497.5,2354.0
54469,1586,2.3,57,1991-04-29,Smith,91,2014-01-28,DEF,2024-25,False,False,6,,1966.0,,2.9,2.45,2.3000000000000003,2148.0,2544.0,2381.0,2148.0,2544.0,2381.0
54484,1709,2.8,65,,Kiko Femenía,57,,DEF,2017-18,True,True,0,2905.0,,2.32,,,,,,,,,
54484,2043,2.3,66,,Kiko Femenía,57,,DEF,2018-19,False,False,1,,2817.0,,2.8,2.8,2.8,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0
54484,2236,1.9,54,,Kiko Femenía,57,,DEF,2019-20,False,False,2,,3420.0,,2.3,2.55,2.55,2043.0,1876.0,1876.0,2043.0,1876.0,1876.0
54484,2143,2.0,53,,Femenía,57,,DEF,2021-22,True,True,3,,,,1.9,2.0999999999999996,2.3333333333333335,2236.0,2139.5,1996.0,2236.0,2139.5,1996.0
54513,1411,3.1,58,,Iborra,13,,MID,2017-18,True,True,0,2826.0,,2.6833333333333336,,,,,,,,,
54513,224,1.1,9,,Iborra,13,,MID,2018-19,False,False,1,,3420.0,,3.1,3.1,3.1,1411.0,1411.0,1411.0,1411.0,1411.0,1411.0
54527,21,1.0,2,,Damour,97,,MID,2018-19,True,True,0,,,,,,,,,,,,
54694,1056,6.7,87,,Aubameyang,3,,FWD,2017-18,True,True,0,1206.0,,,,,,,,,,,
54694,2722,5.7,205,,Aubameyang,3,,FWD,2018-19,False,False,1,,2197.0,,6.7,6.7,6.7,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0
54694,3136,5.7,205,,Aubameyang,3,,FWD,2019-20,False,False,2,,2835.0,,5.7,6.2,6.2,2722.0,1889.0,1889.0,2722.0,1889.0,1889.0
54694,2330,4.5,131,,Aubameyang,3,,MID,2020-21,False,False,3,,2809.0,,5.7,5.7,6.033333333333334,3136.0,2929.0,2304.6666666666665,3136.0,2929.0,2304.6666666666665
54694,1036,3.1,44,,Aubameyang,3,,FWD,2021-22,False,False,4,,1996.0,,4.5,5.1,5.300000000000001,2330.0,2733.0,2729.3333333333335,2330.0,2733.0,2729.3333333333335
54694,546,1.7,25,,Aubameyang,8,,FWD,2022-23,False,True,5,1583.0,,3.3,3.1,3.8,4.433333333333334,1036.0,1683.0,2167.3333333333335,,,
54694,0,0.0,0,,Aubameyang,8,,FWD,2023-24,False,False,6,,1886.0,,1.7,2.4,3.1,546.0,791.0,1304.0,546.0,546.0,546.0
54738,3405,2.3,86,,Kaminski,102,,GK,2023-24,True,True,0,,,,,,,,,,,,
54756,3012,2.9,103,,Wanyama,6,,MID,2016-17,False,False,0,,,,,,,,,,,,
54756,837,1.8,32,,Wanyama,6,,MID,2017-18,False,False,1,,,,2.9,2.9,2.9,3012.0,3012.0,3012.0,3012.0,3012.0,3012.0
54756,511,1.8,24,,Wanyama,6,,MID,2018-19,False,False,2,,2532.0,,1.8,2.35,2.35,837.0,1924.5,1924.5,837.0,1924.5,1924.5
54756,24,0.5,1,,Wanyama,6,,MID,2019-20,False,False,3,,214.0,,1.8,1.8,2.1666666666666665,511.0,674.0,1453.3333333333333,511.0,674.0,1453.3333333333333
54764,111,0.8,5,,Kodjia,7,,FWD,2019-20,True,True,0,,,,,,,,,,,,
54771,1847,2.4,58,,Fabio,25,,DEF,2016-17,False,False,0,,,,,,,,,,,,
54861,3131,3.8,136,,Christian Benteke,31,,FWD,2016-17,False,False,0,,,,,,,,,,,,
54861,2234,2.7,84,,Benteke,31,,FWD,2017-18,False,False,1,,,,3.8,3.8,3.8,3131.0,3131.0,3131.0,3131.0,3131.0,3131.0
54861,807,2.1,33,,Benteke,31,,FWD,2018-19,False,False,2,,1871.0,,2.7,3.25,3.25,2234.0,2682.5,2682.5,2234.0,2682.5,2682.5
54861,1252,1.8,42,,Benteke,31,,FWD,2019-20,False,False,3,,1889.0,,2.1,2.4000000000000004,2.8666666666666667,807.0,1520.5,2057.3333333333335,807.0,1520.5,2057.3333333333335
54861,1808,3.5,106,,Benteke,31,,FWD,2020-21,False,False,4,,2167.0,,1.8,1.9500000000000002,2.2,1252.0,1029.5,1431.0,1252.0,1029.5,1431.0
54861,1132,2.3,58,,Benteke,31,,FWD,2021-22,False,False,5,,2555.0,,3.5,2.6500000000000004,2.466666666666667,1808.0,1530.0,1289.0,1808.0,1530.0,1289.0
54861,0,0.0,0,,Benteke,31,,FWD,2022-23,False,False,6,,3222.0,,2.3,2.9000000000000004,2.5333333333333337,1132.0,1470.0,1397.3333333333333,1132.0,1470.0,1397.3333333333333
54908,2135,3.5,110,,Chadli,35,,MID,2016-17,False,False,0,,,,,,,,,,,,
54908,213,3.0,15,,Chadli,35,,MID,2017-18,False,False,1,,,,3.5,3.5,3.5,2135.0,2135.0,2135.0,2135.0,2135.0,2135.0
55037,2723,2.5,79,,Kouyaté,21,,MID,2016-17,False,False,0,,,,,,,,,,,,
55037,2798,2.6,86,,Kouyaté,21,,MID,2017-18,False,False,1,,,,2.5,2.5,2.5,2723.0,2723.0,2723.0,2723.0,2723.0,2723.0
55037,1889,2.2,67,,Kouyaté,31,,MID,2018-19,False,True,2,3120.0,,3.466666666666667,2.6,2.55,2.55,2798.0,2760.5,2760.5,,,
55037,2524,2.4,85,,Kouyaté,31,,MID,2019-20,False,False,3,,1889.0,,2.2,2.4000000000000004,2.4333333333333336,1889.0,2343.5,2470.0,1889.0,1889.0,1889.0
55037,3121,2.3,82,,Kouyaté,31,,MID,2020-21,False,False,4,,2167.0,,2.4,2.3,2.4,2524.0,2206.5,2403.6666666666665,2524.0,2206.5,2206.5
55037,1970,2.9,77,,Kouyaté,31,,DEF,2021-22,False,False,5,,2555.0,,2.3,2.3499999999999996,2.3,3121.0,2822.5,2511.3333333333335,3121.0,2822.5,2511.3333333333335
55037,871,1.7,35,,Kouyaté,17,,MID,2022-23,False,True,6,,,,2.9,2.5999999999999996,2.533333333333333,1970.0,2545.5,2538.3333333333335,,,
55037,206,1.0,12,,Kouyaté,17,,MID,2023-24,False,False,7,,3151.0,,1.7,2.3,2.3,871.0,1420.5,1987.3333333333333,871.0,871.0,871.0
55038,837,1.1,17,,McDonald,54,,MID,2018-19,True,True,0,,,,,,,,,,,,
55038,0,0.0,0,,McDonald,54,,MID,2020-21,True,True,1,,,,1.1,1.1,1.1,837.0,837.0,837.0,837.0,837.0,837.0
55313,0,0.0,0,,Tabanou,80,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55317,975,3.2,35,,Bernardo,25,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55422,3327,4.8,181,,Sigurdsson,80,,MID,2016-17,False,False,0,,,,,,,,,,,,
55422,2257,3.6,96,,Sigurdsson,11,,MID,2017-18,False,True,1,2900.0,,2.9,4.8,4.8,4.8,3327.0,3327.0,3327.0,,,
55422,3122,4.8,182,,Sigurdsson,11,,MID,2018-19,False,False,2,,3420.0,,3.6,4.2,4.2,2257.0,2792.0,2792.0,2257.0,2257.0,2257.0
55422,2555,2.7,95,,Sigurdsson,11,,MID,2019-20,False,False,3,,2964.0,,4.8,4.199999999999999,4.3999999999999995,3122.0,2689.5,2902.0,3122.0,2689.5,2689.5
55422,2244,3.4,122,,Sigurdsson,11,,MID,2020-21,False,False,4,,1818.0,,2.7,3.75,3.6999999999999993,2555.0,2838.5,2644.6666666666665,2555.0,2838.5,2644.6666666666665
55422,0,0.0,0,,Sigurdsson,11,,MID,2021-22,False,False,5,,2683.0,,3.4,3.05,3.633333333333333,2244.0,2399.5,2640.3333333333335,2244.0,2399.5,2640.3333333333335
55452,1048,3.2,45,,Bolasie,11,,MID,2016-17,False,False,0,,,,,,,,,,,,
55452,848,2.2,35,,Bolasie,11,,MID,2017-18,False,False,1,,,,3.2,3.2,3.2,1048.0,1048.0,1048.0,1048.0,1048.0,1048.0
55452,0,0.0,0,,Bolasie,11,,MID,2018-19,False,False,2,,3420.0,,2.2,2.7,2.7,848.0,948.0,948.0,848.0,948.0,948.0
55459,2115,2.3,60,,Cresswell,21,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55459,3069,3.3,118,,Cresswell,21,,DEF,2017-18,False,False,1,,,,2.3,2.3,2.3,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0
55459,1588,1.7,34,,Cresswell,21,,DEF,2018-19,False,False,2,,3289.0,,3.3,2.8,2.8,3069.0,2592.0,2592.0,3069.0,2592.0,2592.0
55459,2727,2.5,79,,Cresswell,21,,DEF,2019-20,False,False,3,,3420.0,,1.7,2.5,2.433333333333333,1588.0,2328.5,2257.3333333333335,1588.0,2328.5,2257.3333333333335
55459,3170,4.2,153,,Cresswell,21,,DEF,2020-21,False,False,4,,2259.0,,2.5,2.1,2.5,2727.0,2157.5,2461.3333333333335,2727.0,2157.5,2461.3333333333335
55459,2726,3.7,115,,Cresswell,21,,DEF,2021-22,False,False,5,,3054.0,,4.2,3.35,2.8000000000000003,3170.0,2948.5,2495.0,3170.0,2948.5,2495.0
55459,2235,2.6,74,,Cresswell,21,,DEF,2022-23,False,False,6,,2078.0,,3.7,3.95,3.466666666666667,2726.0,2948.0,2874.3333333333335,2726.0,2948.0,2874.3333333333335
55459,431,0.9,10,,Cresswell,21,,DEF,2023-24,False,False,7,,2229.0,,2.6,3.1500000000000004,3.5,2235.0,2480.5,2710.3333333333335,2235.0,2480.5,2710.3333333333335
55459,818,2.0,36,1989-12-15,Cresswell,21,2014-07-03,DEF,2024-25,False,False,8,,3000.0,,0.9,1.75,2.4,431.0,1333.0,1797.3333333333333,431.0,1333.0,1797.3333333333333
55494,3417,2.3,86,,Ward,31,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55494,1613,2.2,41,,Ward,31,,DEF,2017-18,False,False,1,,,,2.3,2.3,2.3,3417.0,3417.0,3417.0,3417.0,3417.0,3417.0
55494,551,1.9,13,,Ward,31,,DEF,2018-19,False,False,2,,1871.0,,2.2,2.25,2.25,1613.0,2515.0,2515.0,1613.0,2515.0,2515.0
55494,2380,2.7,77,,Ward,31,,DEF,2019-20,False,False,3,,1889.0,,1.9,2.05,2.1333333333333333,551.0,1082.0,1860.3333333333333,551.0,1082.0,1860.3333333333333
55494,2255,2.5,66,,Ward,31,,DEF,2020-21,False,False,4,,2167.0,,2.7,2.3,2.266666666666667,2380.0,1465.5,1514.6666666666667,2380.0,1465.5,1514.6666666666667
55494,2486,2.6,73,,Ward,31,,DEF,2021-22,False,False,5,,2555.0,,2.5,2.6,2.3666666666666667,2255.0,2317.5,1728.6666666666667,2255.0,2317.5,1728.6666666666667
55494,2253,2.8,78,,Ward,31,,DEF,2022-23,False,False,6,,3222.0,,2.6,2.55,2.6,2486.0,2370.5,2373.6666666666665,2486.0,2370.5,2373.6666666666665
55494,1978,2.1,54,,Ward,31,,DEF,2023-24,False,False,7,,2770.0,,2.8,2.7,2.6333333333333333,2253.0,2369.5,2331.3333333333335,2253.0,2369.5,2331.3333333333335
55494,71,0.5,1,1989-10-29,Ward,31,2012-05-29,DEF,2024-25,False,False,8,,2399.0,,2.1,2.45,2.5,1978.0,2115.5,2239.0,1978.0,2115.5,2239.0
55605,2601,4.0,120,,Alderweireld,6,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55605,1177,3.1,43,,Alderweireld,6,,DEF,2017-18,False,False,1,,,,4.0,4.0,4.0,2601.0,2601.0,2601.0,2601.0,2601.0,2601.0
55605,2921,3.1,107,,Alderweireld,6,,DEF,2018-19,False,False,2,,2532.0,,3.1,3.55,3.55,1177.0,1889.0,1889.0,1177.0,1889.0,1889.0
55605,2957,2.9,97,,Alderweireld,6,,DEF,2019-20,False,False,3,,214.0,,3.1,3.1,3.4,2921.0,2049.0,2233.0,2921.0,2049.0,2233.0
55605,2240,3.5,88,,Alderweireld,6,,DEF,2020-21,False,False,4,,1482.0,,2.9,3.0,3.033333333333333,2957.0,2939.0,2351.6666666666665,2957.0,2939.0,2351.6666666666665
55605,0,0.0,0,,Alderweireld,6,,DEF,2021-22,False,False,5,,3420.0,,3.5,3.2,3.1666666666666665,2240.0,2598.5,2706.0,2240.0,2598.5,2706.0
55829,2418,1.6,54,,Yacob,35,,MID,2016-17,False,False,0,,,,,,,,,,,,
55829,898,1.4,23,,Yacob,35,,MID,2017-18,False,False,1,,,,1.6,1.6,1.6,2418.0,2418.0,2418.0,2418.0,2418.0,2418.0
55909,1217,2.9,52,,Smalling,1,,DEF,2016-17,False,False,0,,,,,,,,,,,,
55909,2535,4.2,123,,Smalling,1,,DEF,2017-18,False,False,1,,,,2.9,2.9,2.9,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0
55909,2127,2.3,56,,Smalling,1,,DEF,2018-19,False,False,2,,3117.0,,4.2,3.55,3.55,2535.0,1876.0,1876.0,2535.0,1876.0,1876.0
55909,0,0.0,0,,Smalling,1,,DEF,2019-20,False,False,3,,1039.0,,2.3,3.25,3.1333333333333333,2127.0,2331.0,1959.6666666666667,2127.0,2331.0,1959.6666666666667
55909,0,0.0,0,,Smalling,1,,DEF,2020-21,False,False,4,,3420.0,,0.0,1.1500000000000004,2.1666666666666665,0.0,1063.5,1554.0,0.0,1063.5,1554.0
55914,2186,2.4,59,,Cooper,2,,DEF,2020-21,True,True,0,,,,,,,,,,,,
55914,1814,2.9,60,,Cooper,2,,DEF,2021-22,False,False,1,,3410.0,,2.4,2.4,2.4,2186.0,2186.0,2186.0,2186.0,2186.0,2186.0
55914,1425,1.7,31,,Cooper,2,,DEF,2022-23,False,False,2,,2489.0,,2.9,2.65,2.65,1814.0,2000.0,2000.0,1814.0,2000.0,2000.0
56192,592,3.4,31,,Martina,20,,DEF,2016-17,False,False,0,,,,,,,,,,,,
56192,1830,2.6,55,,Martina,11,,DEF,2017-18,False,True,1,3160.0,,3.94,3.4,3.4,3.4,592.0,592.0,592.0,,,
56192,0,0.0,0,,Martina,11,,DEF,2018-19,False,False,2,,3420.0,,2.6,3.0,3.0,1830.0,1211.0,1211.0,1830.0,1830.0,1830.0
56192,0,0.0,0,,Cuco Martina,11,,DEF,2019-20,False,False,3,,2964.0,,0.0,1.3,2.0,0.0,915.0,807.3333333333334,0.0,915.0,915.0
56377,456,3.0,27,,Yarmolenko,21,,MID,2018-19,True,True,0,2798.0,,3.3200000000000003,,,,,,,,,
56377,981,3.0,70,,Yarmolenko,21,,MID,2019-20,False,False,1,,3420.0,,3.0,3.0,3.0,456.0,456.0,456.0,456.0,456.0,456.0
56377,362,1.1,17,,Yarmolenko,21,,MID,2020-21,False,False,2,,2259.0,,3.0,3.0,3.0,981.0,718.5,718.5,981.0,718.5,718.5
56377,303,1.3,25,,Yarmolenko,21,,MID,2021-22,False,False,3,,3054.0,,1.1,2.05,2.3666666666666667,362.0,671.5,599.6666666666666,362.0,671.5,599.6666666666666
56827,83,1.0,2,,Pantilimon,57,,GK,2016-17,False,False,0,,,,,,,,,,,,
56827,0,0.0,0,,Pantilimon,57,,GK,2017-18,False,False,1,,,,1.0,1.0,1.0,83.0,83.0,83.0,83.0,83.0,83.0
56864,1779,1.8,52,,Coquelin,3,,MID,2016-17,False,False,0,,,,,,,,,,,,
56864,164,1.0,7,,Coquelin,3,,MID,2017-18,False,False,1,,,,1.8,1.8,1.8,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0
56872,1467,5.1,107,,Stanislas,91,,MID,2016-17,False,False,0,,,,,,,,,,,,
56872,1285,3.9,75,,Stanislas,91,,MID,2017-18,False,False,1,,,,5.1,5.1,5.1,1467.0,1467.0,1467.0,1467.0,1467.0,1467.0
56872,1021,2.4,56,,Stanislas,91,,MID,2018-19,False,False,2,,3420.0,,3.9,4.5,4.5,1285.0,1376.0,1376.0,1285.0,1376.0,1376.0
56872,706,2.8,42,,Stanislas,91,,MID,2019-20,False,False,3,,2505.0,,2.4,3.15,3.7999999999999994,1021.0,1153.0,1257.6666666666667,1021.0,1153.0,1257.6666666666667
56872,58,1.0,4,,Stanislas,91,,MID,2022-23,True,True,4,,,,2.8,2.5999999999999996,3.033333333333333,706.0,863.5,1004.0,706.0,863.5,1004.0
56917,3420,2.9,112,,Steve Cook,91,,DEF,2016-17,False,False,0,,,,,,,,,,,,
56917,2764,2.4,83,,Steve Cook,91,,DEF,2017-18,False,False,1,,,,2.9,2.9,2.9,3420.0,3420.0,3420.0,3420.0,3420.0,3420.0
56917,2786,2.7,85,,Steve Cook,91,,DEF,2018-19,False,False,2,,3420.0,,2.4,2.65,2.65,2764.0,3092.0,3092.0,2764.0,3092.0,3092.0
